ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_ID_	SOURCE_SCORE_	SOURCE_ID
13291	Mapudungun	Araucanian	RUN	lefün	lefün	l e f ɨ n			2665	1.0000	
767	Portuguese	Indo-European	RYE	centeio	centeio	s ẽ t ei u					
2466	Spanish	Indo-European	RYE	centeno	centeno	s e n t e n o					
8823	Otomi	Otomanguean	RYE	‘boju̲ni	‘boju̲ni	ˀb o x u n i			2466	0.8571	
8824	Otomi	Otomanguean	RYE	pothe ju̲ni	pothe_ju̲ni	p o θ e + x u n i			2466	0.7778	
10694	ImbaburaQuechua	Quechuan	RYE	sintinu	sintinu	s i n d i n u	Spanish	centeno	2466	0.5714	
1659	Portuguese	Indo-European	SACRIFICE	sacrifício	sacrifício	s a k ɾ i f i s j u					
1660	Portuguese	Indo-European	SACRIFICE	oferenda	oferenda	o f e ɾ ẽ d ɐ					
3424	Spanish	Indo-European	SACRIFICE	ofrenda	ofrenda	o f ɾ e n d a					
3425	Spanish	Indo-European	SACRIFICE	sacrificio	sacrificio	s a k ɾ i f i s j o					
4866	Yaqui	Uto-Aztecan	SACRIFICE	miika	miika	m iː k a			3424	0.8571	
6129	ZinacantanTzotzil	Mayan	SACRIFICE	mil k'exolil	mil_k'exolil	m i l + k ʔ e ʃ o l i l			3424	0.9167	
7899	Qeqchi	Mayan	SACRIFICE	mayej	mayej	m a j e x			3424	0.8571	
10128	Otomi	Otomanguean	SACRIFICE	nt'uni	nt'uni	n t̪ʼ u n i			3424	0.8571	
10129	Otomi	Otomanguean	SACRIFICE	hñät'i	hñät'i	h ɲ ɐ t̪ʼ i			3425	0.9000	
10130	Otomi	Otomanguean	SACRIFICE	'mo̲e animä	'mo̲e_animä	ˀm ə e + a n i m ɐ	Spanish	anima	3424	0.8889	
10131	Otomi	Otomanguean	SACRIFICE	nt'undo̲ni	nt'undo̲ni	n t̪ʼ u n d ə n i			3424	0.8750	
10132	Otomi	Otomanguean	SACRIFICE	nt'ungu̲do̲ni	nt'ungu̲do̲ni	n t̪ʼ u n g u d ə n i			3424	0.9000	
11306	ImbaburaQuechua	Quechuan	SACRIFICE	ufrinda	ufrinda	u ɸ ɾ i n d a	Spanish	ofrenda	3424	0.4286	
12527	Wichi	Matacoan	SACRIFICE	totw’ayhat	totw’ayhat	t o t wˀ a j h a t			3424	0.7778	
934	Portuguese	Indo-European	SAIL	navegar	navegar	n a v e ɡ a ʁ					
2650	Spanish	Indo-European	SAIL	navegar	navegar	n a β e ɣ a ɾ					
4246	Yaqui	Uto-Aztecan	SAIL	ba’ajoa	ba’ajoa	b a ʔ a j o a			2650	0.8571	
7106	Qeqchi	Mayan	SAIL	b’eek chi ru ha’	b’eek_chi_ru_ha’	ɓ eː k + tʃ i + ɾ u + h a ʔ			2650	0.9231	
9093	Otomi	Otomanguean	SAIL	'yodehe	'yodehe	ˀj o d e h e			2650	0.8571	
11995	Wichi	Matacoan	SAIL	tiyojche inot	tiyojche_inot	t i j o x tʃ e + i n o t			2650	0.9167	
1005	Portuguese	Indo-European	SAILCLOTH	vela	vela	v ɛ l ɐ					
2722	Spanish	Indo-European	SAILCLOTH	vela	vela	b e l a					
4314	Yaqui	Uto-Aztecan	SAILCLOTH	beelam	beelam	b eː l a m	Spanish	vela	2722	0.4000	
7190	Qeqchi	Mayan	SAILCLOTH	b’ela	b’ela	ɓ e l a	Spanish	vela	2722	0.2500	2722
587	Portuguese	Indo-European	SALT	sal	sal	s au					
2279	Spanish	Indo-European	SALT	sal	sal	s a l					
3957	Yaqui	Uto-Aztecan	SALT	oona	oona	oː n a			2279	1.0000	
5380	ZinacantanTzotzil	Mayan	SALT	7atz’am	7atz’am	ʔ a tsʼ a m			2279	0.8000	
6744	Qeqchi	Mayan	SALT	atz'am	atz'am	a tsʼ a m			2279	0.7500	
8607	Otomi	Otomanguean	SALT	u	u	u			2279	1.0000	
10578	ImbaburaQuechua	Quechuan	SALT	kachi	kachi	k a tʃ i			2279	0.7500	
11762	Wichi	Matacoan	SALT	nisuy	nisuy	n i s u j			2279	0.8000	
13041	Mapudungun	Araucanian	SALT	chazi	chazi	tʃ a z i			2279	0.7500	
1289	Portuguese	Indo-European	SALTY	salgado	salgado	s au ɡ a d u					
3028	Spanish	Indo-European	SALTY	salado	salado	s a l a ð o					
4573	Yaqui	Uto-Aztecan	SALTY	cho’oko	cho’oko	tʃ o ʔ o k o			3028	0.8333	
5888	ZinacantanTzotzil	Mayan	SALTY	chi7	chi7	tʃʰ i ʔ			3028	1.0000	
7527	Qeqchi	Mayan	SALTY	atz’am	atz’am	a tsʼ a m			3028	0.6667	
9569	Otomi	Otomanguean	SALTY	xi 'ñuxi	xi_'ñuxi	x i + ˀɲ u x i			3028	1.0000	
11055	ImbaburaQuechua	Quechuan	SALTY	kachiyashka	kachiyashka	k a tʃ i j a ʃ k a			3028	0.7778	
12269	Wichi	Matacoan	SALTY	nusuy	nusuy	n u s u j			3028	1.0000	
13541	Mapudungun	Araucanian	SALTY	kotrü	kotrü	k o ʈʂ ɨ	Gününa Yajüch	xïtran	3028	1.0000	
8	Portuguese	Indo-European	SAND	areia	areia	a ɾ ei ɐ					
1689	Spanish	Indo-European	SAND	arena	arena	a ɾ e n a					
3459	Yaqui	Uto-Aztecan	SAND	see’e	see’e	s eː ʔ e			1689	1.0000	
4896	ZinacantanTzotzil	Mayan	SAND	yi'	yi'	j i ʔ			1689	1.0000	
6158	Qeqchi	Mayan	SAND	samahi’	samahi’	s a m a h i ʔ			1689	0.8571	
7931	Otomi	Otomanguean	SAND	'bomu	'bomu	ˀb o m u			1689	1.0000	
10172	ImbaburaQuechua	Quechuan	SAND	tiyu	tiyu	t i j u			1689	1.0000	
11329	Wichi	Matacoan	SAND	alena	alena	a l e n a	Spanish	arena	1689	0.2000	1689
12549	Mapudungun	Araucanian	SAND	kuyüm	kuyüm	k u y ɨ m			1689	1.0000	
12550	Mapudungun	Araucanian	SAND	achef kuyüm	achef_kuyüm	a tʃ e f + k u y ɨ m			1689	0.8000	
293	Portuguese	Indo-European	SANDFLY	mosquito	mosquito	m o s k i t u					
1988	Spanish	Indo-European	SANDFLY	jején	jején	x e x e n					
3707	Yaqui	Uto-Aztecan	SANDFLY	kuru	kuru	k u r u			1988	1.0000	
5117	ZinacantanTzotzil	Mayan	SANDFLY	7us	7us	ʔ u s			1988	1.0000	
6424	Qeqchi	Mayan	SANDFLY	k’ux	k’ux	kʼ u ʃ			1988	1.0000	
6425	Qeqchi	Mayan	SANDFLY	suq	suq	s u qʰ			1988	1.0000	
10367	ImbaburaQuechua	Quechuan	SANDFLY	waña	waña	w a ɲ a	Cuzco Quechua	wanwa	1988	1.0000	
11544	Wichi	Matacoan	SANDFLY	fwinatak	fwinatak	fʷ i n a t a k			1988	1.0000	
799	Portuguese	Indo-European	SAP	seiva	seiva	s ei v ɐ					
2499	Spanish	Indo-European	SAP	savia	savia	s a β j a					
4137	Yaqui	Uto-Aztecan	SAP	juya ba’a	juya_ba’a	j u j a + b a ʔ a			2499	0.7778	
5518	ZinacantanTzotzil	Mayan	SAP	chu7	chu7	tʃʰ u ʔ			2499	1.0000	
5519	ZinacantanTzotzil	Mayan	SAP	pohov	pohov	pʰ o h o v			2499	1.0000	
6940	Qeqchi	Mayan	SAP	ya'al	ya'al	j a ʔ a l	K’iche’an	ya’al	2499	0.8000	
6941	Qeqchi	Mayan	SAP	q'ol	q'ol	qʼ o l			2499	1.0000	
8858	Otomi	Otomanguean	SAP	‘ba zaa	‘ba_zaa	ˀb a + z aː			2499	0.8000	
8859	Otomi	Otomanguean	SAP	dehe 'yomu(n)hño ngizá	dehe_'yomu(n)hño_ngizá	d e h e + ˀj o m u n h ɲ o + n g i z a			2499	0.9474	
10714	ImbaburaQuechua	Quechuan	SAP	kiru yaku	kiru_yaku	k i ɾ u + j a k u			2499	0.7778	
11907	Wichi	Matacoan	SAP	hal’o lhits’i	hal’o_lhits’i	h a l ʔ o + lˠ i ts ʔ i			2499	0.9091	
13189	Mapudungun	Araucanian	SAP	ko	ko	k o			2499	1.0000	
1270	Portuguese	Indo-European	SATURDAY	sábado	sábado	s a b a d u					
3009	Spanish	Indo-European	SATURDAY	sábado	sábado	s a β a ð o					
4556	Yaqui	Uto-Aztecan	SATURDAY	sabala	sabala	s a b a l a	Spanish	sábado	3009	0.5000	
5876	ZinacantanTzotzil	Mayan	SATURDAY	savaro	savaro	s a v a ɾ o	Spanish	sa*bado	3009	0.3333	
7508	Qeqchi	Mayan	SATURDAY	saaw	saaw	s aː w	Spanish	sábado	3009	0.8333	
9542	Otomi	Otomanguean	SATURDAY	nsabdo	nsabdo	ⁿs a b d o	Spanish	sábado	3009	0.6667	
11040	ImbaburaQuechua	Quechuan	SATURDAY	sabadu	sabadu	s a b a d u	Spanish	sábado	3009	0.5000	
12254	Wichi	Matacoan	SATURDAY	sawulu	sawulu	s a w u l u	Spanish	sábado	3009	0.6667	
539	Portuguese	Indo-European	SAUCER	pires	pires	p i ɾ e ʃ					
2236	Spanish	Indo-European	SAUCER	platillo	platillo	p l a t i ʝ o					
3919	Yaqui	Uto-Aztecan	SAUCER	ili pu’ato	ili_pu’ato	i l i + p u ʔ a t o	Spanish	plato	2236	0.8000	
6692	Qeqchi	Mayan	SAUCER	platiiy	platiiy	p l a t iː j	Spanish	platillo	2236	0.4286	
8557	Otomi	Otomanguean	SAUCER	t'olo mohi	t'olo_mohi	t̪ʼ o l o + m o h i			2236	0.8889	
10544	ImbaburaQuechua	Quechuan	SAUCER	platillu	platillu	p l a t i ʒ u	Spanish	platillo	2236	0.2857	2236
11731	Wichi	Matacoan	SAUCER	platules	platules	p l a t u l e s	Spanish	plato	2236	0.5000	
13006	Mapudungun	Araucanian	SAUCER	pülatillu	pülatillu	p ɨ l a t i ʎ u	Spanish	platillo	2236	0.3750	
569	Portuguese	Indo-European	SAUSAGE	linguiça	linguiça	l ĩ ɡ i s ɐ					
570	Portuguese	Indo-European	SAUSAGE	chouriço	chouriço	ʃ o ɾ i s u					
2264	Spanish	Indo-European	SAUSAGE	salchicha	salchicha	s a l tʃ i tʃ a					
3943	Yaqui	Uto-Aztecan	SAUSAGE	salchiicha	salchiicha	s a l tʃ iː tʃ a	Spanish	salchicha	2264	0.1429	2264
5365	ZinacantanTzotzil	Mayan	SAUSAGE	choris	choris	tʃʰ o ɾ i s	Spanish	chorizo	2264	0.8571	
5366	ZinacantanTzotzil	Mayan	SAUSAGE	lonkanisyo	lonkanisyo	l o n k a n i s j o	Spanish	longaniza	2264	0.9000	
6730	Qeqchi	Mayan	SAUSAGE	salchiich, salchicha	salchiich	s a l tʃ iː tʃ	Spanish	salchicha	2264	0.2857	2264
8589	Otomi	Otomanguean	SAUSAGE	t'uxfo ts'udi	t'uxfo_ts'udi	t̪ʼ u x f o + tsʼ u d i			2264	1.0000	
8590	Otomi	Otomanguean	SAUSAGE	xikungo	xikungo	x i k u n g o			2264	1.0000	
870	Portuguese	Indo-European	SAW	serra	serra	s ɛ ʁ ɐ					
2578	Spanish	Indo-European	SAW	serrucho	serrucho	s ɛ r u tʃ o					
2579	Spanish	Indo-European	SAW	sierra	sierra	s j ɛ r a					
4195	Yaqui	Uto-Aztecan	SAW	seruuchom	seruuchom	s e r uː tʃ o m	Spanish	serrucho	2578	0.4286	
5578	ZinacantanTzotzil	Mayan	SAW	kupob	kupob	k u p o b			2578	0.8333	
7031	Qeqchi	Mayan	SAW	jachleb’	jachleb’	x a tʃ l e ɓ			2578	1.0000	
7032	Qeqchi	Mayan	SAW	xeer	xeer	ʃ eː r	Spanish	sierra	2579	0.8000	
8993	Otomi	Otomanguean	SAW	the̲gi	the̲gi	θ æ g i			2578	1.0000	
10763	ImbaburaQuechua	Quechuan	SAW	sirruchu	sirruchu	s i ʐ u tʃ u	Spanish	serrucho	2578	0.5000	
11956	Wichi	Matacoan	SAW	alhetaj chos	alhetaj_chos	a lˠ e t a x + tʃ o s			2578	0.8000	
13237	Mapudungun	Araucanian	SAW	seruchu	seruchu	s e ɻ u tʃ u	Spanish	serrucho	2578	0.5000	
1479	Portuguese	Indo-European	SAY	dizer	dizer	dʒ i z e ʁ					
3240	Spanish	Indo-European	SAY	decir	decir	d e s i ɾ					
4730	Yaqui	Uto-Aztecan	SAY	tejwa	tejwa	t e j w a			3240	0.8000	
6036	ZinacantanTzotzil	Mayan	SAY	7al	7al	ʔ a l			3240	1.0000	
7739	Qeqchi	Mayan	SAY	yehok	yehok	j e h o kʰ			3240	0.8000	
9870	Otomi	Otomanguean	SAY	mä	mä	m ɐ			3240	1.0000	
9871	Otomi	Otomanguean	SAY	xifi (1)	xifi	x i f i			3240	0.8000	
9872	Otomi	Otomanguean	SAY	xi'i	xi'i	x i ʔ i			3240	0.8000	
9873	Otomi	Otomanguean	SAY	xiki	xiki	x i k i			3240	0.8000	
11200	ImbaburaQuechua	Quechuan	SAY	nina (1)	nina	n i n a			3240	1.0000	
12418	Wichi	Matacoan	SAY	yuk	yuk	y u k			3240	1.0000	
12419	Wichi	Matacoan	SAY	fwelh	fwelh	fʷ e l̥			3240	0.8000	
13688	Mapudungun	Araucanian	SAY	pin	pin	p i n			3240	0.8000	
259	Portuguese	Indo-European	SCALE	escama	escama	i ʃ k ɐ m ɐ					
1953	Spanish	Indo-European	SCALE	escama	escama	ɛ s k a m a					
3676	Yaqui	Uto-Aztecan	SCALE	kuupe	kuupe	k uː p e			1953	0.8333	
5092	ZinacantanTzotzil	Mayan	SCALE	merio choy	merio_choy	m e ɾ i o + tʃʰ o j	Spanish	medio	1953	1.0000	
6393	Qeqchi	Mayan	SCALE	solel	solel	s o l e l			1953	0.8333	
8252	Otomi	Otomanguean	SCALE	kwixi	kwixi	kʷ i x i			1953	1.0000	
11506	Wichi	Matacoan	SCALE	lafwinchu’	lafwinchu’	l a fʷ i n tʃ u ʔ			1953	1.0000	
481	Portuguese	Indo-European	SCAR	cicatriz	cicatriz	s i k a t ɾ i ʃ					
2177	Spanish	Indo-European	SCAR	cicatriz	cicatriz	s i k a t ɾ i s					
3866	Yaqui	Uto-Aztecan	SCAR	yore’eria	yore’eria	j o r e ʔ e r i a			2177	0.8889	
5288	ZinacantanTzotzil	Mayan	SCAR	7av lastima	7av_lastima	ʔ a v + l a s t i m a	Spanish	la*stima	2177	0.8182	
5289	ZinacantanTzotzil	Mayan	SCAR	senya	senya	s e n j a	Spanish	seNa	2177	0.8750	
6624	Qeqchi	Mayan	SCAR	xna'aj tiiq'	xna'aj_tiiq'	ʃ n a ʔ a x + t iː qʼ			2177	0.9000	
6625	Qeqchi	Mayan	SCAR	yotolal	yotolal	j o t o l a l			2177	1.0000	
6626	Qeqchi	Mayan	SCAR	reetalil tiq'ilal	reetalil_tiq'ilal	r eː t a l i l + t i qʼ i l a l			2177	0.8000	
8477	Otomi	Otomanguean	SCAR	señä	señä	s e ɲ ɐ	Spanish	señal	2177	0.8750	
8478	Otomi	Otomanguean	SCAR	nthe̲ni	nthe̲ni	n θ æ n i			2177	0.8750	
11688	Wichi	Matacoan	SCAR	amuyik	amuyik	a m u j i k			2177	0.8750	
1430	Portuguese	Indo-European	SCHOOL	escola	escola	i ʃ k ɔ l ɐ					
3185	Spanish	Indo-European	SCHOOL	escuela	escuela	ɛ s k w e l a					
3186	Spanish	Indo-European	SCHOOL	colegio	colegio	k o l e x j o					
4683	Yaqui	Uto-Aztecan	SCHOOL	ejkuela	ejkuela	e j k u e l a	Spanish	escuela	3185	0.4286	
5996	ZinacantanTzotzil	Mayan	SCHOOL	chanob vun	chanob_vun	tʃʰ a n o ɓ + v u n			3186	0.8889	
7688	Qeqchi	Mayan	SCHOOL	tzolleb'aal	tzolleb'aal	t z o l + l e ɓ aː l			3186	0.7000	
9774	Otomi	Otomanguean	SCHOOL	skwela	skwela	s kʷ e l a	Spanish	escuela	3185	0.4286	
9775	Otomi	Otomanguean	SCHOOL	nguu xa̲di	nguu_xa̲di	n g uː + x ɔ d i			3186	0.8750	
11158	ImbaburaQuechua	Quechuan	SCHOOL	yachana wasi	yachana_wasi	j a tʃ a n a + w a s i			3185	0.9091	
12375	Wichi	Matacoan	SCHOOL	tochefwenyajw’et	tochefwenyajw’et	t o tʃ e fʷ e n j a xʷ ʔ e t			3186	0.7692	
12376	Wichi	Matacoan	SCHOOL	eskwelu	eskwelu	e s kʷ e l u	Spanish	escuela	3185	0.5714	
13646	Mapudungun	Araucanian	SCHOOL	eskuela	eskuela	e s k u e l a	Spanish	escuela	3185	0.2857	3185
13647	Mapudungun	Araucanian	SCHOOL	chillkatuwe ruka	chillkatuwe_ruka	tʃ i ʎ k a t u w e + ɻ u k a			3185	0.7143	
13648	Mapudungun	Araucanian	SCHOOL	kolekio	kolekio	k o l e k i o	Spanish	colegio	3186	0.2857	3186
1496	Portuguese	Indo-European	SCOLD	repreender	repreender	ʁ e p ɾ e ẽ d e ʁ					
3260	Spanish	Indo-European	SCOLD	reprender	reprender	r e p ɾ e n d ɛ ɾ					
4746	Yaqui	Uto-Aztecan	SCOLD	tetejwa	tetejwa	t e t e j w a			3260	0.7778	
6050	ZinacantanTzotzil	Mayan	SCOLD	7ilin	7ilin	ʔ i l i n			3260	0.8889	
6051	ZinacantanTzotzil	Mayan	SCOLD	7ut	7ut	ʔ u tʰ			3260	1.0000	
7754	Qeqchi	Mayan	SCOLD	q'usuk	q'usuk	qʼ u s u kʰ			3260	1.0000	
9896	Otomi	Otomanguean	SCOLD	ntsu̲i	ntsu̲i	n ts u i			3260	0.8889	
11215	ImbaburaQuechua	Quechuan	SCOLD	rimana (3)	rimana	ʐ i m a n a			3260	0.8889	
12433	Wichi	Matacoan	SCOLD	iyeta	iyeta	i j e t a			3260	0.8889	
13702	Mapudungun	Araucanian	SCOLD	illkutun	illkutun	i ʎ k u t u n			3260	1.0000	
283	Portuguese	Indo-European	SCORPION	escorpião	escorpião	i ʃ k o ʁ p i ɐ̃ũ					
1977	Spanish	Indo-European	SCORPION	alacrán	alacrán	a l a k ɾ a n					
1978	Spanish	Indo-European	SCORPION	escorpión	escorpión	ɛ s k o ɾ p j o n					
3694	Yaqui	Uto-Aztecan	SCORPION	maachil	maachil	m aː tʃ i l			1977	1.0000	
5103	ZinacantanTzotzil	Mayan	SCORPION	tzek	tzek	tsʰ e k			1977	0.8571	
6412	Qeqchi	Mayan	SCORPION	xook’	xook’	ʃ oː kʼ			1977	1.0000	
8274	Otomi	Otomanguean	SCORPION	penzu̲	penzu̲	p e n z u			1977	1.0000	
8275	Otomi	Otomanguean	SCORPION	tsoku̲mo	tsoku̲mo	ts o k u m o			1978	0.7778	
10358	ImbaburaQuechua	Quechuan	SCORPION	alakrán	alakrán	a l a k ɾ a ŋ	Spanish	alacrán	1977	0.1429	1977
11522	Wichi	Matacoan	SCORPION	chostilhoj	chostilhoj	tʃ o s t i lˠ o x			1978	0.8889	
555	Portuguese	Indo-European	SCRAPE	raspar	raspar	ʁ a ʃ p a ʁ					
2250	Spanish	Indo-European	SCRAPE	raspar	raspar	r a s p a ɾ					
2251	Spanish	Indo-European	SCRAPE	rallar	rallar	r a ʝ a ɾ					
3932	Yaqui	Uto-Aztecan	SCRAPE	bekta	bekta	b e k t a			2250	0.8333	
5348	ZinacantanTzotzil	Mayan	SCRAPE	hos	hos	h o s			2250	0.8333	
6710	Qeqchi	Mayan	SCRAPE	qirok	qirok	q i ɾ o kʰ			2250	1.0000	
6711	Qeqchi	Mayan	SCRAPE	jochok	jochok	x o tʃ o kʰ	Ch’olan	*joch	2250	1.0000	
6712	Qeqchi	Mayan	SCRAPE	jokok	jokok	x o k o kʰ			2250	1.0000	
6713	Qeqchi	Mayan	SCRAPE	jot'ok	jot'ok	x o tʼ o kʰ			2250	1.0000	
6714	Qeqchi	Mayan	SCRAPE	q'oyok	q'oyok	qʼ o j o kʰ			2250	1.0000	
6715	Qeqchi	Mayan	SCRAPE	jichok	jichok	x i tʃ o kʰ			2250	1.0000	
8574	Otomi	Otomanguean	SCRAPE	ext'e	ext'e	e x t̪ʼ e			2250	1.0000	
8575	Otomi	Otomanguean	SCRAPE	a̲fi	a̲fi	ɔ f i			2250	1.0000	
10555	ImbaburaQuechua	Quechuan	SCRAPE	aspina	aspina	a s p i n a			2250	0.6667	
11740	Wichi	Matacoan	SCRAPE	isit	isit	i s i t			2250	0.8333	
13019	Mapudungun	Araucanian	SCRAPE	kafürün	kafürün	k a f ɨ ɻ ɨ n			2250	0.8571	
902	Portuguese	Indo-European	SCULPTOR	escultor	escultor	i ʃ k uu t o ʁ					
2615	Spanish	Indo-European	SCULPTOR	escultor	escultor	ɛ s k u l t o ɾ					
4220	Yaqui	Uto-Aztecan	SCULPTOR	ejkultoor	ejkultoor	e j k u l t oː r	Spanish	escultor	2615	0.5000	
7061	Qeqchi	Mayan	SCULPTOR	aj pech’onel	aj_pech’onel	a x + p e tʃʼ o n e l			2615	0.9000	
9034	Otomi	Otomanguean	SCULPTOR	yaxudo	yaxudo	j a x u d o			2615	0.7500	
10781	ImbaburaQuechua	Quechuan	SCULPTOR	llagllak	llagllak	ʒ a g ʒ a k			2615	1.0000	
25	Portuguese	Indo-European	SEA	mar	mar	m a ʁ					
1708	Spanish	Indo-European	SEA	mar	mar	m a ɾ					
3469	Yaqui	Uto-Aztecan	SEA	baawe	baawe	b aː w e			1708	1.0000	
4909	ZinacantanTzotzil	Mayan	SEA	nab	nab	n a b			1708	0.6667	
6170	Qeqchi	Mayan	SEA	palaw	palaw	p a l a w	Ch’olti’	palaw	1708	0.8000	
7950	Otomi	Otomanguean	SEA	däzabi	däzabi	d ɐ z a b i			1708	0.8333	
10180	ImbaburaQuechua	Quechuan	SEA	mama kucha	mama_kucha	m a m a + k u tʃ a			1708	0.7778	
11338	Wichi	Matacoan	SEA	inot litak	inot_litak	i n o t + l i t a k			1708	0.9000	
12563	Mapudungun	Araucanian	SEA	ḻafkeṉ	ḻafkeṉ	l̪ a f k e n̪			1708	0.8333	
236	Portuguese	Indo-European	SEAGULL	gaivota	gaivota	ɡ ai v ɔ t ɐ					
1931	Spanish	Indo-European	SEAGULL	gaviota	gaviota	g a β j o t a					
3659	Yaqui	Uto-Aztecan	SEAGULL	baetabeo	baetabeo	b a e t a b e o			1931	0.8750	
8220	Otomi	Otomanguean	SEAGULL	gabyota	gabyota	g a b j o t̪ a	Spanish	gaviota	1931	0.2857	1931
12782	Mapudungun	Araucanian	SEAGULL	kawkaw	kawkaw	k a w k a w			1931	0.8571	
12783	Mapudungun	Araucanian	SEAGULL	chülle	chülle	tʃ ɨ ʎ e			1931	1.0000	
1277	Portuguese	Indo-European	SEASON	estação	estação	i ʃ t a s ɐ̃ũ					
3016	Spanish	Indo-European	SEASON	estación	estación	ɛ s t a s j o n					
4563	Yaqui	Uto-Aztecan	SEASON	metkuaktia	metkuaktia	m e t k u a k t i a			3016	0.8000	
5879	ZinacantanTzotzil	Mayan	SEASON	7ora	7ora	ʔ o ɾ a	Spanish	hora	3016	0.8750	
5880	ZinacantanTzotzil	Mayan	SEASON	tyempo	tyempo	t j e m p o	Spanish	tiempo	3016	0.8750	
7514	Qeqchi	Mayan	SEASON	estasion	estasion	e s t a s i o n	Spanish	estación	3016	0.2500	3016
7515	Qeqchi	Mayan	SEASON	xq’ehil	xq’ehil	ʃ qʼ e h i l			3016	1.0000	
9551	Otomi	Otomanguean	SEASON	mpadi	mpadi	m p a d i			3016	0.8750	
9552	Otomi	Otomanguean	SEASON	bongu	bongu	b o n g u			3016	1.0000	
9553	Otomi	Otomanguean	SEASON	hyethe	hyethe	h j e θ e			3016	1.0000	
9554	Otomi	Otomanguean	SEASON	mpat'i	mpat'i	m p a t̪ʼ i			3016	0.8750	
9555	Otomi	Otomanguean	SEASON	nda'ye	nda'ye	n d a ˀj e			3016	0.8750	
9556	Otomi	Otomanguean	SEASON	ntsenthi	ntsenthi	n ts e n θ i			3016	1.0000	
9557	Otomi	Otomanguean	SEASON	tset'i	tset'i	ts e t̪ʼ i			3016	1.0000	
11046	ImbaburaQuechua	Quechuan	SEASON	killa (4)	killa	k i ʒ a			3016	0.8750	
12261	Wichi	Matacoan	SEASON	lawhoyis	lawhoyis	l a w̥ o j i s			3016	0.8750	
1207	Portuguese	Indo-European	SECOND	segundo	segundo	s e ɡ ũ d u					
2939	Spanish	Indo-European	SECOND	segundo	segundo	s e ɣ u n d o					
4492	Yaqui	Uto-Aztecan	SECOND	woiria	woiria	w o i r i a			2939	1.0000	
7433	Qeqchi	Mayan	SECOND	xkab'	xkab'	ʃ k a ɓ			2939	1.0000	
9460	Otomi	Otomanguean	SECOND	ñoho	ñoho	ɲ o h o			2939	0.8571	
10993	ImbaburaQuechua	Quechuan	SECOND	ishkayniki	ishkayniki	i ʃ k a j n i k i			2939	0.8889	
13481	Mapudungun	Araucanian	SECOND	epu inalelu	epu_inalelu	e p u + i n a l e l u			2939	0.8182	
1436	Portuguese	Indo-European	SECRET	segredo	segredo	s e ɡ ɾ ɛ d u					
3193	Spanish	Indo-European	SECRET	secreto	secreto	s e k ɾ ɛ t o					
4689	Yaqui	Uto-Aztecan	SECRET	sekreeto	sekreeto	s e k r eː t o	Spanish	secreto	3193	0.2857	3193
6001	ZinacantanTzotzil	Mayan	SECRET	mukul	mukul	m u k u l			3193	0.8571	
7694	Qeqchi	Mayan	SECRET	hasb'	hasb'	h a s ɓ			3193	1.0000	
9784	Otomi	Otomanguean	SECRET	nt'ägi	nt'ägi	n t̪ʼ ɐ g i			3193	1.0000	
9785	Otomi	Otomanguean	SECRET	njot'i	njot'i	n x o t̪ʼ i			3193	1.0000	
11163	ImbaburaQuechua	Quechuan	SECRET	pakalla	pakalla	p a k a ʒ a			3193	0.8571	
12382	Wichi	Matacoan	SECRET	katofwenyaja	katofwenyaja	k a t o fʷ e n j a x a			3193	0.9091	
13652	Mapudungun	Araucanian	SECRET	ellka zungu	ellka_zungu	e ʎ k a + z u ŋ u			3193	0.8889	
1301	Portuguese	Indo-European	SEE	ver	ver	v e ʁ					
3041	Spanish	Indo-European	SEE	ver	ver	b ɛ ɾ					
4581	Yaqui	Uto-Aztecan	SEE	bicha	bicha	b i tʃ a			3041	0.7500	
5894	ZinacantanTzotzil	Mayan	SEE	7il	7il	ʔ i l			3041	1.0000	
5895	ZinacantanTzotzil	Mayan	SEE	7ilbe sat	7ilbe_sat	ʔ i l ɓ e + s a tʰ			3041	1.0000	
5896	ZinacantanTzotzil	Mayan	SEE	k’ot sat	k’ot_sat	kʼ o t + s a tʰ			3041	1.0000	
7539	Qeqchi	Mayan	SEE	ilok	ilok	i l o kʰ			3041	1.0000	
9589	Otomi	Otomanguean	SEE	nu (1)	nu	n u			3041	1.0000	
9590	Otomi	Otomanguean	SEE	k’äts’i	k’äts’i	k ʔ ɐ tsʼ i			3041	1.0000	
11063	ImbaburaQuechua	Quechuan	SEE	rikuna (1)	rikuna	ʐ i k u n a			3041	1.0000	
12277	Wichi	Matacoan	SEE	hiw’en (1)	hiw’en	h i w ʔ e n			3041	1.0000	
13548	Mapudungun	Araucanian	SEE	pen	pen	p e n			3041	1.0000	
756	Portuguese	Indo-European	SEED	semente	semente	s e m ẽ tʃ i					
2452	Spanish	Indo-European	SEED	semilla	semilla	s e m i ʝ a					
4105	Yaqui	Uto-Aztecan	SEED	bachia	bachia	b a tʃ i a			2452	0.6667	
5493	ZinacantanTzotzil	Mayan	SEED	bek’	bek’	ɓ e kʼ			2452	0.8333	
6902	Qeqchi	Mayan	SEED	iyaj	iyaj	i j a x			2452	0.8333	
8810	Otomi	Otomanguean	SEED	simiya	simiya	s i m i j a	Spanish	semilla	2452	0.3333	
