ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCALLID_0	SCA_0	SCA_0ID
7252	Qeqchi	Mayan	after	AFTER	moqon	moqon	m o q o n	False	0.0			4 7 1 7 4	AXBYN	MUKUN	5	5.M.C 5.U.V 5.K.C 5.U.V 5.N.c	2.0 1.5 1.75 1.3 0.8	moqon	0	0	75-Mayan	9298
9267	Otomi	Otomanguean	after	AFTER	‘mefa	‘mefa	ˀm e f a	False	0.0			4 7 3 7	AXBZ	MEBA	3	3.M.C 3.E.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	ˀmefa	0	0	73-Otomanguean	9101
9268	Otomi	Otomanguean	after	AFTER	gem’bu	gem’bu	g e m ʔ b u	False	0.0			1 7 4 1 1 7	AXLMBZ	KEMHPY	3	3.K.C 3.E.V 3.M.c 3.H.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.1 1.75 0.8	gemʔbu	0	0	80-Otomanguean	9812
9269	Otomi	Otomanguean	after	AFTER	'be̲fa	'be̲fa	ˀb æ f a	False	0.0			1 7 3 7	AXBZ	PEBA	3	3.P.C 3.E.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	ˀbæfa	0	0	73-Otomanguean	9101
10892	ImbaburaQuechua	Quechuan	after	AFTER	jipa	jipa	x i p a	False	0.0			3 7 1 7	AXBZ	GIPA	1	1.G.C 1.I.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	xipa	0	0	71-Quechuan	8902
12100	Wichi	Matacoan	after	AFTER	lapesey	lapesey	l a p e s e j	False	0.0			5 7 1 7 3 7 6	AXBYBYN	LAPESEJ	7	7.L.C 7.A.V 7.P.C 7.E.V 7.S.C 7.E.V 7.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lapesej	0	0	77-Matacoan	9512
13371	Mapudungun	Araucanian	after	AFTER	fey wüla	fey_wüla	f e y + w ɨ l a	False	0.0			3 7 7 9 6 7 5 7	AXZ_AXBZ	BEY_WILA	2	2.B.C 2.E.V 2.Y.V 2._._ 2.W.C 2.I.V 2.L.C 2.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	fey+wɨla	0	0	72-Araucanian	8999
13372	Mapudungun	Araucanian	after	AFTER	depwe	depwe	θ e p w e	True	1.0	Spanish	después	3 7 1 6 7	AXBCZ	DEPWE	2	2.D.C 2.E.V 2.P.C 2.W.C 2.E.V	2.0 1.5 1.75 1.5 0.8	θepwe	0	0	77-Araucanian	9511
1253	Portuguese	Indo-European	afternoon	AFTERNOON	tarde	tarde	t a ʁ dʒ i					1 7 5 1 7	AXMBZ	TARTI	4	4.T.C 4.A.V 4.R.c 4.T.C 4.I.V	2.0 1.5 1.1 1.75 0.8	taʁdʒi	0	0	84-Indo-European	10231
2992	Spanish	Indo-European	afternoon	AFTERNOON	tarde	tarde	t a ɾ ð e					1 7 5 3 7	AXMBZ	TARDE	6	6.T.C 6.A.V 6.R.c 6.D.C 6.E.V	2.0 1.5 1.1 1.75 0.8	taɾðe	0	0	84-Indo-European	10231
4540	Yaqui	Uto-Aztecan	afternoon	AFTERNOON	kupteo	kupteo	k u p t e o	False	0.0			1 7 1 1 7 7	AXMBYZ	KYPTEU	8	8.K.C 8.Y.V 8.P.c 8.T.C 8.E.V 8.U.V	2.0 1.5 1.1 1.75 1.3 0.8	kupteo	0	0	88-Uto-Aztecan	10637
5860	ZinacantanTzotzil	Mayan	afternoon	AFTERNOON	shmal	shmal	ʃ m a l	False	0.0			3 4 7 5	ACXN	SMAL	9	9.S.C 9.M.C 9.A.V 9.L.c	2.0 1.5 1.5 0.8	ʃmal	0	0	89-Mayan	10733
7490	Qeqchi	Mayan	afternoon	AFTERNOON	ewu	ewu	e w u	False	0.0			7 6 7	XBZ	EWY	5	5.E.V 5.W.C 5.Y.V	1.5 1.75 0.8	ewu	0	0	85-Mayan	10334
9523	Otomi	Otomanguean	afternoon	AFTERNOON	nde	nde	n d e	False	0.0			4 1 7	ACZ	NTE	3	3.N.C 3.T.C 3.E.V	2.0 1.5 0.8	nde	0	0	83-Otomanguean	10127
11024	ImbaburaQuechua	Quechuan	afternoon	AFTERNOON	chishi	chishi	tʃ i ʃ i	False	0.0			1 7 3 7	AXBZ	TISI	1	1.T.C 1.I.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	tʃiʃi	0	0	81-Quechuan	9917
12237	Wichi	Matacoan	afternoon	AFTERNOON	hunaj	hunaj	h u n a x	False	0.0			3 7 4 7 3	AXBYN	HYNAG	7	7.H.C 7.Y.V 7.N.C 7.A.V 7.G.c	2.0 1.5 1.75 1.3 0.8	hunax	0	0	87-Matacoan	10536
13516	Mapudungun	Araucanian	afternoon	AFTERNOON	rupan antü	rupan_antü	ɻ u p a n + a n t ɨ	False	0.0			5 7 1 7 4 9 7 4 1 7	AXBYN_XMBZ	RYPAN_ANTI	2	2.R.C 2.Y.V 2.P.C 2.A.V 2.N.c 2._._ 2.A.V 2.N.c 2.T.C 2.I.V	2.0 1.5 1.75 1.3 0.8 0.0 1.5 1.1 1.75 0.8	ɻupan+antɨ	0	0	82-Araucanian	10024
1245	Portuguese	Indo-European	again	AGAIN	outra vez	outra_vez	o t ɾ ɐ + v e ʃ					7 1 5 7 9 3 7 3	XBCZ_AXN	UTRE_BES	4	4.U.V 4.T.C 4.R.C 4.E.V 4._._ 4.B.C 4.E.V 4.S.c	1.5 1.75 1.5 0.8 0.0 2.0 1.5 0.8	otɾɐ+veʃ	0	0	93-Indo-European	11145
1246	Portuguese	Indo-European	again	AGAIN	de novo	de_novo	dʒ i + n ɔ v u					1 7 9 4 7 3 7	AX_AXBZ	TI_NUBY	4	4.T.C 4.I.V 4._._ 4.N.C 4.U.V 4.B.C 4.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	dʒi+nɔvu	0	0	99-Indo-European	11751
2984	Spanish	Indo-European	again	AGAIN	otra vez	otra_vez	o t ɾ a + β e s					7 1 5 7 9 3 7 3	XBCZ_AXN	UTRA_BES	6	6.U.V 6.T.C 6.R.C 6.A.V 6._._ 6.B.C 6.E.V 6.S.c	1.5 1.75 1.5 0.8 0.0 2.0 1.5 0.8	otɾa+βes	0	0	93-Indo-European	11145
2985	Spanish	Indo-European	again	AGAIN	de nuevo	de_nuevo	d e + n w e β o					1 7 9 4 6 7 3 7	AX_ACXBZ	TE_NWEBU	6	6.T.C 6.E.V 6._._ 6.N.C 6.W.C 6.E.V 6.B.C 6.U.V	2.0 1.5 0.0 2.0 1.5 1.5 1.75 0.8	de+nweβo	0	0	99-Indo-European	11751
4532	Yaqui	Uto-Aztecan	again	AGAIN	intuchia	intuchia	i n t u tʃ i a	False	0.0			7 4 1 7 1 7 7	XMBYBYZ	INTYTIA	8	8.I.V 8.N.c 8.T.C 8.Y.V 8.T.C 8.I.V 8.A.V	1.5 1.1 1.75 1.3 1.75 1.3 0.8	intutʃia	0	0	97-Uto-Aztecan	11548
4533	Yaqui	Uto-Aztecan	again	AGAIN	juchia	juchia	j u tʃ i a	False	0.0			6 7 1 7 7	AXBYZ	JYTIA	8	8.J.C 8.Y.V 8.T.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 0.8	jutʃia	0	0	97-Uto-Aztecan	11548
5854	ZinacantanTzotzil	Mayan	again	AGAIN	noshtok	noshtok	n o ʃ t o k	False	0.0			4 7 3 1 7 1	AXMBYN	NUSTUK	9	9.N.C 9.U.V 9.S.c 9.T.C 9.U.V 9.K.c	2.0 1.5 1.1 1.75 1.3 0.8	noʃtok	0	0	98-Mayan	11647
7485	Qeqchi	Mayan	again	AGAIN	wi' chik	wi'_chik	w i ʔ + tʃ i kʰ	False	0.0			6 7 1 9 1 7 1	AXN_AXN	WIH_TIK	5	5.W.C 5.I.V 5.H.c 5._._ 5.T.C 5.I.V 5.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	wiʔ+tʃikʰ	0	0	94-Mayan	11255
9516	Otomi	Otomanguean	again	AGAIN	ma n’agi	ma_n’agi	m a + n ʔ a g i	False	0.0			4 7 9 4 1 7 1 7	AX_ACYBZ	MA_NHAKI	3	3.M.C 3.A.V 3._._ 3.N.C 3.H.C 3.A.V 3.K.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	ma+nʔagi	0	0	92-Otomanguean	11041
11020	ImbaburaQuechua	Quechuan	again	AGAIN	kutin	kutin	k u t i ŋ	False	0.0			1 7 1 7 4	AXBYN	KYTIN	1	1.K.C 1.Y.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	kutiŋ	0	0	90-Quechuan	10839
12232	Wichi	Matacoan	again	AGAIN	yip	yip	y i p	False	0.0			7 7 1	XYN	YIP	7	7.Y.V 7.I.V 7.P.c	1.5 1.3 0.8	yip	0	0	96-Matacoan	11451
13511	Mapudungun	Araucanian	again	AGAIN	ka wiño	ka_wiño	k a + w i ɲ o	False	0.0			1 7 9 6 7 4 7	AX_AXBZ	KA_WINU	2	2.K.C 2.A.V 2._._ 2.W.C 2.I.V 2.N.C 2.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ka+wiɲo	0	0	91-Araucanian	10940
1213	Portuguese	Indo-European	age	AGE	idade	idade	i d a dʒ i					7 1 7 1 7	XBYBZ	ITATI	4	4.I.V 4.T.C 4.A.V 4.T.C 4.I.V	1.5 1.75 1.3 1.75 0.8	idadʒi	0	0	102-Indo-European	202
2945	Spanish	Indo-European	age	AGE	edad	edad	e ð a ð					7 3 7 3	XBYN	EDAD	6	6.E.V 6.D.C 6.A.V 6.D.c	1.5 1.75 1.3 0.8	eðað	0	0	102-Indo-European	202
4498	Yaqui	Uto-Aztecan	age	AGE	wasuktia	wasuktia	w a s u k t i a	False	0.0			6 7 3 7 1 1 7 7	AXBYMBYZ	WASYKTIA	8	8.W.C 8.A.V 8.S.C 8.Y.V 8.K.c 8.T.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	wasuktia	0	0	106-Uto-Aztecan	602
5829	ZinacantanTzotzil	Mayan	age	AGE	ch’iel	ch’iel	tʃʼ i e l	False	0.0			1 7 7 5	AXYN	TIEL	9	9.T.C 9.I.V 9.E.V 9.L.c	2.0 1.5 1.3 0.8	tʃʼiel	0	0	107-Mayan	699
7443	Qeqchi	Mayan	age	AGE	xchi hab’	xchi_hab’	ʃ tʃ i + h a ɓ	False	0.0			3 1 7 9 3 7 1	ACZ_AXN	STI_HAP	5	5.S.C 5.T.C 5.I.V 5._._ 5.H.C 5.A.V 5.P.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ʃtʃi+haɓ	0	0	103-Mayan	306
9469	Otomi	Otomanguean	age	AGE	je̲ya	je̲ya	x æ j a	False	0.0			3 7 6 7	AXBZ	GEJA	3	3.G.C 3.E.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	xæja	0	0	101-Otomanguean	102
12213	Wichi	Matacoan	age	AGE	nekchom	nekchom	n e k tʃ o m	False	0.0			4 7 1 1 7 4	AXMBYN	NEKTUM	7	7.N.C 7.E.V 7.K.c 7.T.C 7.U.V 7.M.c	2.0 1.5 1.1 1.75 1.3 0.8	nektʃom	0	0	105-Matacoan	505
12214	Wichi	Matacoan	age	AGE	anio	anio	a n i o	True	1.0	Spanish	año	7 4 7 7	XBYZ	ANIU	7	7.A.V 7.N.C 7.I.V 7.U.V	1.5 1.75 1.3 0.8	anio	0	0	108-Matacoan	799
13487	Mapudungun	Araucanian	age	AGE	tripantu	tripantu	ʈʂ i p a n t u	False	0.0			2 7 1 7 4 1 7	AXBYMBZ	CIPANTY	2	2.C.C 2.I.V 2.P.C 2.A.V 2.N.c 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ʈʂipantu	0	0	100-Araucanian	3
76	Portuguese	Indo-European	air	AIR	ar	ar	a ʁ					7 5	XN	AR	4	4.A.V 4.R.c	1.5 0.8	aʁ	0	0	112-Indo-European	1208
1757	Spanish	Indo-European	air	AIR	aire	aire	a i ɾ e					7 7 5 7	XYBZ	AIRE	6	6.A.V 6.I.V 6.R.C 6.E.V	1.5 1.3 1.75 0.8	aiɾe	0	0	114-Indo-European	1405
3507	Yaqui	Uto-Aztecan	air	AIR	jeeka	jeeka	j eː k a	False	0.0			6 7 1 7	AXBZ	JEKA	8	8.J.C 8.E.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	jeːka	0	0	116-Uto-Aztecan	1603
4944	ZinacantanTzotzil	Mayan	air	AIR	7ik’	7ik’	ʔ i kʼ	False	0.0			1 7 1	AXN	HIK	9	9.H.C 9.I.V 9.K.c	2.0 1.5 0.8	ʔikʼ	0	0	113-Mayan	1308
6210	Qeqchi	Mayan	air	AIR	iq’	iq’	i qʼ	False	0.0			7 1	XN	IK	5	5.I.V 5.K.c	1.5 0.8	iqʼ	0	0	113-Mayan	1308
7993	Otomi	Otomanguean	air	AIR	ndähi	ndähi	n d ɐ h i	False	0.0			4 1 7 3 7	ACYBZ	NTEHI	3	3.N.C 3.T.C 3.E.V 3.H.C 3.I.V	2.0 1.5 1.3 1.75 0.8	ndɐhi	0	0	111-Otomanguean	1109
10209	ImbaburaQuechua	Quechuan	air	AIR	samay	samay	s a m a j	False	0.0			3 7 4 7 6	AXBYN	SAMAJ	1	1.S.C 1.A.V 1.M.C 1.A.V 1.J.c	2.0 1.5 1.75 1.3 0.8	samaj	0	0	109-Quechuan	903
11367	Wichi	Matacoan	air	AIR	layalh	layalh	l a j a l̥	False	0.5	Pilagá	layat	5 7 6 7 5	AXBYN	LAJAL	7	7.L.C 7.A.V 7.J.C 7.A.V 7.L.c	2.0 1.5 1.75 1.3 0.8	lajal̥	0	0	115-Matacoan	1505
12606	Mapudungun	Araucanian	air	AIR	kürüf	kürüf	k ɨ ɻ ɨ f	False	0.0			1 7 5 7 3	AXBYN	KIRIB	2	2.K.C 2.I.V 2.R.C 2.I.V 2.B.c	2.0 1.5 1.75 1.3 0.8	kɨɻɨf	0	0	110-Araucanian	1008
601	Portuguese	Indo-European	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	bebida fermentada	bebida_fermentada	b e b i d ɐ + f e ʁ m ẽ t a d ɐ					1 7 1 7 1 7 9 3 7 5 4 7 1 7 1 7	AXBYBZ_AXMBYBYBZ	PEPITE_BERMETATE	4	4.P.C 4.E.V 4.P.C 4.I.V 4.T.C 4.E.V 4._._ 4.B.C 4.E.V 4.R.c 4.M.C 4.E.V 4.T.C 4.A.V 4.T.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	bebidɐ+feʁmẽtadɐ	0	0	119-Indo-European	1908
2293	Spanish	Indo-European	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	bebida fermentada	bebida_fermentada	b e β i ð a + f ɛ ɾ m e n t a ð a					1 7 3 7 3 7 9 3 7 5 4 7 4 1 7 3 7	AXBYBZ_AXMBYMBYBZ	PEBIDA_BERMENTADA	6	6.P.C 6.E.V 6.B.C 6.I.V 6.D.C 6.A.V 6._._ 6.B.C 6.E.V 6.R.c 6.M.C 6.E.V 6.N.c 6.T.C 6.A.V 6.D.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	beβiða+fɛɾmentaða	0	0	119-Indo-European	1908
3974	Yaqui	Uto-Aztecan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	ba’ajipo’okoim	ba’ajipo’okoim	b a ʔ a j i p o ʔ o k o i m	False	0.0			1 7 1 7 6 7 1 7 1 7 1 7 7 4	AXBYBYBYBYBYYN	PAHAJIPUHUKUIM	8	8.P.C 8.A.V 8.H.C 8.A.V 8.J.C 8.I.V 8.P.C 8.U.V 8.H.C 8.U.V 8.K.C 8.U.V 8.I.V 8.M.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.3 0.8	baʔajipoʔokoim	0	0	123-Uto-Aztecan	2327
6757	Qeqchi	Mayan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	b’oj	b’oj	ɓ o x	False	0.0			1 7 3	AXN	PUG	5	5.P.C 5.U.V 5.G.c	2.0 1.5 0.8	ɓox	0	0	120-Mayan	2013
6758	Qeqchi	Mayan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	ani (2)	ani	a n i	False	0.0			7 4 7	XBZ	ANI	5	5.A.V 5.N.C 5.I.V	1.5 1.75 0.8	ani	0	0	124-Mayan	2431
8622	Otomi	Otomanguean	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	sei	sei	s e i	False	0.0			3 7 7	AXZ	SEI	3	3.S.C 3.E.V 3.I.V	2.0 1.5 0.8	sei	0	0	118-Otomanguean	1800
10590	ImbaburaQuechua	Quechuan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	asua	asua	a s u a	False	0.0			7 3 7 7	XBYZ	ASYA	1	1.A.V 1.S.C 1.Y.V 1.A.V	1.5 1.75 1.3 0.8	asua	0	0	117-Quechuan	1705
11774	Wichi	Matacoan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	hat’es	hat’es	h a t ʔ e s	False	0.0			3 7 1 1 7 3	AXMBYN	HATHES	7	7.H.C 7.A.V 7.T.c 7.H.C 7.E.V 7.S.c	2.0 1.5 1.1 1.75 1.3 0.8	hatʔes	0	0	122-Matacoan	2225
1186	Portuguese	Indo-European	all	ALL	cada	cada	k a d ɐ					1 7 1 7	AXBZ	KATE	4	4.K.C 4.A.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	kadɐ	0	128	128-Indo-European	2830
1187	Portuguese	Indo-European	all	ALL	tudo	tudo	t u d u					1 7 1 7	AXBZ	TYTY	4	4.T.C 4.Y.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	tudu	0	135	135-Indo-European	3029
2919	Spanish	Indo-European	all	ALL	cada	cada	k a ð a					1 7 3 7	AXBZ	KADA	6	6.K.C 6.A.V 6.D.C 6.A.V	2.0 1.5 1.75 0.8	kaða	0	128	128-Indo-European	2830
2920	Spanish	Indo-European	all	ALL	todo	todo	t o ð o					1 7 3 7	AXBZ	TUDU	6	6.T.C 6.U.V 6.D.C 6.U.V	2.0 1.5 1.75 0.8	toðo	0	135	135-Indo-European	3029
4477	Yaqui	Uto-Aztecan	all	ALL	si’ime (2)	si’ime	s i ʔ i m e	False	0.0			3 7 1 7 4 7	AXBYBZ	SIHIME	8	8.S.C 8.I.V 8.H.C 8.I.V 8.M.C 8.E.V	2.0 1.5 1.75 1.3 1.75 0.8	siʔime	0	0	132-Uto-Aztecan	2997
5813	ZinacantanTzotzil	Mayan	all	ALL	kotol	kotol	k o t o l	False	0.0			1 7 1 7 5	AXBYN	KUTUL	9	9.K.C 9.U.V 9.T.C 9.U.V 9.L.c	2.0 1.5 1.75 1.3 0.8	kotol	0	0	133-Mayan	3007
5814	ZinacantanTzotzil	Mayan	all	ALL	labal	labal	l a ɓ a l	False	0.0			5 7 1 7 5	AXBYN	LAPAL	9	9.L.C 9.A.V 9.P.C 9.A.V 9.L.c	2.0 1.5 1.75 1.3 0.8	laɓal	0	0	138-Mayan	3060
7400	Qeqchi	Mayan	all	ALL	chi junil	chi_junil	tʃ i + x u n i l	False	0.0			1 7 9 3 7 4 7 5	AX_AXBYN	TI_GYNIL	5	5.T.C 5.I.V 5._._ 5.G.C 5.Y.V 5.N.C 5.I.V 5.L.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	tʃi+xunil	0	0	129-Mayan	2928
7401	Qeqchi	Mayan	all	ALL	anchal	anchal	a n tʃ a l	False	0.0			7 4 1 7 5	XMBYN	ANTAL	5	5.A.V 5.N.c 5.T.C 5.A.V 5.L.c	1.5 1.1 1.75 1.3 0.8	antʃal	0	0	136-Mayan	3041
7402	Qeqchi	Mayan	all	ALL	rek’	rek’	r e kʼ	False	0.0			5 7 1	AXN	REK	5	5.R.C 5.E.V 5.K.c	2.0 1.5 0.8	rekʼ	0	0	140-Mayan	3080
9426	Otomi	Otomanguean	all	ALL	ga̲tho	ga̲tho	g ɔ θ o	False	0.0			1 7 3 7	AXBZ	KUDU	3	3.K.C 3.U.V 3.D.C 3.U.V	2.0 1.5 1.75 0.8	gɔθo	0	0	127-Otomanguean	2731
9427	Otomi	Otomanguean	all	ALL	kadu̲	kadu̲	k a d u	True	1.0	Spanish	cada	1 7 1 7	AXBZ	KATY	3	3.K.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	kadu	0	128	128-Otomanguean	2831
9428	Otomi	Otomanguean	all	ALL	ta̲t’i	ta̲t’i	t̪ ɔ t̪ʼ i	False	0.0			1 7 1 7	AXBZ	TUTI	3	3.T.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	t̪ɔt̪ʼi	0	135	135-Otomanguean	3030
10979	ImbaburaQuechua	Quechuan	all	ALL	tukuy	tukuy	t u k u j	False	0.0			1 7 1 7 6	AXBYN	TYKYJ	1	1.T.C 1.Y.V 1.K.C 1.Y.V 1.J.c	2.0 1.5 1.75 1.3 0.8	tukuj	0	0	125-Quechuan	2528
12196	Wichi	Matacoan	all	ALL	nufwu	nufwu	n u fʷ u	False	0.0			4 7 3 7	AXBZ	NYBY	7	7.N.C 7.Y.V 7.B.C 7.Y.V	2.0 1.5 1.75 0.8	nufʷu	0	0	131-Matacoan	2987
13464	Mapudungun	Araucanian	all	ALL	kom	kom	k o m	False	0.0			1 7 4	AXN	KUM	2	2.K.C 2.U.V 2.M.c	2.0 1.5 0.8	kom	0	0	126-Araucanian	2634
1545	Portuguese	Indo-European	allow or permit	ALLOWORPERMIT	deixar	deixar	d ei ʃ a ʁ					1 7 3 7 5	AXBYN	TESAR	4	4.T.C 4.E.V 4.S.C 4.A.V 4.R.c	2.0 1.5 1.75 1.3 0.8	deiʃaʁ	0	0	141-Indo-European	3089
1546	Portuguese	Indo-European	allow or permit	ALLOWORPERMIT	permitir	permitir	p e ʁ m i tʃ i ʁ					1 7 5 4 7 1 7 5	AXMBYBYN	PERMITIR	4	4.P.C 4.E.V 4.R.c 4.M.C 4.I.V 4.T.C 4.I.V 4.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	peʁmitʃiʁ	0	0	142-Indo-European	3099
3312	Spanish	Indo-European	allow or permit	ALLOWORPERMIT	permitir	permitir	p ɛ ɾ m i t i ɾ					1 7 5 4 7 1 7 5	AXMBYBYN	PERMITIR	6	6.P.C 6.E.V 6.R.c 6.M.C 6.I.V 6.T.C 6.I.V 6.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	pɛɾmitiɾ	0	0	142-Indo-European	3099
3313	Spanish	Indo-European	allow or permit	ALLOWORPERMIT	dejar	dejar	d e x a ɾ					1 7 3 7 5	AXBYN	TEGAR	6	6.T.C 6.E.V 6.G.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	dexaɾ	0	0	141-Indo-European	3089
1658	Portuguese	Indo-European	altar	ALTAR	altar	altar	au t a ʁ					7 1 7 5	XBYN	ATAR	4	4.A.V 4.T.C 4.A.V 4.R.c	1.5 1.75 1.3 0.8	autaʁ	0	143	143-Indo-European	3109
3423	Spanish	Indo-European	altar	ALTAR	altar	altar	a l t a ɾ					7 5 1 7 5	XMBYN	ALTAR	6	6.A.V 6.L.c 6.T.C 6.A.V 6.R.c	1.5 1.1 1.75 1.3 0.8	altaɾ	0	143	143-Indo-European	3109
4865	Yaqui	Uto-Aztecan	altar	ALTAR	altaar	altaar	a l t aː r	True	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ALTAR	8	8.A.V 8.L.c 8.T.C 8.A.V 8.R.c	1.5 1.1 1.75 1.3 0.8	altaːr	0	143	143-Uto-Aztecan	3113
6128	ZinacantanTzotzil	Mayan	altar	ALTAR	7altal	7altal	ʔ a l t a l	True	1.0	Spanish	altar	1 7 5 1 7 5	AXMBYN	HALTAL	9	9.H.C 9.A.V 9.L.c 9.T.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ʔaltal	0	143	143-Mayan	3111
7898	Qeqchi	Mayan	altar	ALTAR	artal	artal	a ɾ t a l	True	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ARTAL	5	5.A.V 5.R.c 5.T.C 5.A.V 5.L.c	1.5 1.1 1.75 1.3 0.8	aɾtal	0	143	143-Mayan	3111
10125	Otomi	Otomanguean	altar	ALTAR	ntsaya jwä	ntsaya_jwä	n ts a j a + xʷ ɐ	False	0.0			4 2 7 6 7 9 3 7	ACYBZ_AX	NCAJA_GE	3	3.N.C 3.C.C 3.A.V 3.J.C 3.A.V 3._._ 3.G.C 3.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	ntsaja+xʷɐ	0	0	144-Otomanguean	3124
10126	Otomi	Otomanguean	altar	ALTAR	tsita	tsita	ts i t̪ a	False	0.0			2 7 1 7	AXBZ	CITA	3	3.C.C 3.I.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	tsit̪a	0	0	151-Otomanguean	3190
10127	Otomi	Otomanguean	altar	ALTAR	ata	ata	a t̪ a	True	1.0	Spanish	altar	7 1 7	XBZ	ATA	3	3.A.V 3.T.C 3.A.V	1.5 1.75 0.8	at̪a	0	0	151-Otomanguean	3190
11305	ImbaburaQuechua	Quechuan	altar	ALTAR	altar	altar	a l t a ɾ	True	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ALTAR	1	1.A.V 1.L.c 1.T.C 1.A.V 1.R.c	1.5 1.1 1.75 1.3 0.8	altaɾ	0	143	143-Quechuan	3112
12526	Wichi	Matacoan	altar	ALTAR	altal	altal	a l t a l	True	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ALTAL	7	7.A.V 7.L.c 7.T.C 7.A.V 7.L.c	1.5 1.1 1.75 1.3 0.8	altal	0	143	143-Matacoan	3110
1238	Portuguese	Indo-European	always	ALWAYS	sempre	sempre	s ẽ p ɾ i					3 7 1 5 7	AXBCZ	SEPRI	4	4.S.C 4.E.V 4.P.C 4.R.C 4.I.V	2.0 1.5 1.75 1.5 0.8	sẽpɾi	0	152	152-Indo-European	3200
2976	Spanish	Indo-European	always	ALWAYS	siempre	siempre	s j e m p ɾ e					3 6 7 4 1 5 7	ACXMBCZ	SJEMPRE	6	6.S.C 6.J.C 6.E.V 6.M.c 6.P.C 6.R.C 6.E.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	sjempɾe	0	152	152-Indo-European	3200
4522	Yaqui	Uto-Aztecan	always	ALWAYS	jiba	jiba	j i b a	False	0.0			6 7 1 7	AXBZ	JIPA	8	8.J.C 8.I.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	jiba	0	0	158-Uto-Aztecan	3260
4523	Yaqui	Uto-Aztecan	always	ALWAYS	chikti	chikti	tʃ i k t i	False	0.0			1 7 1 1 7	AXMBZ	TIKTI	8	8.T.C 8.I.V 8.K.c 8.T.C 8.I.V	2.0 1.5 1.1 1.75 0.8	tʃikti	0	0	161-Uto-Aztecan	3291
