ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID	DETECT_STATUS
7967	Otomi	SPRING OR WELL	pothe (1)	pothe	p o θ e			Portuguese	p ɔ s u	50	fp
7968	Otomi	SPRING OR WELL	mehe	mehe	m e h e						tn
10189	ImbaburaQuechua	SPRING OR WELL	pukyu	pukyu	p u k j u						tn
12577	Mapudungun	SPRING OR WELL	wüf ko	wüf_ko	w ɨ f + k o						tn
12578	Mapudungun	SPRING OR WELL	rüngan ko	rüngan_ko	ɻ ɨ ŋ a n + k o						tn
1274	Portuguese	SPRINGTIME	primavera	primavera	p ɾ i m a v e ɾ ɐ						
3013	Spanish	SPRINGTIME	primavera	primavera	p ɾ i m a β ɛ ɾ a						
4560	Yaqui	SPRINGTIME	sewa meecha	sewa_meecha	s e w a + m eː tʃ a						tn
7511	Qeqchi	SPRINGTIME	primab’era	primab’era	p ɾ i m a ɓ e ɾ a	Spanish	primavera	Portuguese	p ɾ i m a v e ɾ ɐ	1274	tn
9547	Otomi	SPRINGTIME	nk'a'mi	nk'a'mi	n kʼ a ˀm i						tn
9548	Otomi	SPRINGTIME	nk'ants'i	nk'ants'i	n kʼ a n tsʼ i						tn
11044	ImbaburaQuechua	SPRINGTIME	sisa killa	sisa_killa	s i s a + k i ʒ a						tn
12258	Wichi	SPRINGTIME	nawup	nawup	n a w u p	Pilagá	nawoʕo				tn
13529	Mapudungun	SPRINGTIME	pewü	pewü	p e w ɨ						tn
1154	Portuguese	SQUARE	quadrado	quadrado	k w a d ɾ a d u						
2887	Spanish	SQUARE	cuadrado	cuadrado	k w a ð ɾ a ð o						
4437	Yaqui	SQUARE	koarao	koarao	k o a r a o	Spanish	cuadrado				tn
7369	Qeqchi	SQUARE	kaaxukuut	kaaxukuut	k aː ʃ u k uː tʰ						tn
9389	Otomi	SQUARE	kwadro	kwadro	kʷ a d r o	Spanish	cuadro	Portuguese	k w a d ɾ a d u	1154	tn
10954	ImbaburaQuechua	SQUARE	kwadradu	kwadradu	k w a d ɾ a d u	Spanish	cuadrado	Portuguese	k w a d ɾ a d u	1154	tn
857	Portuguese	SQUEEZE	espremer	espremer	i ʃ p ɾ e m e ʁ						
858	Portuguese	SQUEEZE	comprimir	comprimir	k õ p ɾ i m i ʁ						
2564	Spanish	SQUEEZE	estrujar	estrujar	ɛ s t ɾ u x a ɾ						
2565	Spanish	SQUEEZE	exprimir	exprimir	ɛ k s p ɾ i m i ɾ						
4184	Yaqui	SQUEEZE	piike	piike	p iː k e						tn
5565	ZinacantanTzotzil	SQUEEZE	pitz’	pitz’	pʰ i tsʼ						tn
7018	Qeqchi	SQUEEZE	pitz’ok	pitz’ok	p i tsʼ o kʰ						tn
7019	Qeqchi	SQUEEZE	yatz'ok	yatz'ok	j a tsʼ o kʰ						tn
8967	Otomi	SQUEEZE	te̲'mi	te̲'mi	t̪ æ ˀm i						tn
10753	ImbaburaQuechua	SQUEEZE	kapina	kapina	k a p i n a						tn
11946	Wichi	SQUEEZE	hits’ifwin	hits’ifwin	h i ts ʔ i fʷ i n						tn
13223	Mapudungun	SQUEEZE	kütrün	kütrün	k ɨ ʈʂ ɨ n						tn
13224	Mapudungun	SQUEEZE	ngütrarün	ngütrarün	ŋ ɨ ʈʂ a ɻ ɨ n						tn
835	Portuguese	STAB TO DEATH	apunhalar	apunhalar	a p u ɲ a l a ʁ						
2540	Spanish	STAB TO DEATH	apuɲalar	apuɲalar	a p u ɲ a l a ɾ						
4166	Yaqui	STAB TO DEATH	soa	soa	s o a						tn
4167	Yaqui	STAB TO DEATH	kuchi’isoa	kuchi’isoa	k u tʃ i ʔ i s o a	Spanish	cuchillo				tn
5548	ZinacantanTzotzil	STAB TO DEATH	pahbe	pahbe	pʰ a h ɓ e						tn
6989	Qeqchi	STAB TO DEATH	xeq'ok	xeq'ok	ʃ e qʼ o kʰ	Ch’olan	xek’				tn
8926	Otomi	STAB TO DEATH	heni	heni	h e n i						tn
8927	Otomi	STAB TO DEATH	ts’ant’i	ts’ant’i	ts ʔ a n t̪ʼ i						tn
8928	Otomi	STAB TO DEATH	suni	suni	s u n i						tn
8929	Otomi	STAB TO DEATH	suki	suki	s u k i						tn
8930	Otomi	STAB TO DEATH	sut'i	sut'i	s u t̪ʼ i						tn
8931	Otomi	STAB TO DEATH	fots'i	fots'i	f o tsʼ i						tn
8932	Otomi	STAB TO DEATH	foti	foti	f o t̪ i						tn
8933	Otomi	STAB TO DEATH	su'mi	su'mi	s u ˀm i						tn
8934	Otomi	STAB TO DEATH	ho ko ar jwai	ho_ko_ar_jwai	h o + k o + a r + xʷ a i						tn
8935	Otomi	STAB TO DEATH	heni ko ar jwai	heni_ko_ar_jwai	h e n i + k o + a r + xʷ a i						tn
10738	ImbaburaQuechua	STAB TO DEATH	kuchilluna	kuchilluna	k u tʃ i ʒ u n a	Spanish	cuchillo				tn
11930	Wichi	STAB TO DEATH	itsonhu	itsonhu	i ts o n̥ u						tn
13207	Mapudungun	STAB TO DEATH	chüngarün	chüngarün	tʃ ɨ ŋ a ɻ ɨ n						tn
201	Portuguese	STABLE	cocheira	cocheira	k o ʃ ei ɾ ɐ						
202	Portuguese	STABLE	estábulo	estábulo	i ʃ t a b u l u						
1887	Spanish	STABLE	establo	establo	ɛ s t a β l o						
3627	Yaqui	STABLE	rancho	rancho	r a n tʃ o	Spanish	rancho				tn
5041	ZinacantanTzotzil	STABLE	na ___	na____	n a						tn
6336	Qeqchi	STABLE	xna’aj wakax	xna’aj_wakax	ʃ n a ʔ a x + w a k a ʃ						tn
8168	Otomi	STABLE	nguume̲ti	nguume̲ti	n g uː m æ t̪ i						tn
8169	Otomi	STABLE	nguu'ño	nguu'ño	n g uː ˀɲ o						tn
10304	ImbaburaQuechua	STABLE	istablu	istablu	i s t a b l u	Spanish	establo	Portuguese	i ʃ t a b u l u	202	tn
11455	Wichi	STABLE	tshotoyw’et	tshotoyw’et	tsʰ o t o j w ʔ e t						tn
12747	Mapudungun	STABLE	walpon	walpon	w a l p o n	Spanish	galpon				tn
220	Portuguese	STALLION	garanhão	garanhão	ɡ a ɾ ɐ ɲ ɐ̃ũ						
1912	Spanish	STALLION	caballo padre	caballo_padre	k a β a ʝ o + p a ð ɾ e						
1913	Spanish	STALLION	semental	semental	s e m e n t a l						
3645	Yaqui	STALLION	kaayojan	kaayojan	k aː j o j a n						tn
5055	ZinacantanTzotzil	STALLION	batz’i ka7	batz’i_ka7	ɓ a tsʼ i + k a ʔ	Spanish	caballo				tn
5056	ZinacantanTzotzil	STALLION	potro	potro	pʰ o t ɾ o	Spanish	potro				tn
6355	Qeqchi	STALLION	kawaay	kawaay	k a w aː j	Spanish	caballo				tn
6356	Qeqchi	STALLION	b’uro, b’uur	b’uro	ɓ u ɾ o	Spanish	burro				tn
6357	Qeqchi	STALLION	granyon	granyon	g ɾ a n j o n	Spanish	grañón (?)				tn
8200	Otomi	STALLION	tafni	tafni	t̪ a f n i						tn
8201	Otomi	STALLION	ndo̲fni	ndo̲fni	n d ə f n i						tn
10321	ImbaburaQuechua	STALLION	kaballu	kaballu	k a b a ʒ u	Spanish	caballo				tn
11474	Wichi	STALLION	yel’ataj asnak	yel’ataj_asnak	y e l ʔ a t a x + a s n a k						tn
12767	Mapudungun	STALLION	potüro	potüro	p o t ɨ ɻ o	Spanish	potro				tn
1084	Portuguese	STAND	estar em pé	estar_em_pé	i ʃ t a ʁ + ẽĩ + p ɛ						
1085	Portuguese	STAND	ficar em pé	ficar_em_pé	f i k a ʁ + ẽĩ + p ɛ						
2817	Spanish	STAND	poner de pie	poner_de_pie	p o n ɛ ɾ + ð e + p j e						
4380	Yaqui	STAND	kikte (1)	kikte	k i k t e						tn
4381	Yaqui	STAND	japte (1)	japte	j a p t e						tn
5729	ZinacantanTzotzil	STAND	noch'	noch'	n o tʃʰ ʔ						tn
7270	Qeqchi	STAND	xaqliik	xaqliik	ʃ a q l iː kʰ						tn
9300	Otomi	STAND	'ba̲i	'ba̲i	ˀb ɔ i						tn
10905	ImbaburaQuechua	STAND	shayarina	shayarina	ʃ a j a ɾ i n a						tn
12117	Wichi	STAND	takasit	takasit	t a k a s i t						tn
13387	Mapudungun	STAND	witrapüran	witrapüran	w i ʈʂ a p ɨ ɻ a n						tn
66	Portuguese	STAR	estrela	estrela	i ʃ t ɾ ɛ l ɐ						
1745	Spanish	STAR	estrella	estrella	ɛ s t ɾ e ʝ a						
3497	Yaqui	STAR	choki	choki	tʃ o k i						tn
4928	ZinacantanTzotzil	STAR	k’anal	k’anal	kʼ a n a l	Tojolabal	k’anal				tn
6195	Qeqchi	STAR	chahim	chahim	tʃ a h i m						tn
7980	Otomi	STAR	tso̲ho̲ (1)	tso̲ho̲	ts ə h ə						tn
10199	ImbaburaQuechua	STAR	luziru	luziru	l u z i ɾ u	Spanish	lucero				tn
11357	Wichi	STAR	kates	kates	k a t e s						tn
12592	Mapudungun	STAR	wangüḻen	wangüḻen	w a ŋ ɨ l̪ e n						tn
903	Portuguese	STATUE	estátua	estátua	i ʃ t a t u ɐ						
2616	Spanish	STATUE	estatua	estatua	ɛ s t a t w a						
4175	Yaqui	STATUE	ejtaatua	ejtaatua	e j t aː t u a	Spanish	estatua	Portuguese	i ʃ t a t u ɐ	903	tn
7005	Qeqchi	STATUE	jalam ’uuch	jalam_’uuch	x a l a m + ʔ uː tʃ						tn
8946	Otomi	STATUE	njäts'i (1)	njäts'i	n x ɐ tsʼ i						tn
8947	Otomi	STATUE	tsita	tsita	ts i t̪ a						tn
11937	Wichi	STATUE	tolhenek	tolhenek	t o lˠ e n e k						tn
1652	Portuguese	STEAL	roubar	roubar	ʁ o b a ʁ						
3417	Spanish	STEAL	robar	robar	r o β a ɾ						
4861	Yaqui	STEAL	etbwa	etbwa	e t bʷ a						tn
6123	ZinacantanTzotzil	STEAL	7elk’ah	7elk’ah	ʔ e l kʼ a h						tn
6124	ZinacantanTzotzil	STEAL	tz’al	tz’al	tsʼ a l						tn
6125	ZinacantanTzotzil	STEAL	pas 7abtel	pas_7abtel	pʰ a s + ʔ a ɓ t e l						tn
7890	Qeqchi	STEAL	uq'mink	uq'mink	u qʼ m i n kʰ						tn
7891	Qeqchi	STEAL	elq'ak	elq'ak	e l qʼ a kʰ						tn
7892	Qeqchi	STEAL	jochok	jochok	x o tʃ o kʰ	Ch’olan	*joch				tn
7893	Qeqchi	STEAL	ixi'jink	ixi'jink	i ʃ i ʔ x i n kʰ						tn
10119	Otomi	STEAL	pe	pe	p e						tn
11301	ImbaburaQuechua	STEAL	shuwana	shuwana	ʃ u w a n a						tn
12523	Wichi	STEAL	iskat	iskat	i s k a t						tn
13775	Mapudungun	STEAL	weñen	weñen	w e ɲ e n						tn
173	Portuguese	STEPDAUGHTER	enteada	enteada	ẽ tʃ i a d ɐ						
1853	Spanish	STEPDAUGHTER	hijastra	hijastra	i x a s t ɾ a						
1854	Spanish	STEPDAUGHTER	entenada	entenada	e n t e n a ð a						
3606	Yaqui	STEPDAUGHTER	waim mara	waim_mara	w a i m + m a r a						tn
3607	Yaqui	STEPDAUGHTER	waim asoa	waim_asoa	w a i m + a s o a						tn
6308	Qeqchi	STEPDAUGHTER	ka’ ralal	ka’_ralal	k a ʔ + ɾ a l a l						tn
6309	Qeqchi	STEPDAUGHTER	xka’ alalb’ej	xka’_alalb’ej	ʃ k a ʔ + a l a l ɓ e x						tn
8104	Otomi	STEPDAUGHTER	ho̲t'ixu	ho̲t'ixu	h ə t̪ʼ i x u						tn
10286	ImbaburaQuechua	STEPDAUGHTER	intinada	intinada	i n d i n a d a	Spanish	entenada	Portuguese	ẽ tʃ i a d ɐ	173	tn
12723	Mapudungun	STEPDAUGHTER	malle ñawe	malle_ñawe	m a ʎ e + ɲ a w e						tn
170	Portuguese	STEPFATHER	padrasto	padrasto	p a d ɾ a ʃ t u						
1849	Spanish	STEPFATHER	padrastro	padrastro	p a ð ɾ a s t ɾ o						
3603	Yaqui	STEPFATHER	waim achai	waim_achai	w a i m + a tʃ a i						tn
5022	ZinacantanTzotzil	STEPFATHER	tot	tot	t o tʰ						tn
6305	Qeqchi	STEPFATHER	xkab’ yuwa’	xkab’_yuwa’	ʃ k a ɓ + j u w a ʔ						tn
8100	Otomi	STEPFATHER	ho̲ta	ho̲ta	h ə t̪ a						tn
10283	ImbaburaQuechua	STEPFATHER	padastru	padastru	p a d a s t ɾ u	Spanish	padrastro	Portuguese	p a d ɾ a ʃ t u	170	tn
12720	Mapudungun	STEPFATHER	malle chaw	malle_chaw	m a ʎ e + tʃ a w						tn
171	Portuguese	STEPMOTHER	madrasta	madrasta	m a d ɾ a ʃ t ɐ						
1850	Spanish	STEPMOTHER	madrastra	madrastra	m a ð ɾ a s t ɾ a						
3604	Yaqui	STEPMOTHER	waim maala	waim_maala	w a i m + m aː l a						tn
6306	Qeqchi	STEPMOTHER	xkab’ na’	xkab’_na’	ʃ k a ɓ + n a ʔ						tn
8101	Otomi	STEPMOTHER	ho̲me	ho̲me	h ə m e						tn
10284	ImbaburaQuechua	STEPMOTHER	madastra	madastra	m a d a s t ɾ a	Spanish	madrastra	Portuguese	m a d ɾ a ʃ t ɐ	171	tn
12721	Mapudungun	STEPMOTHER	ñeñe	ñeñe	ɲ e ɲ e						tn
172	Portuguese	STEPSON	enteado	enteado	ẽ tʃ i a d u						
1851	Spanish	STEPSON	hijastro	hijastro	i x a s t ɾ o						
1852	Spanish	STEPSON	entenado	entenado	e n t e n a ð o						
3605	Yaqui	STEPSON	waim usi	waim_usi	w a i m + u s i						tn
5023	ZinacantanTzotzil	STEPSON	ch'amalin	ch'amalin	tʃʰ ʔ a m a l i n						tn
6307	Qeqchi	STEPSON	kab’ alal	kab’_alal	k a ɓ + a l a l						tn
8102	Otomi	STEPSON	ho̲bätsí	ho̲bätsí	h ə b ɐ ts i						tn
8103	Otomi	STEPSON	ho̲metsí	ho̲metsí	h ə m e ts i						tn
10285	ImbaburaQuechua	STEPSON	intinadu	intinadu	i n d i n a d u	Spanish	entenado	Portuguese	ẽ tʃ i a d u	172	tn
12722	Mapudungun	STEPSON	malle fotüm	malle_fotüm	m a ʎ e + f o t ɨ m						tn
267	Portuguese	STINGRAY	raia	raia	ʁ ai ɐ						
268	Portuguese	STINGRAY	arraia	arraia	a ʁ ai ɐ						
1959	Spanish	STINGRAY	raya	raya	r a ʝ a						
1960	Spanish	STINGRAY	pastinaca	pastinaca	p a s t i n a k a						
3679	Yaqui	STINGRAY	raaya	raaya	r aː j a	Spanish	raya	Portuguese	ʁ ai ɐ	267	tn
3680	Yaqui	STINGRAY	yabarai	yabarai	j a b a r a i						tn
11509	Wichi	STINGRAY	pujlhin	pujlhin	p u x lˠ i n						tn
1042	Portuguese	STINGY	avarento	avarento	a v a ɾ ẽ t u						
2763	Spanish	STINGY	avaro	avaro	a β a ɾ o						
2764	Spanish	STINGY	mezquino	mezquino	m ɛ s k i n o						
4342	Yaqui	STINGY	emo jiokoera	emo_jiokoera	e m o + j i o k o e r a						tn
5695	ZinacantanTzotzil	STINGY	t’ut’	t’ut’	tʼ u tʼ						tn
7222	Qeqchi	STINGY	pix	pix	p i ʃ						tn
9238	Otomi	STINGY	zuda	zuda	z u d a						tn
9239	Otomi	STINGY	'bifi	'bifi	ˀb i f i						tn
10872	ImbaburaQuechua	STINGY	mitsaj	mitsaj	m i ts a x						tn
12079	Wichi	STINGY	atsufwnaj	atsufwnaj	a ts u fʷ n a x						tn
13352	Mapudungun	STINGY	rükü	rükü	ɻ ɨ k ɨ						tn
1284	Portuguese	STINKING	fedorento	fedorento	f e d o ɾ ẽ t u						
1285	Portuguese	STINKING	mal cheiroso	mal_cheiroso	m au + ʃ ei ɾ ɔ z u						
3024	Spanish	STINKING	hediondo	hediondo	e ð j o n d o						
4569	Yaqui	STINKING	juuba	juuba	j uː b a						tn
5885	ZinacantanTzotzil	STINKING	tu	tu	t u						tn
7523	Qeqchi	STINKING	chu	chu	tʃ u						tn
9566	Otomi	STINKING	yu̲ni xi nts'o	yu̲ni_xi_nts'o	j u n i + x i + n tsʼ o						tn
11052	ImbaburaQuechua	STINKING	ashnajuk	ashnajuk	a ʃ n a x u k						tn
12266	Wichi	STINKING	lan’ij oitaj	lan’ij_oitaj	l a n ʔ i x + o i t a x						tn
13538	Mapudungun	STINKING	weza ṉümüṉngey	weza_ṉümüṉngey	w e z a + n̪ ɨ m ɨ n̪ ŋ e y						tn
639	Portuguese	STOCKING	meia	meia	m ei ɐ						
640	Portuguese	STOCKING	peúga	peúga	p e u ɡ ɐ						
2330	Spanish	STOCKING	media	media	m e ð j a						
2331	Spanish	STOCKING	calcetín	calcetín	k a l s ɛ t i n						
4012	Yaqui	STOCKING	wokboosam	wokboosam	w o k b oː s a m	Spanish	bolsa				tn
4013	Yaqui	STOCKING	meriam	meriam	m e r i a m	Spanish	medias				tn
4014	Yaqui	STOCKING	kalsetiinim	kalsetiinim	k a l s e t iː n i m	Spanish	calcetín				tn
5422	ZinacantanTzotzil	STOCKING	na 7okol	na_7okol	n a + ʔ o k o l						tn
6792	Qeqchi	STOCKING	b'atb'al oq	b'atb'al_oq	ɓ a t ɓ a l + o qʰ						tn
6793	Qeqchi	STOCKING	xta oq	xta_oq	ʃ t a + o qʰ						tn
6794	Qeqchi	STOCKING	tz'apb'al oq	tz'apb'al_oq	tsʼ a p ɓ a l + o qʰ						tn
8669	Otomi	STOCKING	nkät'u̲wa	nkät'u̲wa	n k ɐ t̪ʼ u w a						tn
8670	Otomi	STOCKING	medya	medya	m e d j a	Spanish	media				tn
10618	ImbaburaQuechua	STOCKING	midias	midias	m i d i a s	Spanish	medias				tn
11803	Wichi	STOCKING	melyus	melyus	m e l j u s	Spanish	medias				tn
13078	Mapudungun	STOCKING	mezia	mezia	m e z i a	Spanish	media	Portuguese	m ei ɐ	639	tn
401	Portuguese	STOMACH	estômago	estômago	i ʃ t o m a ɡ u						
402	Portuguese	STOMACH	barriga	barriga	b a ʁ i ɡ ɐ						
2097	Spanish	STOMACH	estómago	estómago	ɛ s t o m a ɣ o						
2098	Spanish	STOMACH	barriga	barriga	b a r i ɣ a						
3808	Yaqui	STOMACH	toma	toma	t o m a						tn
5225	ZinacantanTzotzil	STOMACH	ch’util	ch’util	tʃʼ u t i l						tn
6544	Qeqchi	STOMACH	job’nil	job’nil	x o ɓ n i l	Ch’olan	*job’nel				tn
8401	Otomi	STOMACH	mu̲i (2)	mu̲i	m u i						tn
10456	ImbaburaQuechua	STOMACH	puzun	puzun	p u z u ŋ	Barbacoan	puzan				tn
11638	Wichi	STOMACH	tots’e	tots’e	t o ts ʔ e						tn
12910	Mapudungun	STOMACH	pütra	pütra	p ɨ ʈʂ a	Quechua	patra				tn
59	Portuguese	STONE OR ROCK	pedra	pedra	p ɛ d ɾ ɐ						
60	Portuguese	STONE OR ROCK	calhau	calhau	k a ʎ au						
61	Portuguese	STONE OR ROCK	rocha	rocha	ʁ ɔ ʃ ɐ						
1738	Spanish	STONE OR ROCK	piedra	piedra	p j e ð ɾ a						
1739	Spanish	STONE OR ROCK	roca	roca	r o k a						
3492	Yaqui	STONE OR ROCK	teta	teta	t e t a						tn
4922	ZinacantanTzotzil	STONE OR ROCK	ton	ton	t o n						tn
6190	Qeqchi	STONE OR ROCK	pek	pek	p e kʰ						tn
7972	Otomi	STONE OR ROCK	do	do	d o						tn
7973	Otomi	STONE OR ROCK	ma’ye	ma’ye	m a ʔ j e						tn
7974	Otomi	STONE OR ROCK	ndo̲do	ndo̲do	n d ə d o						tn
10194	ImbaburaQuechua	STONE OR ROCK	rumi	rumi	ʐ u m i						tn
11352	Wichi	STONE OR ROCK	tente	tente	t e n t e						tn
12585	Mapudungun	STONE OR ROCK	kura	kura	k u ɻ a			Portuguese	k a ʎ au	60	fp
12586	Mapudungun	STONE OR ROCK	lil	lil	l i l						tn
1059	Portuguese	STORE	loja	loja	l ɔ ʒ ɐ						
2784	Spanish	STORE	tienda	tienda	t j e n d a						
2785	Spanish	STORE	almacén	almacén	a l m a s e n						
4358	Yaqui	STORE	tienra	tienra	t i e n r a	Spanish	tienda				tn
5712	ZinacantanTzotzil	STORE	tyenta	tyenta	t j e n t a	Spanish	tienda				tn
7245	Qeqchi	STORE	k'ayib'aal	k'ayib'aal	k ʔ a j i ɓ aː l						tn
9261	Otomi	STORE	de̲nda	de̲nda	d æ n d a	Spanish	tienda				tn
10886	ImbaburaQuechua	STORE	tyinda	tyinda	t j i n d a	Spanish	tienda				tn
12094	Wichi	STORE	tiena	tiena	t i e n a	Spanish	tienda				tn
70	Portuguese	STORM	tempestade	tempestade	t ẽ p e ʃ t a dʒ i						
1749	Spanish	STORM	tempestad	tempestad	t e m p ɛ s t a ð						
1750	Spanish	STORM	tormenta	tormenta	t o ɾ m e n t a						
3501	Yaqui	STORM	yuku jeka	yuku_jeka	j u k u + j e k a						tn
4934	ZinacantanTzotzil	STORM	tzuh ton	tzuh_ton	tsʰ u h + t o n						tn
6203	Qeqchi	STORM	kaq sut iq’	kaq_sut_iq’	k a q + s u t + i qʼ						tn
7985	Otomi	STORM	bu̲nthi	bu̲nthi	b u n θ i						tn
10203	ImbaburaQuechua	STORM	ninan tamya	ninan_tamya	n i n a n + t a m j a						tn
11361	Wichi	STORM	pelhay	pelhay	p e lˠ a j						tn
12596	Mapudungun	STORM	lulul wenu	lulul_wenu	l u l u l + w e n u						tn
12597	Mapudungun	STORM	küm küm wenu	küm_küm_wenu	k ɨ m + k ɨ m + w e n u						tn
702	Portuguese	STOVE	fogão	fogão	f o ɡ ɐ̃ũ						
2398	Spanish	STOVE	estufa	estufa	ɛ s t u f a						
4066	Yaqui	STOVE	joona	joona	j oː n a	Spanish	horno				tn
6850	Qeqchi	STOVE	estuuf	estuuf	e s t uː f	Spanish	estufa				tn
6851	Qeqchi	STOVE	kaxlan chiqleb’	kaxlan_chiqleb’	k a ʃ l a n + tʃ i q l e ɓ						tn
8744	Otomi	STOVE	stufa	stufa	s t̪ u f a	Spanish	estufa				tn
1146	Portuguese	STRAIGHT	direito	direito	dʒ i ɾ ei t u						
1147	Portuguese	STRAIGHT	reto	reto	ʁ ɛ t u						
2880	Spanish	STRAIGHT	derecho	derecho	d ɛ ɾ e tʃ o						
2881	Spanish	STRAIGHT	recto	recto	r e k t o						
4431	Yaqui	STRAIGHT	lutulai	lutulai	l u t u l a i						tn
5780	ZinacantanTzotzil	STRAIGHT	tuk’	tuk’	t u kʼ						tn
7356	Qeqchi	STRAIGHT	tiik	tiik	t iː kʰ						tn
9381	Otomi	STRAIGHT	njwäntho	njwäntho	n xʷ ɐ n θ o						tn
10949	ImbaburaQuechua	STRAIGHT	dirichu	dirichu	d i ɾ i tʃ u	Spanish	derecho	Portuguese	dʒ i ɾ ei t u	1146	tn
12167	Wichi	STRAIGHT	tatshepiche	tatshepiche	t a tsʰ e p i tʃ e						tn
13433	Mapudungun	STRAIGHT	üngkü	üngkü	ɨ ŋ k ɨ						tn
13434	Mapudungun	STRAIGHT	nor	nor	n o ɻ						tn
1551	Portuguese	STRANGER	estranho	estranho	i ʃ t ɾ ɐ ɲ u						
1552	Portuguese	STRANGER	forasteiro	forasteiro	f o ɾ a ʃ t ei ɾ u						
3318	Spanish	STRANGER	extranjero	extranjero	ɛ k s t ɾ a n x ɛ ɾ o						
3319	Spanish	STRANGER	forastero	forastero	f o ɾ a s t ɛ ɾ o						
4786	Yaqui	STRANGER	ejtanjeo	ejtanjeo	e j t a n j e o	Spanish	extranjero				tn
4787	Yaqui	STRANGER	yooi	yooi	j oː i						tn
7796	Qeqchi	STRANGER	najtil poyanam	najtil_poyanam	n a x t i l + p o j a n a m						tn
7797	Qeqchi	STRANGER	najt xtenamit	najt_xtenamit	n a x t + ʃ t e n a m i tʰ						tn
9980	Otomi	STRANGER	zubi	zubi	z u b i						tn
9981	Otomi	STRANGER	nzo̲ho̲	nzo̲ho̲	n z ə h ə						tn
9982	Otomi	STRANGER	ar mi 'rang(u̲)di	ar_mi_'rang(u̲)di	a r + m i + ˀr a n g u d i						tn
11249	ImbaburaQuechua	STRANGER	wayra apamushka	wayra_apamushka	w a j ɾ a + a p a m u ʃ k a						tn
12472	Wichi	STRANGER	tolhejkanhi	tolhejkanhi	t o lˠ e x k a n̥ i						tn
13728	Mapudungun	STRANGER	ka che	ka_che	k a + tʃ e						tn
850	Portuguese	STRETCH	esticar	esticar	i ʃ tʃ i k a ʁ						
2554	Spanish	STRETCH	alargar	alargar	a l a ɾ ɣ a ɾ						
2555	Spanish	STRETCH	estirar	estirar	ɛ s t i ɾ a ɾ						
2556	Spanish	STRETCH	tender	tender	t e n d ɛ ɾ						
4178	Yaqui	STRETCH	sunte	sunte	s u n t e						tn
4179	Yaqui	STRETCH	sunta	sunta	s u n t a						tn
5559	ZinacantanTzotzil	STRETCH	li7 (2)	li7	l i ʔ						tn
7010	Qeqchi	STRETCH	yu'uk	yu'uk	j u ʔ u kʰ						tn
7011	Qeqchi	STRETCH	rinok	rinok	r i n o kʰ						tn
8951	Otomi	STRETCH	ju̲i	ju̲i	x u i						tn
8952	Otomi	STRETCH	maki	maki	m a k i						tn
10748	ImbaburaQuechua	STRETCH	suniachina	suniachina	s u n i a tʃ i n a						tn
11940	Wichi	STRETCH	itunhi	itunhi	i t u n̥ i						tn
13217	Mapudungun	STRETCH	winümün	winümün	w i n ɨ m ɨ n						tn
828	Portuguese	STRIKE OR BEAT	bater	bater	b a t e ʁ						
829	Portuguese	STRIKE OR BEAT	golpear	golpear	ɡ ɔu p i a ʁ						
2533	Spanish	STRIKE OR BEAT	golpear	golpear	g o l p e a ɾ						
4161	Yaqui	STRIKE OR BEAT	beba	beba	b e b a						tn
5541	ZinacantanTzotzil	STRIKE OR BEAT	mah	mah	m a h						tn
5542	ZinacantanTzotzil	STRIKE OR BEAT	bah	bah	ɓ a h						tn
6977	Qeqchi	STRIKE OR BEAT	b'ujuk	b'ujuk	ɓ u x u kʰ						tn
6978	Qeqchi	STRIKE OR BEAT	ketok	ketok	k e t o kʰ						tn
6979	Qeqchi	STRIKE OR BEAT	potz'ok	potz'ok	p o tsʼ o kʰ			Portuguese	b a t e ʁ	828	fp
6980	Qeqchi	STRIKE OR BEAT	tenok	tenok	t e n o kʰ	Ch’olan	*ten				tn
6981	Qeqchi	STRIKE OR BEAT	wojok	wojok	w o x o kʰ						tn
8895	Otomi	STRIKE OR BEAT	umbi	umbi	u m b i						tn
8896	Otomi	STRIKE OR BEAT	fa'mi	fa'mi	f a ˀm i						tn
8897	Otomi	STRIKE OR BEAT	fati	fati	f a t̪ i			Portuguese	b a t e ʁ	828	fp
8898	Otomi	STRIKE OR BEAT	fant’i	fant’i	f a n t̪ʼ i						tn
8899	Otomi	STRIKE OR BEAT	fu̲t'i	fu̲t'i	f u t̪ʼ i			Portuguese	b a t e ʁ	828	fp
8900	Otomi	STRIKE OR BEAT	hu̲hni	hu̲hni	h u h n i						tn
8901	Otomi	STRIKE OR BEAT	hu̲t'i	hu̲t'i	h u t̪ʼ i						tn
10733	ImbaburaQuechua	STRIKE OR BEAT	takana	takana	t a k a n a						tn
11925	Wichi	STRIKE OR BEAT	yikojlhi	yikojlhi	y i k o x lˠ i						tn
13200	Mapudungun	STRIKE OR BEAT	mütrongün	mütrongün	m ɨ ʈʂ o ŋ ɨ n						tn
13201	Mapudungun	STRIKE OR BEAT	palolpaloltun	palolpaloltun	p a l o l p a l o l t u n						tn
1426	Portuguese	STUDY	estudar	estudar	i ʃ t u d a ʁ						
3180	Spanish	STUDY	estudiar	estudiar	ɛ s t u ð j a ɾ						
