ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
1978	Spanish	Indo-European	SCORPION	escorpión	escorpión	ɛ s k o ɾ p j o n					
3694	Yaqui	Uto-Aztecan	SCORPION	maachil	maachil	m aː tʃ i l					
5103	ZinacantanTzotzil	Mayan	SCORPION	tzek	tzek	tsʰ e k					
6412	Qeqchi	Mayan	SCORPION	xook’	xook’	ʃ oː kʼ					
8274	Otomi	Otomanguean	SCORPION	penzu̲	penzu̲	p e n z u					
8275	Otomi	Otomanguean	SCORPION	tsoku̲mo	tsoku̲mo	ts o k u m o					
10358	ImbaburaQuechua	Quechuan	SCORPION	alakrán	alakrán	a l a k ɾ a ŋ	Spanish	alacrán			
11522	Wichi	Matacoan	SCORPION	chostilhoj	chostilhoj	tʃ o s t i lˠ o x					
555	Portuguese	Indo-European	SCRAPE	raspar	raspar	ʁ a ʃ p a ʁ					
2250	Spanish	Indo-European	SCRAPE	raspar	raspar	r a s p a ɾ					
2251	Spanish	Indo-European	SCRAPE	rallar	rallar	r a ʝ a ɾ					
3932	Yaqui	Uto-Aztecan	SCRAPE	bekta	bekta	b e k t a					
5348	ZinacantanTzotzil	Mayan	SCRAPE	hos	hos	h o s					
6710	Qeqchi	Mayan	SCRAPE	qirok	qirok	q i ɾ o kʰ					
6711	Qeqchi	Mayan	SCRAPE	jochok	jochok	x o tʃ o kʰ	Ch’olan	*joch			
6712	Qeqchi	Mayan	SCRAPE	jokok	jokok	x o k o kʰ					
6713	Qeqchi	Mayan	SCRAPE	jot'ok	jot'ok	x o tʼ o kʰ					
6714	Qeqchi	Mayan	SCRAPE	q'oyok	q'oyok	qʼ o j o kʰ					
6715	Qeqchi	Mayan	SCRAPE	jichok	jichok	x i tʃ o kʰ					
8574	Otomi	Otomanguean	SCRAPE	ext'e	ext'e	e x t̪ʼ e					
8575	Otomi	Otomanguean	SCRAPE	a̲fi	a̲fi	ɔ f i					
10555	ImbaburaQuechua	Quechuan	SCRAPE	aspina	aspina	a s p i n a					
11740	Wichi	Matacoan	SCRAPE	isit	isit	i s i t					
13019	Mapudungun	Araucanian	SCRAPE	kafürün	kafürün	k a f ɨ ɻ ɨ n					
902	Portuguese	Indo-European	SCULPTOR	escultor	escultor	i ʃ k uu t o ʁ					
2615	Spanish	Indo-European	SCULPTOR	escultor	escultor	ɛ s k u l t o ɾ					
4220	Yaqui	Uto-Aztecan	SCULPTOR	ejkultoor	ejkultoor	e j k u l t oː r	Spanish	escultor			
7061	Qeqchi	Mayan	SCULPTOR	aj pech’onel	aj_pech’onel	a x + p e tʃʼ o n e l					
9034	Otomi	Otomanguean	SCULPTOR	yaxudo	yaxudo	j a x u d o					
10781	ImbaburaQuechua	Quechuan	SCULPTOR	llagllak	llagllak	ʒ a g ʒ a k					
25	Portuguese	Indo-European	SEA	mar	mar	m a ʁ					
1708	Spanish	Indo-European	SEA	mar	mar	m a ɾ					
3469	Yaqui	Uto-Aztecan	SEA	baawe	baawe	b aː w e					
4909	ZinacantanTzotzil	Mayan	SEA	nab	nab	n a b					
6170	Qeqchi	Mayan	SEA	palaw	palaw	p a l a w	Ch’olti’	palaw			
7950	Otomi	Otomanguean	SEA	däzabi	däzabi	d ɐ z a b i					
10180	ImbaburaQuechua	Quechuan	SEA	mama kucha	mama_kucha	m a m a + k u tʃ a					
11338	Wichi	Matacoan	SEA	inot litak	inot_litak	i n o t + l i t a k					
12563	Mapudungun	Araucanian	SEA	ḻafkeṉ	ḻafkeṉ	l̪ a f k e n̪					
236	Portuguese	Indo-European	SEAGULL	gaivota	gaivota	ɡ ai v ɔ t ɐ					
1931	Spanish	Indo-European	SEAGULL	gaviota	gaviota	g a β j o t a					
3659	Yaqui	Uto-Aztecan	SEAGULL	baetabeo	baetabeo	b a e t a b e o					
8220	Otomi	Otomanguean	SEAGULL	gabyota	gabyota	g a b j o t̪ a	Spanish	gaviota			
12782	Mapudungun	Araucanian	SEAGULL	kawkaw	kawkaw	k a w k a w					
12783	Mapudungun	Araucanian	SEAGULL	chülle	chülle	tʃ ɨ ʎ e					
1277	Portuguese	Indo-European	SEASON	estação	estação	i ʃ t a s ɐ̃ũ					
3016	Spanish	Indo-European	SEASON	estación	estación	ɛ s t a s j o n					
4563	Yaqui	Uto-Aztecan	SEASON	metkuaktia	metkuaktia	m e t k u a k t i a					
5879	ZinacantanTzotzil	Mayan	SEASON	7ora	7ora	ʔ o ɾ a	Spanish	hora			
5880	ZinacantanTzotzil	Mayan	SEASON	tyempo	tyempo	t j e m p o	Spanish	tiempo			
7514	Qeqchi	Mayan	SEASON	estasion	estasion	e s t a s i o n	Spanish	estación			
7515	Qeqchi	Mayan	SEASON	xq’ehil	xq’ehil	ʃ qʼ e h i l					
9551	Otomi	Otomanguean	SEASON	mpadi	mpadi	m p a d i					
9552	Otomi	Otomanguean	SEASON	bongu	bongu	b o n g u					
9553	Otomi	Otomanguean	SEASON	hyethe	hyethe	h j e θ e					
9554	Otomi	Otomanguean	SEASON	mpat'i	mpat'i	m p a t̪ʼ i					
9555	Otomi	Otomanguean	SEASON	nda'ye	nda'ye	n d a ˀj e					
9556	Otomi	Otomanguean	SEASON	ntsenthi	ntsenthi	n ts e n θ i					
9557	Otomi	Otomanguean	SEASON	tset'i	tset'i	ts e t̪ʼ i					
11046	ImbaburaQuechua	Quechuan	SEASON	killa (4)	killa	k i ʒ a					
12261	Wichi	Matacoan	SEASON	lawhoyis	lawhoyis	l a w̥ o j i s					
1207	Portuguese	Indo-European	SECOND	segundo	segundo	s e ɡ ũ d u					
2939	Spanish	Indo-European	SECOND	segundo	segundo	s e ɣ u n d o					
4492	Yaqui	Uto-Aztecan	SECOND	woiria	woiria	w o i r i a					
7433	Qeqchi	Mayan	SECOND	xkab'	xkab'	ʃ k a ɓ					
9460	Otomi	Otomanguean	SECOND	ñoho	ñoho	ɲ o h o					
10993	ImbaburaQuechua	Quechuan	SECOND	ishkayniki	ishkayniki	i ʃ k a j n i k i					
13481	Mapudungun	Araucanian	SECOND	epu inalelu	epu_inalelu	e p u + i n a l e l u					
1436	Portuguese	Indo-European	SECRET	segredo	segredo	s e ɡ ɾ ɛ d u					
3193	Spanish	Indo-European	SECRET	secreto	secreto	s e k ɾ ɛ t o					
4689	Yaqui	Uto-Aztecan	SECRET	sekreeto	sekreeto	s e k r eː t o	Spanish	secreto	Portuguese	s e ɡ ɾ ɛ d u	1436
6001	ZinacantanTzotzil	Mayan	SECRET	mukul	mukul	m u k u l					
7694	Qeqchi	Mayan	SECRET	hasb'	hasb'	h a s ɓ					
9784	Otomi	Otomanguean	SECRET	nt'ägi	nt'ägi	n t̪ʼ ɐ g i					
9785	Otomi	Otomanguean	SECRET	njot'i	njot'i	n x o t̪ʼ i					
11163	ImbaburaQuechua	Quechuan	SECRET	pakalla	pakalla	p a k a ʒ a					
12382	Wichi	Matacoan	SECRET	katofwenyaja	katofwenyaja	k a t o fʷ e n j a x a					
13652	Mapudungun	Araucanian	SECRET	ellka zungu	ellka_zungu	e ʎ k a + z u ŋ u					
1301	Portuguese	Indo-European	SEE	ver	ver	v e ʁ					
3041	Spanish	Indo-European	SEE	ver	ver	b ɛ ɾ					
4581	Yaqui	Uto-Aztecan	SEE	bicha	bicha	b i tʃ a					
5894	ZinacantanTzotzil	Mayan	SEE	7il	7il	ʔ i l					
5895	ZinacantanTzotzil	Mayan	SEE	7ilbe sat	7ilbe_sat	ʔ i l ɓ e + s a tʰ					
5896	ZinacantanTzotzil	Mayan	SEE	k’ot sat	k’ot_sat	kʼ o t + s a tʰ					
7539	Qeqchi	Mayan	SEE	ilok	ilok	i l o kʰ					
9589	Otomi	Otomanguean	SEE	nu (1)	nu	n u					
9590	Otomi	Otomanguean	SEE	k’äts’i	k’äts’i	k ʔ ɐ tsʼ i					
11063	ImbaburaQuechua	Quechuan	SEE	rikuna (1)	rikuna	ʐ i k u n a					
12277	Wichi	Matacoan	SEE	hiw’en (1)	hiw’en	h i w ʔ e n					
13548	Mapudungun	Araucanian	SEE	pen	pen	p e n					
756	Portuguese	Indo-European	SEED	semente	semente	s e m ẽ tʃ i					
2452	Spanish	Indo-European	SEED	semilla	semilla	s e m i ʝ a					
4105	Yaqui	Uto-Aztecan	SEED	bachia	bachia	b a tʃ i a					
5493	ZinacantanTzotzil	Mayan	SEED	bek’	bek’	ɓ e kʼ					
6902	Qeqchi	Mayan	SEED	iyaj	iyaj	i j a x					
8810	Otomi	Otomanguean	SEED	simiya	simiya	s i m i j a	Spanish	semilla			
8811	Otomi	Otomanguean	SEED	nda̲	nda̲	n d ɔ					
10686	ImbaburaQuechua	Quechuan	SEED	muyu (1)	muyu	m u j u					
11878	Wichi	Matacoan	SEED	tokoslhu’	tokoslhu’	t o k o s lˠ u ʔ					
13157	Mapudungun	Araucanian	SEED	semilla	semilla	s e m i ʎ a	Spanish	semilla			
13158	Mapudungun	Araucanian	SEED	kongi	kongi	k o ŋ i					
13159	Mapudungun	Araucanian	SEED	füṉ	füṉ	f ɨ n̪					
1419	Portuguese	Indo-European	SEEM	parecer	parecer	p a ɾ e s e ʁ					
3170	Spanish	Indo-European	SEEM	parecer	parecer	p a ɾ e s ɛ ɾ					
4672	Yaqui	Uto-Aztecan	SEEM	machia	machia	m a tʃ i a					
7673	Qeqchi	Mayan	SEEM	chanchan aj wi’ a’an	chanchan_aj_wi’_a’an	tʃ a n tʃ a n + a x + w i ʔ + a ʔ a n					
9748	Otomi	Otomanguean	SEEM	neki	neki	n e k i					
9749	Otomi	Otomanguean	SEEM	'ñenä	'ñenä	ˀɲ e n ɐ					
9750	Otomi	Otomanguean	SEEM	want'ä	want'ä	w a n t̪ʼ ɐ					
11148	ImbaburaQuechua	Quechuan	SEEM	rikchana	rikchana	ʐ i k tʃ a n a					
12365	Wichi	Matacoan	SEEM	nichotche	nichotche	n i tʃ o t tʃ e					
13633	Mapudungun	Araucanian	SEEM	trokin	trokin	ʈʂ o k i n					
1012	Portuguese	Indo-European	SEIZE	agarrar	agarrar	a ɡ a ʁ a ʁ					
2731	Spanish	Indo-European	SEIZE	agarrar	agarrar	a ɣ a r a ɾ					
2732	Spanish	Indo-European	SEIZE	empuɲar	empuɲar	e m p u ɲ a ɾ					
2733	Spanish	Indo-European	SEIZE	coger	coger	k o x ɛ ɾ					
2734	Spanish	Indo-European	SEIZE	asir	asir	a s i ɾ					
4321	Yaqui	Uto-Aztecan	SEIZE	bwisi	bwisi	bʷ i s i					
7194	Qeqchi	Mayan	SEIZE	chapok	chapok	tʃ a p o kʰ					
9204	Otomi	Otomanguean	SEIZE	mihi	mihi	m i h i					
9205	Otomi	Otomanguean	SEIZE	pe̲nt'i	pe̲nt'i	p æ n t̪ʼ i					
9206	Otomi	Otomanguean	SEIZE	ju	ju	x u					
9207	Otomi	Otomanguean	SEIZE	mit'i	mit'i	m i t̪ʼ i					
10853	ImbaburaQuechua	Quechuan	SEIZE	japina (1)	japina	x a p i n a					
12058	Wichi	Matacoan	SEIZE	tachema	tachema	t a tʃ e m a					
13332	Mapudungun	Araucanian	SEIZE	nün	nün	n ɨ n					
1055	Portuguese	Indo-European	SELL	vender	vender	v ẽ d e ʁ					
2780	Spanish	Indo-European	SELL	vender	vender	b e n d ɛ ɾ					
4353	Yaqui	Uto-Aztecan	SELL	nenka	nenka	n e n k a					
5705	ZinacantanTzotzil	Mayan	SELL	chon	chon	tʃʰ o n					
7240	Qeqchi	Mayan	SELL	k'ayink	k'ayink	k ʔ a j i n kʰ					
9255	Otomi	Otomanguean	SELL	pa̲ (2)	pa̲	p ɔ					
9256	Otomi	Otomanguean	SELL	tso	tso	ts o					
10882	ImbaburaQuechua	Quechuan	SELL	jatuna	jatuna	x a t u n a					
12090	Wichi	Matacoan	SELL	wende	wende	w e n d e	Spanish	vendé			
13362	Mapudungun	Araucanian	SELL	wülün	wülün	w ɨ l ɨ n					
13363	Mapudungun	Araucanian	SELL	fenzen	fenzen	f e n z e n	Spanish	vender			
976	Portuguese	Indo-European	SEND	enviar	enviar	ẽ v i a ʁ					
977	Portuguese	Indo-European	SEND	mandar	mandar	m ɐ̃ d a ʁ					
2695	Spanish	Indo-European	SEND	enviar	enviar	e m b j a ɾ					
2696	Spanish	Indo-European	SEND	mandar	mandar	m a n d a ɾ					
4288	Yaqui	Uto-Aztecan	SEND	bittua	bittua	b i t t u a					
5657	ZinacantanTzotzil	Mayan	SEND	tak’i	tak’i	t a kʼ i					
7161	Qeqchi	Mayan	SEND	taqlank	taqlank	t a q l a n kʰ					
9161	Otomi	Otomanguean	SEND	pe̲hni	pe̲hni	p æ h n i					
10836	ImbaburaQuechua	Quechuan	SEND	kachana (1)	kachana	k a tʃ a n a					
12033	Wichi	Matacoan	SEND	ithatey	ithatey	i tʰ a t e j					
13312	Mapudungun	Araucanian	SEND	yefalün	yefalün	y e f a l ɨ n					
1094	Portuguese	Indo-European	SEPARATE	separar	separar	s e p a ɾ a ʁ					
2827	Spanish	Indo-European	SEPARATE	separar	separar	s e p a ɾ a ɾ					
2828	Spanish	Indo-European	SEPARATE	apartar	apartar	a p a ɾ t a ɾ					
4388	Yaqui	Uto-Aztecan	SEPARATE	na’ikimte	na’ikimte	n a ʔ i k i m t e					
5734	ZinacantanTzotzil	Mayan	SEPARATE	ch’ak	ch’ak	tʃʼ a k					
7280	Qeqchi	Mayan	SEPARATE	jachok	jachok	x a tʃ o kʰ					
7281	Qeqchi	Mayan	SEPARATE	jilosink	jilosink	x i l o s i n kʰ					
7282	Qeqchi	Mayan	SEPARATE	raqaxink	raqaxink	r a q a ʃ i n kʰ					
9315	Otomi	Otomanguean	SEPARATE	he̲ki	he̲ki	h æ k i					
9316	Otomi	Otomanguean	SEPARATE	'weke	'weke	ˀw e k e					
10912	ImbaburaQuechua	Quechuan	SEPARATE	shicanyachina	shicanyachina	ʃ i c a n j a tʃ i n a					
12126	Wichi	Matacoan	SEPARATE	w’enhat	w’enhat	w ʔ e n̥ a t					
12127	Wichi	Matacoan	SEPARATE	tiyejkanhi	tiyejkanhi	t i j e x k a n̥ i					
13395	Mapudungun	Araucanian	SEPARATE	wüzalün	wüzalün	w ɨ z a l ɨ n					
1539	Portuguese	Indo-European	SERVANT	criado	criado	k ɾ i a d u					
1540	Portuguese	Indo-European	SERVANT	servo	servo	s ɛ ʁ v u					
3306	Spanish	Indo-European	SERVANT	sirviente	sirviente	s i ɾ β j e n t e					
3307	Spanish	Indo-European	SERVANT	criado	criado	k ɾ j a ð o					
6073	ZinacantanTzotzil	Mayan	SERVANT	moso	moso	m o s o	Spanish	mozo			
7790	Qeqchi	Mayan	SERVANT	moos	moos	m oː s	Spanish	mozo			
9958	Otomi	Otomanguean	SERVANT	’be̲go	’be̲go	ʔ b æ g o					
9959	Otomi	Otomanguean	SERVANT	ma̲xte	ma̲xte	m ɔ x t̪ e					
9960	Otomi	Otomanguean	SERVANT	me̲pu̲te	me̲pu̲te	m æ p u t̪ e					
9961	Otomi	Otomanguean	SERVANT	pe̲fi	pe̲fi	p æ f i					
11242	ImbaburaQuechua	Quechuan	SERVANT	sirbyenti	sirbyenti	s i ɾ b j e n d i	Spanish	sirviente			
12465	Wichi	Matacoan	SERVANT	tokawu	tokawu	t o k a w u					
1174	Portuguese	Indo-European	SEVEN	sete	sete	s ɛ tʃ i					
2907	Spanish	Indo-European	SEVEN	siete	siete	s j ɛ t e					
4457	Yaqui	Uto-Aztecan	SEVEN	wobusani	wobusani	w o b u s a n i					
4458	Yaqui	Uto-Aztecan	SEVEN	siete	siete	s i e t e	Spanish	siete	Portuguese	s ɛ tʃ i	1174
5801	ZinacantanTzotzil	Mayan	SEVEN	vuk	vuk	v u k					
7389	Qeqchi	Mayan	SEVEN	wuqub'	wuqub'	w u q u ɓ					
9414	Otomi	Otomanguean	SEVEN	yoto	yoto	j o t̪ o					
10968	ImbaburaQuechua	Quechuan	SEVEN	kanchis	kanchis	k a n dʒ i s					
12185	Wichi	Matacoan	SEVEN	siete	siete	s i e t e	Spanish	siete	Portuguese	s ɛ tʃ i	1174
13453	Mapudungun	Araucanian	SEVEN	reqle	reqle	ɻ e ɣ l e					
620	Portuguese	Indo-European	SEW	costurar	costurar	k o ʃ t u ɾ a ʁ					
2312	Spanish	Indo-European	SEW	coser	coser	k o s ɛ ɾ					
3994	Yaqui	Uto-Aztecan	SEW	ji’ika	ji’ika	j i ʔ i k a					
5409	ZinacantanTzotzil	Mayan	SEW	tz’is	tz’is	tsʼ i s					
6774	Qeqchi	Mayan	SEW	b'ojok	b'ojok	ɓ o x o kʰ					
6775	Qeqchi	Mayan	SEW	kuuxink	kuuxink	k uː ʃ i n kʰ					
8646	Otomi	Otomanguean	SEW	'we̲ti	'we̲ti	ˀw æ t̪ i					
10605	ImbaburaQuechua	Quechuan	SEW	sirana	sirana	s i ɾ a n a					
11789	Wichi	Matacoan	SEW	itsek	itsek	i ts e k					
13064	Mapudungun	Araucanian	SEW	ñüzüfün	ñüzüfün	ɲ ɨ z ɨ f ɨ n					
74	Portuguese	Indo-European	SHADE	sombra	sombra	s õ b ɾ ɐ					
1755	Spanish	Indo-European	SHADE	sombra	sombra	s o m b ɾ a					
3505	Yaqui	Uto-Aztecan	SHADE	jekka	jekka	j e k k a					
4941	ZinacantanTzotzil	Mayan	SHADE	kevu	kevu	k e v u					
4942	ZinacantanTzotzil	Mayan	SHADE	nak’obal	nak’obal	n a kʼ o ɓ a l					
6207	Qeqchi	Mayan	SHADE	mu	mu	m u					
7991	Otomi	Otomanguean	SHADE	xudi	xudi	x u d i					
10207	ImbaburaQuechua	Quechuan	SHADE	llantu	llantu	ʒ a n d u					
11365	Wichi	Matacoan	SHADE	hipelh	hipelh	h i p e l̥					
12601	Mapudungun	Araucanian	SHADE	llawfeñ	llawfeñ	ʎ a w f e ɲ					
12602	Mapudungun	Araucanian	SHADE	aywiñ	aywiñ	a y w i ɲ					
927	Portuguese	Indo-European	SHAKE	agitar	agitar	a ʒ i t a ʁ					
2642	Spanish	Indo-European	SHAKE	sacudir	sacudir	s a k u ð i ɾ					
4237	Yaqui	Uto-Aztecan	SHAKE	tatake	tatake	t a t a k e					
5616	ZinacantanTzotzil	Mayan	SHAKE	7okilan	7okilan	ʔ o k i l a n					
5617	ZinacantanTzotzil	Mayan	SHAKE	lilin	lilin	l i l i n					
5618	ZinacantanTzotzil	Mayan	SHAKE	vuyilan	vuyilan	v u j i l a n					
5619	ZinacantanTzotzil	Mayan	SHAKE	yo7ilan	yo7ilan	j o ʔ i l a n					
7094	Qeqchi	Mayan	SHAKE	chiq'ok	chiq'ok	tʃ i qʼ o kʰ					
9078	Otomi	Otomanguean	SHAKE	jwät'i	jwät'i	xʷ ɐ t̪ʼ i					
9079	Otomi	Otomanguean	SHAKE	jwähmi	jwähmi	xʷ ɐ h m i					
10797	ImbaburaQuechua	Quechuan	SHAKE	chafsina	chafsina	tʃ a ɸ s i n a	Cuzco Quechua	chhawxchi			
11989	Wichi	Matacoan	SHAKE	isichot	isichot	i s i tʃ o t					
13272	Mapudungun	Araucanian	SHAKE	mütrowün	mütrowün	m ɨ ʈʂ o w ɨ n					
1142	Portuguese	Indo-European	SHALLOW	raso	raso	ʁ a z u					
1143	Portuguese	Indo-European	SHALLOW	baixo	baixo	b ai ʃ u					
2877	Spanish	Indo-European	SHALLOW	bajo	bajo	b a x o					
2878	Spanish	Indo-European	SHALLOW	poco profundo	poco_profundo	p o k o + p ɾ o f u n d o					
4429	Yaqui	Uto-Aztecan	SHALLOW	kaa tua mekka ko’omi	kaa_tua_mekka_ko’omi	k aː + t u a + m e k k a + k o ʔ o m i					
5778	ZinacantanTzotzil	Mayan	SHALLOW	hoy	hoy	h o j					
7353	Qeqchi	Mayan	SHALLOW	ink'a’ cham	ink'a’_cham	i n kʼ a ʔ + tʃ a m					
9379	Otomi	Otomanguean	SHALLOW	hingi hei	hingi_hei	h i n g i + h e i					
10947	ImbaburaQuechua	Quechuan	SHALLOW	ashalla	ashalla	a ʃ a ʒ a					
12164	Wichi	Matacoan	SHALLOW	niwefwa toj pitufw	niwefwa_toj_pitufw	n i w e fʷ a + t o x + p i t u fʷ					
13431	Mapudungun	Araucanian	SHALLOW	pichikon	pichikon	p i tʃ i k o n					
1377	Portuguese	Indo-European	SHAME	vergonha	vergonha	v e ʁ ɡ ɔ ɲ ɐ					
3119	Spanish	Indo-European	SHAME	vergüenza	vergüenza	b ɛ ɾ ɣ w e n s a					
4637	Yaqui	Uto-Aztecan	SHAME	tiiwe	tiiwe	t iː w e					
5950	ZinacantanTzotzil	Mayan	SHAME	k’eshlal	k’eshlal	kʼ e ʃ l a l					
7625	Qeqchi	Mayan	SHAME	xutaan	xutaan	ʃ u t aː n					
9685	Otomi	Otomanguean	SHAME	tsa̲ (4)	tsa̲	ts ɔ					
9686	Otomi	Otomanguean	SHAME	'be̲tsa̲	'be̲tsa̲	ˀb æ ts ɔ					
11116	ImbaburaQuechua	Quechuan	SHAME	pingay	pingay	p i ŋ g a j					
12333	Wichi	Matacoan	SHAME	n’ofwel	n’ofwel	n ʔ o fʷ e l					
13602	Mapudungun	Araucanian	SHAME	yewen	yewen	y e w e n					
1063	Portuguese	Indo-European	SHARE	distribuir	distribuir	dʒ i ʃ t ɾ i b ui ʁ					
1064	Portuguese	Indo-European	SHARE	compartilhar	compartilhar	k õ p a ʁ tʃ i ʎ a ʁ					
2789	Spanish	Indo-European	SHARE	repartir	repartir	r e p a ɾ t i ɾ					
2790	Spanish	Indo-European	SHARE	distribuir	distribuir	d i s t ɾ i β w i ɾ					
4362	Yaqui	Uto-Aztecan	SHARE	na’ikimte	na’ikimte	n a ʔ i k i m t e					
5716	ZinacantanTzotzil	Mayan	SHARE	komonta	komonta	k o m o n t a	Spanish	comu*n			
7249	Qeqchi	Mayan	SHARE	jek'ok	jek'ok	x e kʼ o kʰ	Ch’olan	*jek’			
7250	Qeqchi	Mayan	SHARE	wotzok	wotzok	w o t z o kʰ					
9265	Otomi	Otomanguean	SHARE	heke	heke	h e k e					
10890	ImbaburaQuechua	Quechuan	SHARE	repartina	repartina	ʐ e p a ɾ t i n a	Spanish	repartir			
12098	Wichi	Matacoan	SHARE	iwumlhi	iwumlhi	i w u m lˠ i					
13369	Mapudungun	Araucanian	SHARE	wüzamün	wüzamün	w ɨ z a m ɨ n					
263	Portuguese	Indo-European	SHARK	tubarão	tubarão	t u b a ɾ ɐ̃ũ					
1956	Spanish	Indo-European	SHARK	tiburón	tiburón	t i β u ɾ o n					
3677	Yaqui	Uto-Aztecan	SHARK	tamekame	tamekame	t a m e k a m e					
6396	Qeqchi	Mayan	SHARK	tiburon	tiburon	t i b u ɾ o n	Spanish	tiburón			
8255	Otomi	Otomanguean	SHARK	tiburon	tiburon	t̪ i b u r o n	Spanish	tiburón			
1327	Portuguese	Indo-European	SHARP	agudo	agudo	a ɡ u d u					
1328	Portuguese	Indo-European	SHARP	afiado	afiado	a f i a d u					
3066	Spanish	Indo-European	SHARP	afilado	afilado	a f i l a ð o					
3067	Spanish	Indo-European	SHARP	aguzado	aguzado	a ɣ u s a ð o					
3068	Spanish	Indo-European	SHARP	filoso	filoso	f i l o s o					
4603	Yaqui	Uto-Aztecan	SHARP	bwaawi	bwaawi	bʷ aː w i					
7575	Qeqchi	Mayan	SHARP	q'es	q'es	qʼ e s					
9630	Otomi	Otomanguean	SHARP	hye̲nte	hye̲nte	h j æ n t̪ e					
9631	Otomi	Otomanguean	SHARP	hye̲ku̲te	hye̲ku̲te	h j æ k u t̪ e					
9632	Otomi	Otomanguean	SHARP	xi hño	xi_hño	x i + h ɲ o					
9633	Otomi	Otomanguean	SHARP	xi nts'ät'i	xi_nts'ät'i	x i + n tsʼ ɐ t̪ʼ i					
11084	ImbaburaQuechua	Quechuan	SHARP	filulla	filulla	ɸ i l u ʒ a	Spanish	filo			
12298	Wichi	Matacoan	SHARP	y’ey	y’ey	y ʔ e j					
13568	Mapudungun	Araucanian	SHARP	yungelen	yungelen	y u ŋ e l e n					
837	Portuguese	Indo-European	SHEARS	tesoura	tesoura	t e z o ɾ ɐ					
2542	Spanish	Indo-European	SHEARS	tijeras	tijeras	t i x ɛ ɾ a s					
4169	Yaqui	Uto-Aztecan	SHEARS	chaptiam	chaptiam	tʃ a p t i a m					
5550	ZinacantanTzotzil	Mayan	SHEARS	tesheresh	tesheresh	t e ʃ e ɾ e sʰ	Spanish	tejeras			
6991	Qeqchi	Mayan	SHEARS	tixeer	tixeer	t i ʃ eː r	Spanish	tijera			
8937	Otomi	Otomanguean	SHEARS	t'äxte	t'äxte	t̪ʼ ɐ x t̪ e					
10740	ImbaburaQuechua	Quechuan	SHEARS	tijiras	tijiras	t i x i ɾ a s	Spanish	tijeras			
11932	Wichi	Matacoan	SHEARS	tishelis	tishelis	t i s h e l i s	Spanish	tijeras			
13209	Mapudungun	Araucanian	SHEARS	tikera	tikera	t i k e ɻ a	Spanish	tijera			
13210	Mapudungun	Araucanian	SHEARS	kupilwe	kupilwe	k u p i l w e					
208	Portuguese	Indo-European	SHEEP	ovelha	ovelha	o v e ʎ ɐ					
1894	Spanish	Indo-European	SHEEP	oveja	oveja	o β e x a					
3633	Yaqui	Uto-Aztecan	SHEEP	bwara	bwara	bʷ a r a					
5049	ZinacantanTzotzil	Mayan	SHEEP	chih	chih	tʃʰ i h					
6341	Qeqchi	Mayan	SHEEP	karneer	karneer	k a ɾ n eː r	Spanish	carnero			
8178	Otomi	Otomanguean	SHEEP	deti	deti	d e t̪ i					
10310	ImbaburaQuechua	Quechuan	SHEEP	llama	llama	ʒ a m a					
11461	Wichi	Matacoan	SHEEP	tsun’ataj	tsun’ataj	ts u n ʔ a t a x					
12752	Mapudungun	Araucanian	SHEEP	ufisa	ufisa	u f i s a	Spanish	oveja			
12753	Mapudungun	Araucanian	SHEEP	ofisha	ofisha	o f i ʃ a	Spanish	oveja			
714	Portuguese	Indo-European	SHELF	prateleira	prateleira	p ɾ a t e l ei ɾ ɐ					
2410	Spanish	Indo-European	SHELF	repisa	repisa	r e p i s a					
4076	Yaqui	Uto-Aztecan	SHELF	repiisa	repiisa	r e p iː s a	Spanish	repisa			
5466	ZinacantanTzotzil	Mayan	SHELF	kahanab	kahanab	k a h a n a b					
6865	Qeqchi	Mayan	SHELF	tasal	tasal	t a s a l					
8760	Otomi	Otomanguean	SHELF	nt'u̲xu̲he̲'mi	nt'u̲xu̲he̲'mi	n t̪ʼ u x u h æ ˀm i					
8761	Otomi	Otomanguean	SHELF	nt'u̲ts'i	nt'u̲ts'i	n t̪ʼ u tsʼ i					
11856	Wichi	Matacoan	SHELF	tokaw’et	tokaw’et	t o k a w ʔ e t					
13128	Mapudungun	Araucanian	SHELF	rentrülwe	rentrülwe	ɻ e n ʈʂ ɨ l w e					
262	Portuguese	Indo-European	SHELL	concha	concha	k õ ʃ ɐ					
1955	Spanish	Indo-European	SHELL	valva	valva	b a l β a					
5093	ZinacantanTzotzil	Mayan	SHELL	konsha	konsha	k o n ʃ a	Spanish	concha			
6395	Qeqchi	Mayan	SHELL	soch	soch	s o tʃ					
8253	Otomi	Otomanguean	SHELL	xeni	xeni	x e n i					
8254	Otomi	Otomanguean	SHELL	tsi’buxi	tsi’buxi	ts i ʔ b u x i					
11508	Wichi	Matacoan	SHELL	lanek	lanek	l a n e k	Pilagá	qonek			
12796	Mapudungun	Araucanian	SHELL	chakantu	chakantu	tʃ a k a n t u					
1590	Portuguese	Indo-European	SHIELD	escudo	escudo	i ʃ k u d u					
3355	Spanish	Indo-European	SHIELD	escudo	escudo	ɛ s k u ð o					
