ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID	SOURCE_LANGUAGE	SOURCE_ID
8735	ImbaburaQuechua	Quechuan	TOOTH	kiru	kiru	k i ɾ u	0.0			1 7 5 7	AXBZ	KIRY	1	1.K.C 1.I.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	kiɾu	1	0		
9915	Wichi	Matacoan	TOOTH	totsute	totsute	t o ts u t e	0.0			1 7 2 7 1 7	AXBYBZ	TUCYTE	6	6.T.C 6.U.V 6.C.C 6.Y.V 6.T.C 6.E.V	2.0 1.5 1.75 1.3 1.75 0.8	totsute	0	0		
11187	Mapudungun	Araucanian	TOOTH	foro	foro	f o ɻ o	0.0			3 7 5 7	AXBZ	BURU	2	2.B.C 2.U.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	foɻo	1	0		
1154	Spanish	Indo-European	TOP	cima	cima	s i m a				3 7 4 7	AXBZ	SIMA	5	5.S.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	sima	0	0		
2714	Yaqui	Uto-Aztecan	TOP	bepa’aria	bepa’aria	b e p a ʔ a r i a	0.0			1 7 1 7 1 7 5 7 7	AXBYBYBYZ	PEPAHARIA	7	7.P.C 7.E.V 7.P.C 7.A.V 7.H.C 7.A.V 7.R.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	bepaʔaria	1	0		
4059	ZinacantanTzotzil	Mayan	TOP	bail	bail	ɓ a i l	0.0			1 7 7 5	AXYN	PAIL	8	8.P.C 8.A.V 8.I.V 8.L.c	2.0 1.5 1.3 0.8	ɓail	0	0		
5610	Qeqchi	Mayan	TOP	ru'uj	ru'uj	r u ʔ u x	0.0			5 7 1 7 3	AXBYN	RYHYG	4	4.R.C 4.Y.V 4.H.C 4.Y.V 4.G.c	2.0 1.5 1.75 1.3 0.8	ruʔux	0	0		
7644	Otomi	Otomanguean	TOP	ñätho̲	ñätho̲	ɲ ɐ θ ə	0.0			4 7 3 7	AXBZ	NEDE	3	3.N.C 3.E.V 3.D.C 3.E.V	2.0 1.5 1.75 0.8	ɲɐθə	0	0		
7645	Otomi	Otomanguean	TOP	ñäzaa	ñäzaa	ɲ ɐ z aː	0.0			4 7 3 7	AXBZ	NESA	3	3.N.C 3.E.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	ɲɐzaː	0	0		
9237	ImbaburaQuechua	Quechuan	TOP	jawa (2)	jawa	x a w a	0.0			3 7 6 7	AXBZ	GAWA	1	1.G.C 1.A.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	xawa	0	0		
10452	Wichi	Matacoan	TOP	ikpho	ikpho	i k pʰ o	0.0			7 1 1 7	XMBZ	IKPU	6	6.I.V 6.K.c 6.P.C 6.U.V	1.5 1.1 1.75 0.8	ikpʰo	0	0		
11721	Mapudungun	Araucanian	TOP	wechuñ	wechuñ	w e tʃ u ɲ	0.0			6 7 1 7 4	AXBYN	WETYN	2	2.W.C 2.E.V 2.T.C 2.Y.V 2.N.c	2.0 1.5 1.75 1.3 0.8	wetʃuɲ	0	0		
724	Spanish	Indo-European	TORCH OR LAMP	lámpara	lámpara	l a m p a ɾ a				5 7 4 1 7 5 7	AXMBYBZ	LAMPARA	5	5.L.C 5.A.V 5.M.c 5.P.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	lampaɾa	0	8881		
725	Spanish	Indo-European	TORCH OR LAMP	antorcha	antorcha	a n t o ɾ tʃ a				7 4 1 7 5 1 7	XMBYMBZ	ANTURTA	5	5.A.V 5.N.c 5.T.C 5.U.V 5.R.c 5.T.C 5.A.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	antoɾtʃa	0	0		
2391	Yaqui	Uto-Aztecan	TORCH OR LAMP	lampaa	lampaa	l a m p aː	1.0	Spanish	lámpara	5 7 4 1 7	AXMBZ	LAMPA	7	7.L.C 7.A.V 7.M.c 7.P.C 7.A.V	2.0 1.5 1.1 1.75 0.8	lampaː	0	8881	Spanish	724
3780	ZinacantanTzotzil	Mayan	TORCH OR LAMP	7av kas	7av_kas	ʔ a v + k a s	0.0			1 7 3 9 1 7 3	AXN_AXN	HAB_KAS	8	8.H.C 8.A.V 8.B.c 8._._ 8.K.C 8.A.V 8.S.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ʔav+kas	0	0		
3781	ZinacantanTzotzil	Mayan	TORCH OR LAMP	kantil	kantil	k a n t i l	1.0	Spanish	candil	1 7 4 1 7 5	AXMBYN	KANTIL	8	8.K.C 8.A.V 8.N.c 8.T.C 8.I.V 8.L.c	2.0 1.5 1.1 1.75 1.3 0.8	kantil	0	0		
5178	Qeqchi	Mayan	TORCH OR LAMP	lampr	lampr	l a m p r	1.0	Spanish	lámpara	5 7 4 1 5	AXMBC	LAMPR	4	4.L.C 4.A.V 4.M.c 4.P.C 4.R.C	2.0 1.5 1.1 1.75 1.5	lampr	0	8881	Spanish	724
5179	Qeqchi	Mayan	TORCH OR LAMP	xam	xam	ʃ a m	0.0			3 7 4	AXN	SAM	4	4.S.C 4.A.V 4.M.c	2.0 1.5 0.8	ʃam	1	8881	Spanish	724
7073	Otomi	Otomanguean	TORCH OR LAMP	ñot'i	ñot'i	ɲ o t̪ʼ i	0.0			4 7 1 7	AXBZ	NUTI	3	3.N.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	ɲot̪ʼi	1	0		
7074	Otomi	Otomanguean	TORCH OR LAMP	ñot’i	ñot’i	ɲ o t̪ʼ i	0.0			4 7 1 7	AXBZ	NUTI	3	3.N.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	ɲot̪ʼi	1	0		
7075	Otomi	Otomanguean	TORCH OR LAMP	nt'udi	nt'udi	n t̪ʼ u d i	0.0			4 1 7 1 7	ACYBZ	NTYTI	3	3.N.C 3.T.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nt̪ʼudi	0	0		
8975	ImbaburaQuechua	Quechuan	TORCH OR LAMP	lampara	lampara	l a m b a ɾ a	1.0	Spanish	lámpara	5 7 4 1 7 5 7	AXMBYBZ	LAMPARA	1	1.L.C 1.A.V 1.M.c 1.P.C 1.A.V 1.R.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	lambaɾa	0	8881	Spanish	724
10171	Wichi	Matacoan	TORCH OR LAMP	tochokw	tochokw	t o tʃ o kʷ	0.0			1 7 1 7 1	AXBYN	TUTUK	6	6.T.C 6.U.V 6.T.C 6.U.V 6.K.c	2.0 1.5 1.75 1.3 0.8	totʃokʷ	0	0		
11442	Mapudungun	Araucanian	TORCH OR LAMP	küze	küze	k ɨ z e	0.0			1 7 3 7	AXBZ	KISE	2	2.K.C 2.I.V 2.S.C 2.E.V	2.0 1.5 1.75 0.8	kɨze	0	0		
11443	Mapudungun	Araucanian	TORCH OR LAMP	choñchoñ	choñchoñ	tʃ o ɲ tʃ o ɲ	0.0			1 7 4 1 7 4	AXMBYN	TUNTUN	2	2.T.C 2.U.V 2.N.c 2.T.C 2.U.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tʃoɲtʃoɲ	0	0		
679	Spanish	Indo-European	TOWEL	toalla	toalla	t o a ʝ a				1 7 7 3 7	AXYBZ	TUASA	5	5.T.C 5.U.V 5.A.V 5.S.C 5.A.V	2.0 1.5 1.3 1.75 0.8	toaʝa	0	8895		
2356	Yaqui	Uto-Aztecan	TOWEL	toayam	toayam	t o a j a m	1.0	Spanish	toalla	1 7 7 6 7 4	AXYBYN	TUAJAM	7	7.T.C 7.U.V 7.A.V 7.J.C 7.A.V 7.M.c	2.0 1.5 1.3 1.75 1.3 0.8	toajam	0	8895	Spanish	679
5131	Qeqchi	Mayan	TOWEL	tuwaay	tuwaay	t u w aː j	1.0	Spanish	toalla	1 7 6 7 6	AXBYN	TYWAJ	4	4.T.C 4.Y.V 4.W.C 4.A.V 4.J.c	2.0 1.5 1.75 1.3 0.8	tuwaːj	0	0		
7019	Otomi	Otomanguean	TOWEL	nthuku̲dehe	nthuku̲dehe	n θ u k u d e h e	0.0			4 3 7 1 7 1 7 3 7	ACYBYBYBZ	NDYKYTEHE	3	3.N.C 3.D.C 3.Y.V 3.K.C 3.Y.V 3.T.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	nθukudehe	0	0		
8948	ImbaburaQuechua	Quechuan	TOWEL	twalla	twalla	t w a ʒ a	1.0	Spanish	toalla	1 6 7 3 7	ACXBZ	TWASA	1	1.T.C 1.W.C 1.A.V 1.S.C 1.A.V	2.0 1.5 1.5 1.75 0.8	twaʒa	0	8895	Spanish	679
10140	Wichi	Matacoan	TOWEL	towayu	towayu	t o w a j u	1.0	Spanish	toalla	1 7 6 7 6 7	AXBYBZ	TUWAJY	6	6.T.C 6.U.V 6.W.C 6.A.V 6.J.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	towaju	0	8895	Spanish	679
11412	Mapudungun	Araucanian	TOWEL	tuwalla	tuwalla	t u w a ʎ a	1.0	Spanish	toalla	1 7 6 7 5 7	AXBYBZ	TYWALA	2	2.T.C 2.Y.V 2.W.C 2.A.V 2.L.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tuwaʎa	0	8895	Spanish	679
1675	Spanish	Indo-European	TOWER	torre	torre	t o r e				1 7 5 7	AXBZ	TURE	5	5.T.C 5.U.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	tore	0	8901		
6148	Qeqchi	Mayan	TOWER	tore	tore	t o ɾ e	1.0	Spanish	torre	1 7 5 7	AXBZ	TURE	4	4.T.C 4.U.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	toɾe	0	8901	Spanish	1675
8348	Otomi	Otomanguean	TOWER	ñänijä	ñänijä	ɲ ɐ n i x ɐ	0.0			4 7 4 7 3 7	AXBYBZ	NENIGE	3	3.N.C 3.E.V 3.N.C 3.I.V 3.G.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɲɐnixɐ	0	0		
8349	Otomi	Otomanguean	TOWER	nts'änijä	nts'änijä	n tsʼ ɐ n i x ɐ	0.0			4 1 7 4 7 3 7	ACYBYBZ	NTENIGE	3	3.N.C 3.T.C 3.E.V 3.N.C 3.I.V 3.G.C 3.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ntsʼɐnixɐ	0	0		
8350	Otomi	Otomanguean	TOWER	manijä	manijä	m a n i x ɐ	0.0			4 7 4 7 3 7	AXBYBZ	MANIGE	3	3.M.C 3.A.V 3.N.C 3.I.V 3.G.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	manixɐ	0	0		
8351	Otomi	Otomanguean	TOWER	denijä	denijä	d e n i x ɐ	0.0			1 7 4 7 3 7	AXBYBZ	TENIGE	3	3.T.C 3.E.V 3.N.C 3.I.V 3.G.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	denixɐ	0	0		
8352	Otomi	Otomanguean	TOWER	ndehe ar nijä	ndehe_ar_nijä	n d e h e + a r + n i x ɐ	0.0			4 1 7 3 7 9 7 5 9 4 7 3 7	ACYBZ_XN_AXBZ	NTEHE_AR_NIGE	3	3.N.C 3.T.C 3.E.V 3.H.C 3.E.V 3._._ 3.A.V 3.R.c 3._._ 3.N.C 3.I.V 3.G.C 3.E.V	2.0 1.5 1.3 1.75 0.8 0.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ndehe+ar+nixɐ	0	0		
9584	ImbaburaQuechua	Quechuan	TOWER	durri	durri	d u ʐ i	1.0	Spanish	torre	1 7 3 7	AXBZ	TYSI	1	1.T.C 1.Y.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	duʐi	0	0		
1600	Spanish	Indo-European	TOWN	ciudad	ciudad	s j u ð a ð				3 6 7 3 7 3	ACXBYN	SJYDAD	5	5.S.C 5.J.C 5.Y.V 5.D.C 5.A.V 5.D.c	2.0 1.5 1.5 1.75 1.3 0.8	sjuðað	0	0		
3083	Yaqui	Uto-Aztecan	TOWN	bwe’u jo’ara	bwe’u_jo’ara	bʷ e ʔ u + j o ʔ a r a	0.0			1 7 1 7 9 6 7 1 7 5 7	AXBZ_AXBYBZ	PEHY_JUHARA	7	7.P.C 7.E.V 7.H.C 7.Y.V 7._._ 7.J.C 7.U.V 7.H.C 7.A.V 7.R.C 7.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	bʷeʔu+joʔara	0	0		
4385	ZinacantanTzotzil	Mayan	TOWN	teklumal	teklumal	t e k l u m a l	0.0			1 7 1 5 7 4 7 5	AXBCYBYN	TEKLYMAL	8	8.T.C 8.E.V 8.K.C 8.L.C 8.Y.V 8.M.C 8.A.V 8.L.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	teklumal	0	0		
6091	Qeqchi	Mayan	TOWN	nimla tenamit	nimla_tenamit	n i m l a + t e n a m i tʰ	0.0			4 7 4 5 7 9 1 7 4 7 4 7 1	AXBCZ_AXBYBYN	NIMLA_TENAMIT	4	4.N.C 4.I.V 4.M.C 4.L.C 4.A.V 4._._ 4.T.C 4.E.V 4.N.C 4.A.V 4.M.C 4.I.V 4.T.c	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	nimla+tenamitʰ	1	0		
8248	Otomi	Otomanguean	TOWN	dähnini	dähnini	d ɐ h n i n i	0.0			1 7 3 4 7 4 7	AXBCYBZ	TEHNINI	3	3.T.C 3.E.V 3.H.C 3.N.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	dɐhnini	0	0		
8249	Otomi	Otomanguean	TOWN	swida	swida	s w i d a	1.0	Spanish	ciudad	3 6 7 1 7	ACXBZ	SWITA	3	3.S.C 3.W.C 3.I.V 3.T.C 3.A.V	2.0 1.5 1.5 1.75 0.8	swida	0	0		
8250	Otomi	Otomanguean	TOWN	dätä hnini	dätä_hnini	d ɐ t̪ ɐ + h n i n i	0.0			1 7 1 7 9 3 4 7 4 7	AXBZ_ACXBZ	TETE_HNINI	3	3.T.C 3.E.V 3.T.C 3.E.V 3._._ 3.H.C 3.N.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.5 1.75 0.8	dɐt̪ɐ+hnini	0	0		
9548	ImbaburaQuechua	Quechuan	TOWN	billa	billa	b i ʒ a	1.0	Spanish	villa	1 7 3 7	AXBZ	PISA	1	1.P.C 1.I.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	biʒa	0	0		
10768	Wichi	Matacoan	TOWN	pwewulu	pwewulu	pʷ e w u l u	1.0	Spanish	pueblo	1 7 6 7 5 7	AXBYBZ	PEWYLY	6	6.P.C 6.E.V 6.W.C 6.Y.V 6.L.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	pʷewulu	0	0		
10769	Wichi	Matacoan	TOWN	hepey	hepey	h e p e j	0.0			3 7 1 7 6	AXBYN	HEPEJ	6	6.H.C 6.E.V 6.P.C 6.E.V 6.J.c	2.0 1.5 1.75 1.3 0.8	hepej	0	0		
12031	Mapudungun	Araucanian	TOWN	pweblo	pweblo	p w e b l o	1.0	Spanish	pueblo	1 6 7 1 5 7	ACXBCZ	PWEPLU	2	2.P.C 2.W.C 2.E.V 2.P.C 2.L.C 2.U.V	2.0 1.5 1.5 1.75 1.5 0.8	pweblo	0	0		
1098	Spanish	Indo-European	TRADE OR BARTER	trocar	trocar	t ɾ o k a ɾ				1 5 7 1 7 5	ACXBYN	TRUKAR	5	5.T.C 5.R.C 5.U.V 5.K.C 5.A.V 5.R.c	2.0 1.5 1.5 1.75 1.3 0.8	tɾokaɾ	0	0		
2671	Yaqui	Uto-Aztecan	TRADE OR BARTER	nakulia	nakulia	n a k u l i a	0.0			4 7 1 7 5 7 7	AXBYBYZ	NAKYLIA	7	7.N.C 7.A.V 7.K.C 7.Y.V 7.L.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	nakulia	1	0		
4023	ZinacantanTzotzil	Mayan	TRADE OR BARTER	hel	hel	h e l	0.0			3 7 5	AXN	HEL	8	8.H.C 8.E.V 8.L.c	2.0 1.5 0.8	hel	0	0		
4024	ZinacantanTzotzil	Mayan	TRADE OR BARTER	tukulta	tukulta	t u k u l t a	0.0			1 7 1 7 5 1 7	AXBYMBZ	TYKYLTA	8	8.T.C 8.Y.V 8.K.C 8.Y.V 8.L.c 8.T.C 8.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tukulta	0	0		
5558	Qeqchi	Mayan	TRADE OR BARTER	jalb’al	jalb’al	x a l ɓ a l	0.0			3 7 5 1 7 5	AXMBYN	GALPAL	4	4.G.C 4.A.V 4.L.c 4.P.C 4.A.V 4.L.c	2.0 1.5 1.1 1.75 1.3 0.8	xalɓal	0	0		
5559	Qeqchi	Mayan	TRADE OR BARTER	jalok	jalok	x a l o kʰ	0.0			3 7 5 7 1	AXBYN	GALUK	4	4.G.C 4.A.V 4.L.C 4.U.V 4.K.c	2.0 1.5 1.75 1.3 0.8	xalokʰ	1	0		
7574	Otomi	Otomanguean	TRADE OR BARTER	pa̲ti	pa̲ti	p ɔ t̪ i	0.0			1 7 1 7	AXBZ	PUTI	3	3.P.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	pɔt̪i	0	0		
9200	ImbaburaQuechua	Quechuan	TRADE OR BARTER	kambyana	kambyana	k a m b j a n a	1.0	Spanish	cambiar	1 7 4 1 6 7 4 7	AXMBCYBZ	KAMPJANA	1	1.K.C 1.A.V 1.M.c 1.P.C 1.J.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	kambjana	1	0		
10408	Wichi	Matacoan	TRADE OR BARTER	itemhatlo’ elh	itemhatlo’_elh	i t e m̥ a t l o ʔ + e l̥	0.0			7 1 7 4 7 1 5 7 1 9 7 5	XBYBYBCYN_XN	ITEMATLUH_EL	6	6.I.V 6.T.C 6.E.V 6.M.C 6.A.V 6.T.C 6.L.C 6.U.V 6.H.c 6._._ 6.E.V 6.L.c	1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 0.8 0.0 1.5 0.8	item̥atloʔ+el̥	0	0		
11681	Mapudungun	Araucanian	TRADE OR BARTER	welukan	welukan	w e l u k a n	0.0			6 7 5 7 1 7 4	AXBYBYN	WELYKAN	2	2.W.C 2.E.V 2.L.C 2.Y.V 2.K.C 2.A.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	welukan	0	0		
1705	Spanish	Indo-European	TRAP (CATCH)	atrapar	atrapar	a t ɾ a p a ɾ				7 1 5 7 1 7 5	XBCYBYN	ATRAPAR	5	5.A.V 5.T.C 5.R.C 5.A.V 5.P.C 5.A.V 5.R.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	atɾapaɾ	0	0		
3149	Yaqui	Uto-Aztecan	TRAP (CATCH)	bwise	bwise	bʷ i s e	0.0			1 7 3 7	AXBZ	PISE	7	7.P.C 7.I.V 7.S.C 7.E.V	2.0 1.5 1.75 0.8	bʷise	1	0		
4430	ZinacantanTzotzil	Mayan	TRAP (CATCH)	yak	yak	j a k	0.0			6 7 1	AXN	JAK	8	8.J.C 8.A.V 8.K.c	2.0 1.5 0.8	jak	0	0		
6178	Qeqchi	Mayan	TRAP (CATCH)	ra'alenk	ra'alenk	r a ʔ a l e n kʰ	0.0			5 7 1 7 5 7 4 1	AXBYBYLN	RAHALENK	4	4.R.C 4.A.V 4.H.C 4.A.V 4.L.C 4.E.V 4.N.c 4.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.1 0.8	raʔalenkʰ	0	0		
6179	Qeqchi	Mayan	TRAP (CATCH)	ch'imb'unk	ch'imb'unk	tʃʼ i m ɓ u n kʰ	0.0			1 7 4 1 7 4 1	AXMBYLN	TIMPYNK	4	4.T.C 4.I.V 4.M.c 4.P.C 4.Y.V 4.N.c 4.K.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	tʃʼimɓunkʰ	0	0		
8396	Otomi	Otomanguean	TRAP (CATCH)	ju	ju	x u	0.0			3 7	AX	GY	3	3.G.C 3.Y.V	2.0 1.5	xu	1	0		
8397	Otomi	Otomanguean	TRAP (CATCH)	hu̲ts'i	hu̲ts'i	h u tsʼ i	0.0			3 7 1 7	AXBZ	HYTI	3	3.H.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	hutsʼi	0	0		
8398	Otomi	Otomanguean	TRAP (CATCH)	kä'mí	kä'mí	k ɐ ˀm i	0.0			1 7 4 7	AXBZ	KEMI	3	3.K.C 3.E.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	kɐˀmi	0	0		
9596	ImbaburaQuechua	Quechuan	TRAP (CATCH)	japina (1)	japina	x a p i n a	0.0			3 7 1 7 4 7	AXBYBZ	GAPINA	1	1.G.C 1.A.V 1.P.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	xapina	1	0		
10828	Wichi	Matacoan	TRAP (CATCH)	tsuklhi	tsuklhi	ts u k lˠ i	0.0			2 7 1 5 7	AXBCZ	CYKLI	6	6.C.C 6.Y.V 6.K.C 6.L.C 6.I.V	2.0 1.5 1.75 1.5 0.8	tsuklˠi	0	0		
12079	Mapudungun	Araucanian	TRAP (CATCH)	nün	nün	n ɨ n	0.0			4 7 4	AXN	NIN	2	2.N.C 2.I.V 2.N.c	2.0 1.5 0.8	nɨn	1	0		
1704	Spanish	Indo-European	TRAP (PITFALL)	trampa	trampa	t ɾ a m p a				1 5 7 4 1 7	ACXMBZ	TRAMPA	5	5.T.C 5.R.C 5.A.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.5 1.1 1.75 0.8	tɾampa	0	8931		
3148	Yaqui	Uto-Aztecan	TRAP (PITFALL)	taampa	taampa	t aː m p a	1.0	Spanish	trampa	1 7 4 1 7	AXMBZ	TAMPA	7	7.T.C 7.A.V 7.M.c 7.P.C 7.A.V	2.0 1.5 1.1 1.75 0.8	taːmpa	1	8931	Spanish	1704
4429	ZinacantanTzotzil	Mayan	TRAP (PITFALL)	petz’	petz’	pʰ e tsʼ	0.0			1 7 1	AXN	PET	8	8.P.C 8.E.V 8.T.c	2.0 1.5 0.8	pʰetsʼ	0	0		
6176	Qeqchi	Mayan	TRAP (PITFALL)	ch'imb'	ch'imb'	tʃʼ i m ɓ	0.0			1 7 4 1	AXLN	TIMP	4	4.T.C 4.I.V 4.M.c 4.P.c	2.0 1.5 1.1 0.8	tʃʼimɓ	0	0		
6177	Qeqchi	Mayan	TRAP (PITFALL)	ra'al	ra'al	r a ʔ a l	0.0			5 7 1 7 5	AXBYN	RAHAL	4	4.R.C 4.A.V 4.H.C 4.A.V 4.L.c	2.0 1.5 1.75 1.3 0.8	raʔal	0	0		
8395	Otomi	Otomanguean	TRAP (PITFALL)	njadi	njadi	n x a d i	0.0			4 3 7 1 7	ACYBZ	NGATI	3	3.N.C 3.G.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nxadi	1	0		
9595	ImbaburaQuechua	Quechuan	TRAP (PITFALL)	trampa	trampa	t ɾ a m b a	1.0	Spanish	trampa	1 5 7 4 1 7	ACXMBZ	TRAMPA	1	1.T.C 1.R.C 1.A.V 1.M.c 1.P.C 1.A.V	2.0 1.5 1.5 1.1 1.75 0.8	tɾamba	0	8931	Spanish	1704
10827	Wichi	Matacoan	TRAP (PITFALL)	timek	timek	t i m e k	0.0			1 7 4 7 1	AXBYN	TIMEK	6	6.T.C 6.I.V 6.M.C 6.E.V 6.K.c	2.0 1.5 1.75 1.3 0.8	timek	1	0		
12078	Mapudungun	Araucanian	TRAP (PITFALL)	wachi	wachi	w a tʃ i	0.0			6 7 1 7	AXBZ	WATI	2	2.W.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	watʃi	0	0		
53	Spanish	Indo-European	TREE	árbol	árbol	a ɾ β o l				7 5 3 7 5	XMBYN	ARBUL	5	5.A.V 5.R.c 5.B.C 5.U.V 5.L.c	1.5 1.1 1.75 1.3 0.8	aɾβol	0	0		
798	Spanish	Indo-European	TREE	árbol	árbol	a ɾ β o l				7 5 3 7 5	XMBYN	ARBUL	5	5.A.V 5.R.c 5.B.C 5.U.V 5.L.c	1.5 1.1 1.75 1.3 0.8	aɾβol	1	0		
2441	Yaqui	Uto-Aztecan	TREE	juya	juya	j u j a	0.0			6 7 6 7	AXBZ	JYJA	7	7.J.C 7.Y.V 7.J.C 7.A.V	2.0 1.5 1.75 0.8	juja	1	0		
3824	ZinacantanTzotzil	Mayan	TREE	te7	te7	t e ʔ	0.0			1 7 1	AXN	TEH	8	8.T.C 8.E.V 8.H.c	2.0 1.5 0.8	teʔ	0	0		
5243	Qeqchi	Mayan	TREE	che’	che’	tʃ e ʔ	0.0			1 7 1	AXN	TEH	4	4.T.C 4.E.V 4.H.c	2.0 1.5 0.8	tʃeʔ	0	0		
7157	Otomi	Otomanguean	TREE	zaa	zaa	z aː	0.0			3 7	AX	SA	3	3.S.C 3.A.V	2.0 1.5	zaː	1	0		
7158	Otomi	Otomanguean	TREE	'ba̲i zaa	'ba̲i_zaa	ˀb ɔ i + z aː	0.0			1 7 7 9 3 7	AXZ_AX	PUI_SA	3	3.P.C 3.U.V 3.I.V 3._._ 3.S.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5	ˀbɔi+zaː	0	0		
9023	ImbaburaQuechua	Quechuan	TREE	yura	yura	j u ɾ a	0.0			6 7 5 7	AXBZ	JYRA	1	1.J.C 1.Y.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	juɾa	1	0		
10211	Wichi	Matacoan	TREE	hal’o	hal’o	h a l ʔ o	0.0			3 7 5 1 7	AXMBZ	HALHU	6	6.H.C 6.A.V 6.L.c 6.H.C 6.U.V	2.0 1.5 1.1 1.75 0.8	halʔo	1	0		
11496	Mapudungun	Araucanian	TREE	aliwen	aliwen	a l i w e n	0.0			7 5 7 6 7 4	XBYBYN	ALIWEN	2	2.A.V 2.L.C 2.I.V 2.W.C 2.E.V 2.N.c	1.5 1.75 1.3 1.75 1.3 0.8	aliwen	0	0		
11497	Mapudungun	Araucanian	TREE	mamüll	mamüll	m a m ɨ ʎ	0.0			4 7 4 7 5	AXBYN	MAMIL	2	2.M.C 2.A.V 2.M.C 2.I.V 2.L.c	2.0 1.5 1.75 1.3 0.8	mamɨʎ	1	0		
11498	Mapudungun	Araucanian	TREE	monte	monte	m o n t e	1.0	Spanish	monte	4 7 4 1 7	AXMBZ	MUNTE	2	2.M.C 2.U.V 2.N.c 2.T.C 2.E.V	2.0 1.5 1.1 1.75 0.8	monte	0	0		
811	Spanish	Indo-European	TREE STUMP	tocón	tocón	t o k o n				1 7 1 7 4	AXBYN	TUKUN	5	5.T.C 5.U.V 5.K.C 5.U.V 5.N.c	2.0 1.5 1.75 1.3 0.8	tokon	0	8954		
812	Spanish	Indo-European	TREE STUMP	cepa	cepa	s e p a				3 7 1 7	AXBZ	SEPA	5	5.S.C 5.E.V 5.P.C 5.A.V	2.0 1.5 1.75 0.8	sepa	0	0		
