ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_ID
11997	Mapudungun	Araucanian	SING	üḻkantun	üḻkantun	ɨ l̪ k a n t u n	0.0				
962	Spanish	Indo-European	SINK (DESCEND)	hundir	hundir	u n d i ɾ					
2556	Yaqui	Uto-Aztecan	SINK (DESCEND)	ba’apo kom siime	ba’apo_kom_siime	b a ʔ a p o + k o m + s iː m e	0.0				
2557	Yaqui	Uto-Aztecan	SINK (DESCEND)	ba’a kom simtua	ba’a_kom_simtua	b a ʔ a + k o m + s i m t u a	0.0				
3937	ZinacantanTzotzil	Mayan	SINK (DESCEND)	muk	muk	m u k	0.0				
5413	Qeqchi	Mayan	SINK (DESCEND)	muqunk	muqunk	m u q u n kʰ	0.0				
5414	Qeqchi	Mayan	SINK (DESCEND)	nuq'unk	nuq'unk	n u qʼ u n kʰ	0.0				
5415	Qeqchi	Mayan	SINK (DESCEND)	sob'e'k	sob'e'k	s o ɓ e ʔ kʰ	0.0				
5416	Qeqchi	Mayan	SINK (DESCEND)	sub'e'k	sub'e'k	s u ɓ e ʔ kʰ	0.75	Ch’olan	*suhp’		
7401	Otomi	Otomanguean	SINK (DESCEND)	ku̲i	ku̲i	k u i	0.0				
7402	Otomi	Otomanguean	SINK (DESCEND)	ñunt'i	ñunt'i	ɲ u n t̪ʼ i	0.0			Spanish	962
9116	ImbaburaQuechua	Quechuan	SINK (DESCEND)	washajuna	washajuna	w a ʃ a x u n a	0.0				
10308	Wichi	Matacoan	SINK (DESCEND)	yeycho’	yeycho’	y e j tʃ o ʔ	0.0				
11591	Mapudungun	Araucanian	SINK (DESCEND)	ñamkonün	ñamkonün	ɲ a m k o n ɨ n	0.0				
131	Spanish	Indo-European	SISTER	hermana	hermana	ɛ ɾ m a n a					
1876	Yaqui	Uto-Aztecan	SISTER	ako	ako	a k o	0.0				
4587	Qeqchi	Mayan	SISTER	anab’	anab’	a n a ɓ	0.0				
6375	Otomi	Otomanguean	SISTER	nju	nju	n x u	0.0				
6376	Otomi	Otomanguean	SISTER	jujwe̲	jujwe̲	x u xʷ æ	0.0				
8571	ImbaburaQuechua	Quechuan	SISTER	ñaña	ñaña	ɲ a ɲ a	0.0				
10984	Mapudungun	Araucanian	SISTER	lamngen	lamngen	l a m ŋ e n	0.0				
10985	Mapudungun	Araucanian	SISTER	zomo lamngen	zomo_lamngen	z o m o + l a m ŋ e n	0.0				
10986	Mapudungun	Araucanian	SISTER	ñaña	ñaña	ɲ a ɲ a	0.75	Quechua	ñaña		
1131	Spanish	Indo-European	SIT	sentar	sentar	s e n t a ɾ					
2693	Yaqui	Uto-Aztecan	SIT	yejte	yejte	j e j t e	0.0				
2694	Yaqui	Uto-Aztecan	SIT	joote	joote	j oː t e	0.0				
4044	ZinacantanTzotzil	Mayan	SIT	tzuni	tzuni	tsʰ u n i	0.0				
5583	Qeqchi	Mayan	SIT	chunlaak	chunlaak	tʃ u n l aː kʰ	0.25				
5584	Qeqchi	Mayan	SIT	woq'laak	woq'laak	w o qʼ l aː kʰ	0.0				
7612	Otomi	Otomanguean	SIT	hudi	hudi	h u d i	0.0				
9220	ImbaburaQuechua	Quechuan	SIT	tiyarina (1)	tiyarina	t i j a ɾ i n a	0.0				
10431	Wichi	Matacoan	SIT	tataypho	tataypho	t a t a j pʰ o	0.0				
11701	Mapudungun	Araucanian	SIT	anün	anün	a n ɨ n	0.0				
1223	Spanish	Indo-European	SIX	seis	seis	s e i s					
2772	Yaqui	Uto-Aztecan	SIX	busani	busani	b u s a n i	0.0				
2773	Yaqui	Uto-Aztecan	SIX	seis	seis	s e i s	1.0	Spanish	seis	Spanish	1223
4117	ZinacantanTzotzil	Mayan	SIX	vak	vak	v a k	0.0				
5705	Qeqchi	Mayan	SIX	waqib'	waqib'	w a q i ɓ	0.0				
7730	Otomi	Otomanguean	SIX	‘rato	‘rato	ˀr a t̪ o	0.0				
9284	ImbaburaQuechua	Quechuan	SIX	sukta	sukta	s u k t a	0.0				
10501	Wichi	Matacoan	SIX	seis	seis	s e i s	1.0	Spanish	seis	Spanish	1223
11769	Mapudungun	Araucanian	SIX	kayu	kayu	k a y u	0.0				
321	Spanish	Indo-European	SKIN	piel	piel	p j ɛ l					
322	Spanish	Indo-European	SKIN	cutis	cutis	k u t i s					
323	Spanish	Indo-European	SKIN	pellejo	pellejo	p e ʝ e x o					
2039	Yaqui	Uto-Aztecan	SKIN	beea	beea	b eː a	0.0				
3450	ZinacantanTzotzil	Mayan	SKIN	nukul	nukul	n u k u l	0.0				
3451	ZinacantanTzotzil	Mayan	SKIN	nukulal	nukulal	n u k u l a l	0.0				
4771	Qeqchi	Mayan	SKIN	tz’uumal	tz’uumal	tsʼ uː m a l	0.0				
4772	Qeqchi	Mayan	SKIN	rix xul	rix_xul	r i ʃ + ʃ u l	0.0				
6625	Otomi	Otomanguean	SKIN	xifni	xifni	x i f n i	0.0				
8697	ImbaburaQuechua	Quechuan	SKIN	kara	kara	k a ɾ a	0.0				
9876	Wichi	Matacoan	SKIN	tot’oj	tot’oj	t o t ʔ o x	0.0				
11147	Mapudungun	Araucanian	SKIN	trawa	trawa	ʈʂ a w a	0.0				
643	Spanish	Indo-European	SKIRT	falda	falda	f a l d a					
2326	Yaqui	Uto-Aztecan	SKIRT	ko’arim	ko’arim	k o ʔ a r i m	0.0				
3738	ZinacantanTzotzil	Mayan	SKIRT	tzekil	tzekil	tsʰ e k i l	0.0				
5107	Qeqchi	Mayan	SKIRT	uuq	uuq	uː qʰ	0.0				
6983	Otomi	Otomanguean	SKIRT	ngo̲de	ngo̲de	n g ə d e	0.0				
8933	ImbaburaQuechua	Quechuan	SKIRT	anaku (2)	anaku	a n a k u	0.0				
10117	Wichi	Matacoan	SKIRT	westilu	westilu	w e s t i l u	1.0	Spanish	vestido		
11393	Mapudungun	Araucanian	SKIRT	pollera	pollera	p o ʎ e ɻ a	1.0	Spanish	pollera		
343	Spanish	Indo-European	SKULL	cráneo	cráneo	k ɾ a n e o					
344	Spanish	Indo-European	SKULL	calavera	calavera	k a l a β ɛ ɾ a					
2057	Yaqui	Uto-Aztecan	SKULL	koba ota	koba_ota	k o b a + o t a	0.0				
3473	ZinacantanTzotzil	Mayan	SKULL	hol 7anima	hol_7anima	h o l + ʔ a n i m a	0.0				
3474	ZinacantanTzotzil	Mayan	SKULL	bakel hol 7anima	bakel_hol_7anima	ɓ a k e l + h o l + ʔ a n i m a	0.0				
4790	Qeqchi	Mayan	SKULL	b'aqel jolom	b'aqel_jolom	ɓ a q e l + x o l o m	0.0				
6643	Otomi	Otomanguean	SKULL	doxu̲mo	doxu̲mo	d o x u m o	0.0				
6644	Otomi	Otomanguean	SKULL	nju̲nu̲ndo'yo	nju̲nu̲ndo'yo	n x u n u n d o ˀj o	0.0				
8713	ImbaburaQuechua	Quechuan	SKULL	uma tullu	uma_tullu	u m a + t u ʒ u	0.0				
9893	Wichi	Matacoan	SKULL	tolhetek lhile	tolhetek_lhile	t o lˠ e t e k + lˠ i l e	0.0				
11165	Mapudungun	Araucanian	SKULL	lengleng	lengleng	l e ŋ l e ŋ	0.0				
59	Spanish	Indo-European	SKY	cielo	cielo	s j e l o					
1811	Yaqui	Uto-Aztecan	SKY	teeka	teeka	t eː k a	0.0				
3241	ZinacantanTzotzil	Mayan	SKY	vinahel	vinahel	v i n a h e l	0.0				
4509	Qeqchi	Mayan	SKY	choxa, choxaal	choxa	tʃ o ʃ a	0.0				
6294	Otomi	Otomanguean	SKY	mahets'i	mahets'i	m a h e tsʼ i	0.0				
8513	ImbaburaQuechua	Quechuan	SKY	jawa pacha	jawa_pacha	x a w a + p a tʃ a	0.0				
9671	Wichi	Matacoan	SKY	pele	pele	p e l e	0.0				
10905	Mapudungun	Araucanian	SKY	wenu mapu	wenu_mapu	w e n u + m a p u	0.0				
10906	Mapudungun	Araucanian	SKY	wenu	wenu	w e n u	0.0				
1622	Spanish	Indo-European	SLAVE	esclavo	esclavo	ɛ s k l a β o					
6105	Qeqchi	Mayan	SLAVE	aj k’anjel	aj_k’anjel	a x + kʼ a n x e l	0.0				
6106	Qeqchi	Mayan	SLAVE	moos	moos	m oː s	1.0	Spanish	mozo		
8273	Otomi	Otomanguean	SLAVE	pe̲fi me̲ti	pe̲fi_me̲ti	p æ f i + m æ t̪ i	0.0				
8274	Otomi	Otomanguean	SLAVE	pe̲fi hingi tsa̲ya̲	pe̲fi_hingi_tsa̲ya̲	p æ f i + h i n g i + ts ɔ j ɔ	0.0				
10781	Wichi	Matacoan	SLAVE	tokwenek	tokwenek	t o kʷ e n e k	0.0				
440	Spanish	Indo-European	SLEEP	dormir	dormir	d o ɾ m i ɾ					
2148	Yaqui	Uto-Aztecan	SLEEP	koche	koche	k o tʃ e	0.0				
3567	ZinacantanTzotzil	Mayan	SLEEP	vay	vay	v a j	0.0				
3568	ZinacantanTzotzil	Mayan	SLEEP	bat ch’ulel	bat_ch’ulel	ɓ a t + tʃʼ u l e l	0.0				
4896	Qeqchi	Mayan	SLEEP	wark	wark	w a ɾ kʰ	0.0				
6745	Otomi	Otomanguean	SLEEP	ähä	ähä	ɐ h ɐ	0.0				
8791	ImbaburaQuechua	Quechuan	SLEEP	puñuna	puñuna	p u ɲ u n a	0.0				
9972	Wichi	Matacoan	SLEEP	imo	imo	i m o	0.0				
11244	Mapudungun	Araucanian	SLEEP	umawtun	umawtun	u m a w t u n	0.0				
1663	Spanish	Indo-European	SLING	honda	honda	o n d a					
3123	Yaqui	Uto-Aztecan	SLING	wicha’arakiam	wicha’arakiam	w i tʃ a ʔ a r a k i a m	0.0				
4412	ZinacantanTzotzil	Mayan	SLING	himich	himich	h i m i tʃʰ	0.0				
6137	Qeqchi	Mayan	SLING	ont	ont	o n tʰ	1.0	Spanish	honda	Spanish	1663
6138	Qeqchi	Mayan	SLING	jok'	jok'	x o kʼ	0.0				
6139	Qeqchi	Mayan	SLING	rant'in	rant'in	r a n tʼ i n	0.0			Spanish	1663
8331	Otomi	Otomanguean	SLING	nt'e̲ndo	nt'e̲ndo	n t̪ʼ æ n d o	0.0			Spanish	1663
9580	ImbaburaQuechua	Quechuan	SLING	waraka	waraka	w a ɾ a k a	0.0				
10805	Wichi	Matacoan	SLING	tofwumti	tofwumti	t o fʷ u m t i	0.0				
10806	Wichi	Matacoan	SLING	tokawuma	tokawuma	t o k a w u m a	1.0	Spanish	goma		
12060	Mapudungun	Araucanian	SLING	witruwe	witruwe	w i ʈʂ u w e	0.0				
974	Spanish	Indo-European	SLIP	resbalar	resbalar	r ɛ s β a l a ɾ					
2571	Yaqui	Uto-Aztecan	SLIP	suulu	suulu	s uː l u	0.0				
3944	ZinacantanTzotzil	Mayan	SLIP	tzul	tzul	tsʰ u l	0.0				
3945	ZinacantanTzotzil	Mayan	SLIP	hashk’un	hashk’un	h a ʃ kʼ u n	0.0				
3946	ZinacantanTzotzil	Mayan	SLIP	bilk’uh	bilk’uh	ɓ i l kʼ u h	0.0				
5430	Qeqchi	Mayan	SLIP	jole’k	jole’k	x o l e ʔ kʰ	0.0				
5431	Qeqchi	Mayan	SLIP	yole'k	yole'k	j o l e ʔ kʰ	0.0				
5432	Qeqchi	Mayan	SLIP	b’alok	b’alok	ɓ a l o kʰ	0.0				
7419	Otomi	Otomanguean	SLIP	ya̲xt'i	ya̲xt'i	j ɔ x t̪ʼ i	0.0				
9125	ImbaburaQuechua	Quechuan	SLIP	lluchijana	lluchijana	ʒ u tʃ i x a n a	0.0				
10318	Wichi	Matacoan	SLIP	hip’etaj	hip’etaj	h i p ʔ e t a x	0.0				
11601	Mapudungun	Araucanian	SLIP	meyuzün	meyuzün	m e y u z ɨ n	0.0				
1273	Spanish	Indo-European	SLOW	despacio	despacio	d ɛ s p a s j o					
1274	Spanish	Indo-European	SLOW	lentamente	lentamente	l e n t a m e n t e					
2826	Yaqui	Uto-Aztecan	SLOW	laautia	laautia	l aː u t i a	0.0				
4155	ZinacantanTzotzil	Mayan	SLOW	k’un	k’un	kʼ u n	0.0				
5778	Qeqchi	Mayan	SLOW	elajik	elajik	e l a x i kʰ	0.0				
5779	Qeqchi	Mayan	SLOW	timil	timil	t i m i l	0.0				
5780	Qeqchi	Mayan	SLOW	riil	riil	r iː l	0.0				
7805	Otomi	Otomanguean	SLOW	njante	njante	n x a n t̪ e	0.0				
9324	ImbaburaQuechua	Quechuan	SLOW	alimanda	alimanda	a l i m a n d a	0.0			Spanish	1274
10542	Wichi	Matacoan	SLOW	yiwainlhaj	yiwainlhaj	y i w a i n lˠ a x	0.0				
11813	Mapudungun	Araucanian	SLOW	ñochi	ñochi	ɲ o tʃ i	0.0				
1181	Spanish	Indo-European	SMALL	chico	chico	tʃ i k o					
1182	Spanish	Indo-European	SMALL	pequeɲo	pequeɲo	p e k e ɲ o					
2737	Yaqui	Uto-Aztecan	SMALL	ilitchi	ilitchi	i l i t tʃ i	0.0				
4080	ZinacantanTzotzil	Mayan	SMALL	bik’it	bik’it	ɓ i kʼ i tʰ	0.0			Spanish	1182
5636	Qeqchi	Mayan	SMALL	kok’	kok’	k o kʼ	0.0				
5637	Qeqchi	Mayan	SMALL	ch'in, ch’ina, ch’inaj	ch'in	tʃʼ i n	0.0				
5638	Qeqchi	Mayan	SMALL	b'ab'ay	b'ab'ay	ɓ a ɓ a j	0.0				
5639	Qeqchi	Mayan	SMALL	kach'in	kach'in	k a tʃʼ i n	0.0				
5640	Qeqchi	Mayan	SMALL	mitz	mitz	m i t z	0.0				
7668	Otomi	Otomanguean	SMALL	txu̲tx'u̲lo	txu̲tx'u̲lo	t̪ x u t̪ x ʔ u l o	0.0				
7669	Otomi	Otomanguean	SMALL	tx'u̲lo	tx'u̲lo	t̪ x ʔ u l o	0.0				
7670	Otomi	Otomanguean	SMALL	t'olo	t'olo	t̪ʼ o l o	0.0				
7671	Otomi	Otomanguean	SMALL	t'u̲lo	t'u̲lo	t̪ʼ u l o	0.0			Spanish	1181
9255	ImbaburaQuechua	Quechuan	SMALL	uchilla	uchilla	u tʃ i ʒ a	0.0				
10469	Wichi	Matacoan	SMALL	niwefwa	niwefwa	n i w e fʷ a	0.0				
10470	Wichi	Matacoan	SMALL	lhomsaj	lhomsaj	lˠ o m s a x	0.0				
11739	Mapudungun	Araucanian	SMALL	pichi	pichi	p i tʃ i	0.0				
1337	Spanish	Indo-European	SMELL (PERCEIVE)	oler	oler	o l ɛ ɾ					
1338	Spanish	Indo-European	SMELL (PERCEIVE)	olfatear	olfatear	o l f a t e a ɾ					
2884	Yaqui	Uto-Aztecan	SMELL (PERCEIVE)	jukta	jukta	j u k t a	0.0				
4200	ZinacantanTzotzil	Mayan	SMELL (PERCEIVE)	7a7ibe 7ik’	7a7ibe_7ik’	ʔ a ʔ i ɓ e + ʔ i kʼ	0.0				
5837	Qeqchi	Mayan	SMELL (PERCEIVE)	utz'uk	utz'uk	u tsʼ u kʰ	0.0				
7879	Otomi	Otomanguean	SMELL (PERCEIVE)	pähä	pähä	p ɐ h ɐ	0.0				
7880	Otomi	Otomanguean	SMELL (PERCEIVE)	hu̲nts'i	hu̲nts'i	h u n tsʼ i	0.0				
9367	ImbaburaQuechua	Quechuan	SMELL (PERCEIVE)	mutijina	mutijina	m u t i x i n a	0.0				
10581	Wichi	Matacoan	SMELL (PERCEIVE)	tan’isinej	tan’isinej	t a n ʔ i s i n e x	0.0				
11853	Mapudungun	Araucanian	SMELL (PERCEIVE)	ṉümütun	ṉümütun	n̪ ɨ m ɨ t u n	0.0				
1334	Spanish	Indo-European	SMELL (STINK)	oler	oler	o l ɛ ɾ					
1335	Spanish	Indo-European	SMELL (STINK)	olfatear	olfatear	o l f a t e a ɾ					
2881	Yaqui	Uto-Aztecan	SMELL (STINK)	winjuba	winjuba	w i n j u b a	0.0				
5833	Qeqchi	Mayan	SMELL (STINK)	utz’uk	utz’uk	u tsʼ u kʰ	0.0				
7875	Otomi	Otomanguean	SMELL (STINK)	yu̲ni (2)	yu̲ni	j u n i	0.0				
9364	ImbaburaQuechua	Quechuan	SMELL (STINK)	mutijina	mutijina	m u t i x i n a	0.0				
11850	Mapudungun	Araucanian	SMELL (STINK)	ṉümüṉ	ṉümüṉ	n̪ ɨ m ɨ n̪	0.0				
1410	Spanish	Indo-European	SMILE	sonreír	sonreír	s o n r e i ɾ					
2937	Yaqui	Uto-Aztecan	SMILE	aache	aache	aː tʃ e	0.0				
5920	Qeqchi	Mayan	SMILE	se’ek	se’ek	s e ʔ e kʰ	0.0				
7972	Otomi	Otomanguean	SMILE	thede tx'u̲tho	thede_tx'u̲tho	θ e d e + t̪ x ʔ u θ o	0.0				
7973	Otomi	Otomanguean	SMILE	these̲	these̲	θ e s æ	0.0				
9418	ImbaburaQuechua	Quechuan	SMILE	asirina	asirina	a s i ɾ i n a	0.0				
10632	Wichi	Matacoan	SMILE	t’ischeya	t’ischeya	t ʔ i s tʃ e j a	0.0				
11901	Mapudungun	Araucanian	SMILE	üyerün	üyerün	ɨ y e ɻ ɨ n	0.0				
85	Spanish	Indo-European	SMOKE (EXHAUST)	humo	humo	u m o					
1834	Yaqui	Uto-Aztecan	SMOKE (EXHAUST)	bwichia	bwichia	bʷ i tʃ i a	0.0				
3270	ZinacantanTzotzil	Mayan	SMOKE (EXHAUST)	ch’ail	ch’ail	tʃʼ a i l	0.0				
4538	Qeqchi	Mayan	SMOKE (EXHAUST)	sib’	sib’	s i ɓ	0.0				
6321	Otomi	Otomanguean	SMOKE (EXHAUST)	'bifi	'bifi	ˀb i f i	0.0				
8535	ImbaburaQuechua	Quechuan	SMOKE (EXHAUST)	kushni	kushni	k u ʃ n i	0.0				
9693	Wichi	Matacoan	SMOKE (EXHAUST)	tetsey	tetsey	t e ts e j	0.0				
10933	Mapudungun	Araucanian	SMOKE (EXHAUST)	fitrun	fitrun	f i ʈʂ u n	0.0				
809	Spanish	Indo-European	SMOKE (INHALE)	fumar	fumar	f u m a ɾ					
2446	Yaqui	Uto-Aztecan	SMOKE (INHALE)	yena	yena	j e n a	0.0				
3829	ZinacantanTzotzil	Mayan	SMOKE (INHALE)	butz’	butz’	ɓ u tsʼ	0.0				
5248	Qeqchi	Mayan	SMOKE (INHALE)	mayib’k	mayib’k	m a j i ɓ kʰ	0.0				
5249	Qeqchi	Mayan	SMOKE (INHALE)	sik'lik	sik'lik	s i kʼ l i kʰ	0.0				
7168	Otomi	Otomanguean	SMOKE (INHALE)	tsiyu̲i	tsiyu̲i	ts i j u i	0.0				
9026	ImbaburaQuechua	Quechuan	SMOKE (INHALE)	chupana (2)	chupana	tʃ u p a n a	1.0	Spanish	chupar		
10218	Wichi	Matacoan	SMOKE (INHALE)	iwuts’ekwa	iwuts’ekwa	i w u ts ʔ e kʷ a	0.0				
11502	Mapudungun	Araucanian	SMOKE (INHALE)	pütremtun	pütremtun	p ɨ ʈʂ e m t u n	0.25				
1381	Spanish	Indo-European	SMOOTH	suave	suave	s w a β e					
1382	Spanish	Indo-European	SMOOTH	liso	liso	l i s o					
2919	Yaqui	Uto-Aztecan	SMOOTH	chitabetalai	chitabetalai	tʃ i t a b e t a l a i	0.0				
4236	ZinacantanTzotzil	Mayan	SMOOTH	ch’ulul	ch’ulul	tʃʼ u l u l	0.0				
4237	ZinacantanTzotzil	Mayan	SMOOTH	lich’ich’	lich’ich’	l i tʃʼ i tʃʼ	0.0				
5888	Qeqchi	Mayan	SMOOTH	q'un	q'un	qʼ u n	0.0				
5889	Qeqchi	Mayan	SMOOTH	ji'ji'	ji'ji'	x i ʔ x i ʔ	0.0				
5890	Qeqchi	Mayan	SMOOTH	yolyol	yolyol	j o l j o l	0.0				
5891	Qeqchi	Mayan	SMOOTH	tiik	tiik	t iː kʰ	0.0				
7946	Otomi	Otomanguean	SMOOTH	xi nts'u̲ki	xi_nts'u̲ki	x i + n tsʼ u k i	0.0				
9400	ImbaburaQuechua	Quechuan	SMOOTH	amuklla	amuklla	a m u k ʒ a	0.5				
10614	Wichi	Matacoan	SMOOTH	talich’i	talich’i	t a l i tʃ ʔ i	0.0				
11884	Mapudungun	Araucanian	SMOOTH	pañush	pañush	p a ɲ u ʃ	1.0	Spanish	paño		
314	Spanish	Indo-European	SNAIL	caracol	caracol	k a ɾ a k o l					
2033	Yaqui	Uto-Aztecan	SNAIL	kuakteme	kuakteme	k u a k t e m e	0.0				
3441	ZinacantanTzotzil	Mayan	SNAIL	puy	puy	pʰ u j	0.0				
3442	ZinacantanTzotzil	Mayan	SNAIL	poshil chuvah	poshil_chuvah	pʰ o ʃ i l + tʃʰ u v a h	0.0				
3443	ZinacantanTzotzil	Mayan	SNAIL	puyal 7uk’um	puyal_7uk’um	pʰ u j a l + ʔ u kʼ u m	0.0				
4762	Qeqchi	Mayan	SNAIL	pemech	pemech	p e m e tʃ	0.0				
4763	Qeqchi	Mayan	SNAIL	pur	pur	p u r	0.0				
4764	Qeqchi	Mayan	SNAIL	tziitzib’	tziitzib’	t z iː t z i ɓ	0.0				
6616	Otomi	Otomanguean	SNAIL	tsi’buxi	tsi’buxi	ts i ʔ b u x i	0.0				
8691	ImbaburaQuechua	Quechuan	SNAIL	churu	churu	tʃ u ɾ u	0.0				
9869	Wichi	Matacoan	SNAIL	nahokwe’	nahokwe’	n a h o kʷ e ʔ	0.0				
9870	Wichi	Matacoan	SNAIL	lhelh	lhelh	lˠ e l̥	0.0				
11139	Mapudungun	Araucanian	SNAIL	müta piru	müta_piru	m ɨ t a + p i ɻ u	0.0				
309	Spanish	Indo-European	SNAKE	culebra	culebra	k u l e β ɾ a					
310	Spanish	Indo-European	SNAKE	serpiente	serpiente	s ɛ ɾ p j e n t e					
2028	Yaqui	Uto-Aztecan	SNAKE	baakot	baakot	b aː k o t	0.0				
2029	Yaqui	Uto-Aztecan	SNAKE	baba’atukut	baba’atukut	b a b a ʔ a t u k u t	0.0				
3437	ZinacantanTzotzil	Mayan	SNAKE	chon	chon	tʃʰ o n	0.0				
4758	Qeqchi	Mayan	SNAKE	k’anti’	k’anti’	kʼ a n t i ʔ	0.25				
6611	Otomi	Otomanguean	SNAKE	pa̲ (1)	pa̲	p ɔ	0.0				
6612	Otomi	Otomanguean	SNAKE	k'eñä	k'eñä	k ʔ e ɲ ɐ	0.0				
8687	ImbaburaQuechua	Quechuan	SNAKE	kulibra	kulibra	k u l i b ɾ a	1.0	Spanish	culebra	Spanish	309
9865	Wichi	Matacoan	SNAKE	afwotsaj	afwotsaj	a fʷ o ts a x	0.0				
11134	Mapudungun	Araucanian	SNAKE	filu	filu	f i l u	0.0				
431	Spanish	Indo-European	SNEEZE	estornudar	estornudar	ɛ s t o ɾ n u ð a ɾ					
2140	Yaqui	Uto-Aztecan	SNEEZE	ja’achijte	ja’achijte	j a ʔ a tʃ i j t e	0.0				
3560	ZinacantanTzotzil	Mayan	SNEEZE	hat’isah	hat’isah	h a tʼ i s a h	0.0				
4881	Qeqchi	Mayan	SNEEZE	at'isb'ak	at'isb'ak	a tʼ i s ɓ a kʰ	0.0				
6733	Otomi	Otomanguean	SNEEZE	k'waki	k'waki	k ˀw a k i	0.0				
8784	ImbaburaQuechua	Quechuan	SNEEZE	atsiana	atsiana	a ts i a n a	0.0				
9965	Wichi	Matacoan	SNEEZE	tanatshan	tanatshan	t a n a tsʰ a n	0.0				
11238	Mapudungun	Araucanian	SNEEZE	echüwün	echüwün	e tʃ ɨ w ɨ n	0.0				
1336	Spanish	Indo-European	SNIFF	husmear	husmear	u s m e a ɾ					
2883	Yaqui	Uto-Aztecan	SNIFF	jukjukta	jukjukta	j u k j u k t a	0.0				
4199	ZinacantanTzotzil	Mayan	SNIFF	7a7ibe 7ik’	7a7ibe_7ik’	ʔ a ʔ i ɓ e + ʔ i kʼ	0.0				
5836	Qeqchi	Mayan	SNIFF	rutz’b’al	rutz’b’al	r u tsʼ ɓ a l	0.0				
7878	Otomi	Otomanguean	SNIFF	hunts'i	hunts'i	h u n tsʼ i	0.0				
9366	ImbaburaQuechua	Quechuan	SNIFF	mutijina	mutijina	m u t i x i n a	0.0				
10580	Wichi	Matacoan	SNIFF	tan’isinch’uya	tan’isinch’uya	t a n ʔ i s i n tʃ ʔ u j a	0.0				
11852	Mapudungun	Araucanian	SNIFF	ṉümüṉümütun	ṉümüṉümütun	n̪ ɨ m ɨ n̪ ɨ m ɨ t u n	0.0				
441	Spanish	Indo-European	SNORE	roncar	roncar	r o n k a ɾ					
2149	Yaqui	Uto-Aztecan	SNORE	jororo’oti jiia	jororo’oti_jiia	j o r o r o ʔ o t i + j iː a	0.0				
3569	ZinacantanTzotzil	Mayan	SNORE	hokbe vayel	hokbe_vayel	h o k ɓ e + v a j e l	0.0				
4897	Qeqchi	Mayan	SNORE	qoorank	qoorank	q oː ɾ a n kʰ	0.0				
4898	Qeqchi	Mayan	SNORE	q'uusank	q'uusank	qʼ uː s a n kʰ	0.0				
4899	Qeqchi	Mayan	SNORE	jilq'ank	jilq'ank	x i l qʼ a n kʰ	0.0				
4900	Qeqchi	Mayan	SNORE	quusank	quusank	q uː s a n kʰ	0.0				
4901	Qeqchi	Mayan	SNORE	joq'yank	joq'yank	x o qʼ j a n kʰ	0.0				
6746	Otomi	Otomanguean	SNORE	ga̲ni	ga̲ni	g ɔ n i	0.0				
8792	ImbaburaQuechua	Quechuan	SNORE	runkana	runkana	ʐ u ŋ g a n a	1.0	Spanish	roncar		
9973	Wichi	Matacoan	SNORE	lanhes y’ip	lanhes_y’ip	l a n̥ e s + j ʔ i p	0.0				
11245	Mapudungun	Araucanian	SNORE	traltralün	traltralün	ʈʂ a l ʈʂ a l ɨ n	0.0				
80	Spanish	Indo-European	SNOW	nieve	nieve	n j e β e					
1829	Yaqui	Uto-Aztecan	SNOW	sapam	sapam	s a p a m	0.0				
4533	Qeqchi	Mayan	SNOW	xchu’i keh	xchu’i_keh	ʃ tʃ u ʔ i + k e h	0.0				
6316	Otomi	Otomanguean	SNOW	xija	xija	x i x a	0.0				
8531	ImbaburaQuechua	Quechuan	SNOW	rasu	rasu	ʐ a s u	0.0				
10928	Mapudungun	Araucanian	SNOW	pire	pire	p i ɻ e	0.0				
685	Spanish	Indo-European	SOAP	jabón	jabón	x a β o n					
2362	Yaqui	Uto-Aztecan	SOAP	saabum	saabum	s aː b u m	1.0	Spanish	jabón		
3754	ZinacantanTzotzil	Mayan	SOAP	shavon	shavon	ʃ a v o n	1.0	Spanish	jabón	Spanish	685
5138	Qeqchi	Mayan	SOAP	xab'on	xab'on	ʃ a ɓ o n	1.0	Spanish	jabón	Spanish	685
7036	Otomi	Otomanguean	SOAP	xabo	xabo	x a b o	1.0	Spanish	jabón	Spanish	685
8953	ImbaburaQuechua	Quechuan	SOAP	jabun	jabun	x a b u ŋ	1.0	Spanish	jabón	Spanish	685
10146	Wichi	Matacoan	SOAP	fwawun	fwawun	fʷ a w u n	1.0	Spanish	jabón	Spanish	685
11418	Mapudungun	Araucanian	SOAP	kafon	kafon	k a f o n	1.0	Spanish	jabón	Spanish	685
11419	Mapudungun	Araucanian	SOAP	küllay	küllay	k ɨ ʎ a y	0.0				
1379	Spanish	Indo-European	SOFT	suave	suave	s w a β e					
2917	Yaqui	Uto-Aztecan	SOFT	bwalko	bwalko	bʷ a l k o	0.0				
4234	ZinacantanTzotzil	Mayan	SOFT	k’un	k’un	kʼ u n	0.0				
5878	Qeqchi	Mayan	SOFT	q'un	q'un	qʼ u n	0.0				
5879	Qeqchi	Mayan	SOFT	potzpotz	potzpotz	p o t z p o t z	0.0				
5880	Qeqchi	Mayan	SOFT	yuq'yuq'	yuq'yuq'	j u qʼ j u qʼ	0.0				
