ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SOURCE_LANGUAGE	SOURCE_ID	DET_STATUS
2927	Yaqui	Uto-Aztecan	WARM	suka	suka	s u k a	0.0			3 7 1 7	AXBZ	SYKA	7	7.S.C 7.Y.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	suka	0			tn
4243	ZinacantanTzotzil	Mayan	WARM	k’isin	k’isin	kʼ i s i n	0.0			1 7 3 7 4	AXBYN	KISIN	8	8.K.C 8.I.V 8.S.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 0.8	kʼisin	0			tn
5906	Qeqchi	Mayan	WARM	tiq	tiq	t i qʰ	0.0			1 7 1	AXN	TIK	4	4.T.C 4.I.V 4.K.c	2.0 1.5 0.8	tiqʰ	1			tn
7960	Otomi	Otomanguean	WARM	xi mpani	xi_mpani	x i + m p a n i	0.0			3 7 9 4 1 7 4 7	AX_ACYBZ	GI_MPANI	3	3.G.C 3.I.V 3._._ 3.M.C 3.P.C 3.A.V 3.N.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	xi+mpani	0			tn
9408	ImbaburaQuechua	Quechuan	WARM	kunuklla	kunuklla	k u n u k ʒ a	0.0			1 7 4 7 1 3 7	AXBYBCZ	KYNYKSA	1	1.K.C 1.Y.V 1.N.C 1.Y.V 1.K.C 1.S.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	kunukʒa	0			tn
10621	Wichi	Matacoan	WARM	nichay’ukwe	nichay’ukwe	n i tʃ a j ʔ u kʷ e	0.0			4 7 1 7 6 1 7 1 7	AXBYMBYBZ	NITAJHYKE	6	6.N.C 6.I.V 6.T.C 6.A.V 6.J.c 6.H.C 6.Y.V 6.K.C 6.E.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	nitʃajʔukʷe	0			tn
10622	Wichi	Matacoan	WARM	nichay’uhi	nichay’uhi	n i tʃ a j ʔ u h i	0.0			4 7 1 7 6 1 7 3 7	AXBYMBYBZ	NITAJHYHI	6	6.N.C 6.I.V 6.T.C 6.A.V 6.J.c 6.H.C 6.Y.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	nitʃajʔuhi	0			tn
11891	Mapudungun	Araucanian	WARM	are	are	a ɻ e	0.0			7 5 7	XBZ	ARE	2	2.A.V 2.R.C 2.E.V	1.5 1.75 0.8	aɻe	0			tn
886	Spanish	Indo-European	WASH	lavar	lavar	l a β a ɾ				5 7 3 7 5	AXBYN	LABAR	5	5.L.C 5.A.V 5.B.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 0.8	laβaɾ	0			
2503	Yaqui	Uto-Aztecan	WASH	baksia	baksia	b a k s i a	0.0			1 7 1 3 7 7	AXBCYZ	PAKSIA	7	7.P.C 7.A.V 7.K.C 7.S.C 7.I.V 7.A.V	2.0 1.5 1.75 1.5 1.3 0.8	baksia	0			tn
3885	ZinacantanTzotzil	Mayan	WASH	pok	pok	pʰ o k	0.0			1 7 1	AXN	PUK	8	8.P.C 8.U.V 8.K.c	2.0 1.5 0.8	pʰok	0			tn
3886	ZinacantanTzotzil	Mayan	WASH	chuk’	chuk’	tʃʰ u kʼ	0.0			1 7 1	AXN	TYK	8	8.T.C 8.Y.V 8.K.c	2.0 1.5 0.8	tʃʰukʼ	0			tn
5338	Qeqchi	Mayan	WASH	ch'ajok	ch'ajok	tʃʼ a x o kʰ	0.0			1 7 3 7 1	AXBYN	TAGUK	4	4.T.C 4.A.V 4.G.C 4.U.V 4.K.c	2.0 1.5 1.75 1.3 0.8	tʃʼaxokʰ	0			tn
5339	Qeqchi	Mayan	WASH	puch'uk	puch'uk	p u tʃʼ u kʰ	0.0			1 7 1 7 1	AXBYN	PYTYK	4	4.P.C 4.Y.V 4.T.C 4.Y.V 4.K.c	2.0 1.5 1.75 1.3 0.8	putʃʼukʰ	0			tn
7289	Otomi	Otomanguean	WASH	pet'e (1)	pet'e	p e t̪ʼ e	0.0			1 7 1 7	AXBZ	PETE	3	3.P.C 3.E.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	pet̪ʼe	1			tn
7290	Otomi	Otomanguean	WASH	peni	peni	p e n i	0.0			1 7 4 7	AXBZ	PENI	3	3.P.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	peni	0			tn
7291	Otomi	Otomanguean	WASH	nxaha	nxaha	n x a h a	0.0			4 3 7 3 7	ACYBZ	NGAHA	3	3.N.C 3.G.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.3 1.75 0.8	nxaha	1			tn
7292	Otomi	Otomanguean	WASH	xu̲ki	xu̲ki	x u k i	0.0			3 7 1 7	AXBZ	GYKI	3	3.G.C 3.Y.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	xuki	0			tn
7293	Otomi	Otomanguean	WASH	xu̲'ye̲	xu̲'ye̲	x u ˀj æ	0.0			3 7 6 7	AXBZ	GYJE	3	3.G.C 3.Y.V 3.J.C 3.E.V	2.0 1.5 1.75 0.8	xuˀjæ	0			tn
7294	Otomi	Otomanguean	WASH	xu̲hmi	xu̲hmi	x u h m i	0.0			3 7 3 4 7	AXBCZ	GYHMI	3	3.G.C 3.Y.V 3.H.C 3.M.C 3.I.V	2.0 1.5 1.75 1.5 0.8	xuhmi	0			tn
7295	Otomi	Otomanguean	WASH	hiñä	hiñä	h i ɲ ɐ	0.0			3 7 4 7	AXBZ	HINE	3	3.H.C 3.I.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	hiɲɐ	0			tn
7296	Otomi	Otomanguean	WASH	xu̲t'i	xu̲t'i	x u t̪ʼ i	0.0			3 7 1 7	AXBZ	GYTI	3	3.G.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	xut̪ʼi	1			tn
9072	ImbaburaQuechua	Quechuan	WASH	maillana	maillana	m a i ʒ a n a	0.0			4 7 7 3 7 4 7	AXYBYBZ	MAISANA	1	1.M.C 1.A.V 1.I.V 1.S.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	maiʒana	0			tn
10265	Wichi	Matacoan	WASH	ilej	ilej	i l e x	0.0			7 5 7 3	XBYN	ILEG	6	6.I.V 6.L.C 6.E.V 6.G.c	1.5 1.75 1.3 0.8	ilex	0			tn
11544	Mapudungun	Araucanian	WASH	küchan	küchan	k ɨ tʃ a n	0.0			1 7 1 7 4	AXBYN	KITAN	2	2.K.C 2.I.V 2.T.C 2.A.V 2.N.c	2.0 1.5 1.75 1.3 0.8	kɨtʃan	0			tn
303	Spanish	Indo-European	WASP	avispa	avispa	a β i s p a				7 3 7 3 1 7	XBYMBZ	ABISPA	5	5.A.V 5.B.C 5.I.V 5.S.c 5.P.C 5.A.V	1.5 1.75 1.3 1.1 1.75 0.8	aβispa	0			
2021	Yaqui	Uto-Aztecan	WASP	jimawikia	jimawikia	j i m a w i k i a	0.0			6 7 4 7 6 7 1 7 7	AXBYBYBYZ	JIMAWIKIA	7	7.J.C 7.I.V 7.M.C 7.A.V 7.W.C 7.I.V 7.K.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	jimawikia	0			tn
2022	Yaqui	Uto-Aztecan	WASP	bitaachi	bitaachi	b i t aː tʃ i	0.0			1 7 1 7 1 7	AXBYBZ	PITATI	7	7.P.C 7.I.V 7.T.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bitaːtʃi	0			tn
3431	ZinacantanTzotzil	Mayan	WASP	7ovishpo	7ovishpo	ʔ o v i ʃ p o	1.0	Spanish	avispa	1 7 3 7 3 1 7	AXBYMBZ	HUBISPU	8	8.H.C 8.U.V 8.B.C 8.I.V 8.S.c 8.P.C 8.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ʔoviʃpo	0	Spanish	303	tp
3432	ZinacantanTzotzil	Mayan	WASP	chanul 7akov	chanul_7akov	tʃʰ a n u l + ʔ a k o v	0.0			1 7 4 7 5 9 1 7 1 7 3	AXBYN_AXBYN	TANYL_HAKUB	8	8.T.C 8.A.V 8.N.C 8.Y.V 8.L.c 8._._ 8.H.C 8.A.V 8.K.C 8.U.V 8.B.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	tʃʰanul+ʔakov	0			tn
4738	Qeqchi	Mayan	WASP	ch’ub’	ch’ub’	tʃʼ u ɓ	0.0			1 7 1	AXN	TYP	4	4.T.C 4.Y.V 4.P.c	2.0 1.5 0.8	tʃʼuɓ	0			tn
6601	Otomi	Otomanguean	WASP	setu	setu	s e t̪ u	0.0			3 7 1 7	AXBZ	SETY	3	3.S.C 3.E.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	set̪u	0			tn
8682	ImbaburaQuechua	Quechuan	WASP	punpuni	punpuni	p u m b u n i	0.0			1 7 4 1 7 4 7	AXMBYBZ	PYMPYNI	1	1.P.C 1.Y.V 1.M.c 1.P.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	pumbuni	0			tn
9859	Wichi	Matacoan	WASP	makwu	makwu	m a kʷ u	0.0			4 7 1 7	AXBZ	MAKY	6	6.M.C 6.A.V 6.K.C 6.Y.V	2.0 1.5 1.75 0.8	makʷu	1			tn
11130	Mapudungun	Araucanian	WASP	püḻü	püḻü	p ɨ l̪ ɨ	0.0			1 7 5 7	AXBZ	PILI	2	2.P.C 2.I.V 2.L.C 2.I.V	2.0 1.5 1.75 0.8	pɨl̪ɨ	1			tn
24	Spanish	Indo-European	WATER	agua	agua	a ɣ w a				7 3 6 7	XBCZ	AGWA	5	5.A.V 5.G.C 5.W.C 5.A.V	1.5 1.75 1.5 0.8	aɣwa	0			
1785	Yaqui	Uto-Aztecan	WATER	ba’am	ba’am	b a ʔ a m	0.0			1 7 1 7 4	AXBYN	PAHAM	7	7.P.C 7.A.V 7.H.C 7.A.V 7.M.c	2.0 1.5 1.75 1.3 0.8	baʔam	0			tn
3224	ZinacantanTzotzil	Mayan	WATER	vo'	vo'	v o ʔ	0.0			3 7 1	AXN	BUH	8	8.B.C 8.U.V 8.H.c	2.0 1.5 0.8	voʔ	0			tn
3225	ZinacantanTzotzil	Mayan	WATER	7a'al	7a'al	ʔ a ʔ a l	0.0			1 7 1 7 5	AXBYN	HAHAL	8	8.H.C 8.A.V 8.H.C 8.A.V 8.L.c	2.0 1.5 1.75 1.3 0.8	ʔaʔal	0			tn
4486	Qeqchi	Mayan	WATER	ha’	ha’	h a ʔ	0.0			3 7 1	AXN	HAH	4	4.H.C 4.A.V 4.H.c	2.0 1.5 0.8	haʔ	0			tn
6266	Otomi	Otomanguean	WATER	dehe	dehe	d e h e	0.0			1 7 3 7	AXBZ	TEHE	3	3.T.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.75 0.8	dehe	0			tn
8496	ImbaburaQuechua	Quechuan	WATER	yaku	yaku	j a k u	0.0			6 7 1 7	AXBZ	JAKY	1	1.J.C 1.A.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	jaku	0			tn
9654	Wichi	Matacoan	WATER	inot	inot	i n o t	0.0			7 4 7 1	XBYN	INUT	6	6.I.V 6.N.C 6.U.V 6.T.c	1.5 1.75 1.3 0.8	inot	0			tn
10879	Mapudungun	Araucanian	WATER	ko	ko	k o	0.0			1 7	AX	KU	2	2.K.C 2.U.V	2.0 1.5	ko	0			tn
49	Spanish	Indo-European	WATERFALL	cascada	cascada	k a s k a ð a				1 7 3 1 7 3 7	AXMBYBZ	KASKADA	5	5.K.C 5.A.V 5.S.c 5.K.C 5.A.V 5.D.C 5.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kaskaða	0			
50	Spanish	Indo-European	WATERFALL	salto	salto	s a l t o				3 7 5 1 7	AXMBZ	SALTU	5	5.S.C 5.A.V 5.L.c 5.T.C 5.U.V	2.0 1.5 1.1 1.75 0.8	salto	0			
1806	Yaqui	Uto-Aztecan	WATERFALL	ba’akomwechia	ba’akomwechia	b a ʔ a k o m w e tʃ i a	0.0			1 7 1 7 1 7 4 6 7 1 7 7	AXBYBYBCYBYZ	PAHAKUMWETIA	7	7.P.C 7.A.V 7.H.C 7.A.V 7.K.C 7.U.V 7.M.C 7.W.C 7.E.V 7.T.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 1.75 1.3 0.8	baʔakomwetʃia	0			tn
3235	ZinacantanTzotzil	Mayan	WATERFALL	yaleb vo'	yaleb_vo'	j a l e ɓ + v o ʔ	0.0			6 7 5 7 1 9 3 7 1	AXBYN_AXN	JALEP_BUH	8	8.J.C 8.A.V 8.L.C 8.E.V 8.P.c 8._._ 8.B.C 8.U.V 8.H.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	jaleɓ+voʔ	0			tn
4503	Qeqchi	Mayan	WATERFALL	pach’il ha’	pach’il_ha’	p a tʃʼ i l + h a ʔ	0.0			1 7 1 7 5 9 3 7 1	AXBYN_AXN	PATIL_HAH	4	4.P.C 4.A.V 4.T.C 4.I.V 4.L.c 4._._ 4.H.C 4.A.V 4.H.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	patʃʼil+haʔ	0			tn
4504	Qeqchi	Mayan	WATERFALL	xpisk’ ha’	xpisk’_ha’	ʃ p i s kʼ + h a ʔ	0.0			3 1 7 3 1 9 3 7 1	ACYLN_AXN	SPISK_HAH	4	4.S.C 4.P.C 4.I.V 4.S.c 4.K.c 4._._ 4.H.C 4.A.V 4.H.c	2.0 1.5 1.3 1.1 0.8 0.0 2.0 1.5 0.8	ʃpiskʼ+haʔ	0			tn
6286	Otomi	Otomanguean	WATERFALL	nzothe	nzothe	n z o θ e	0.0			4 3 7 3 7	ACYBZ	NSUDE	3	3.N.C 3.S.C 3.U.V 3.D.C 3.E.V	2.0 1.5 1.3 1.75 0.8	nzoθe	0			tn
8508	ImbaburaQuechua	Quechuan	WATERFALL	fajcha	fajcha	ɸ a x tʃ a	0.0			3 7 3 1 7	AXMBZ	BAGTA	1	1.B.C 1.A.V 1.G.c 1.T.C 1.A.V	2.0 1.5 1.1 1.75 0.8	ɸaxtʃa	0			tn
9666	Wichi	Matacoan	WATERFALL	inot n’oyij	inot_n’oyij	i n o t + n ʔ o j i x	0.0			7 4 7 1 9 4 1 7 6 7 3	XBYN_ACYBYN	INUT_NHUJIG	6	6.I.V 6.N.C 6.U.V 6.T.c 6._._ 6.N.C 6.H.C 6.U.V 6.J.C 6.I.V 6.G.c	1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.3 1.75 1.3 0.8	inot+nʔojix	0			tn
10898	Mapudungun	Araucanian	WATERFALL	traytray ko	traytray_ko	ʈʂ a y ʈʂ a y + k o	0.0			2 7 7 2 7 7 9 1 7	AXYBYZ_AX	CAYCAY_KU	2	2.C.C 2.A.V 2.Y.V 2.C.C 2.A.V 2.Y.V 2._._ 2.K.C 2.U.V	2.0 1.5 1.3 1.75 1.3 0.8 0.0 2.0 1.5	ʈʂayʈʂay+ko	0			tn
10899	Mapudungun	Araucanian	WATERFALL	witrun ko	witrun_ko	w i ʈʂ u n + k o	0.0			6 7 2 7 4 9 1 7	AXBYN_AX	WICYN_KU	2	2.W.C 2.I.V 2.C.C 2.Y.V 2.N.c 2._._ 2.K.C 2.U.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	wiʈʂun+ko	1			tn
38	Spanish	Indo-European	WAVE	ola	ola	o l a				7 5 7	XBZ	ULA	5	5.U.V 5.L.C 5.A.V	1.5 1.75 0.8	ola	0			
1795	Yaqui	Uto-Aztecan	WAVE	bawero’aktim	bawero’aktim	b a w e r o ʔ a k t i m	0.25			1 7 6 7 5 7 1 7 1 1 7 4	AXBYBYBYMBYN	PAWERUHAKTIM	7	7.P.C 7.A.V 7.W.C 7.E.V 7.R.C 7.U.V 7.H.C 7.A.V 7.K.c 7.T.C 7.I.V 7.M.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	baweroʔaktim	0			tn
4494	Qeqchi	Mayan	WAVE	b’oolha’	b’oolha’	ɓ oː l + h a ʔ	0.0			1 7 5 9 3 7 1	AXN_AXN	PUL_HAH	4	4.P.C 4.U.V 4.L.c 4._._ 4.H.C 4.A.V 4.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɓoːl+haʔ	0			tn
6273	Otomi	Otomanguean	WAVE	munts'i	munts'i	m u n tsʼ i	0.0			4 7 4 1 7	AXMBZ	MYNTI	3	3.M.C 3.Y.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	muntsʼi	0			tn
8502	ImbaburaQuechua	Quechuan	WAVE	yaku wambuy	yaku_wambuy	j a k u + w a m b u j	0.0			6 7 1 7 9 6 7 4 1 7 6	AXBZ_AXMBYN	JAKY_WAMPYJ	1	1.J.C 1.A.V 1.K.C 1.Y.V 1._._ 1.W.C 1.A.V 1.M.c 1.P.C 1.Y.V 1.J.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 0.8	jaku+wambuj	0			tn
9662	Wichi	Matacoan	WAVE	komoktaj	komoktaj	k o m o k t a x	0.0			1 7 4 7 1 1 7 3	AXBYMBYN	KUMUKTAG	6	6.K.C 6.U.V 6.M.C 6.U.V 6.K.c 6.T.C 6.A.V 6.G.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	komoktax	0			tn
10889	Mapudungun	Araucanian	WAVE	rew	rew	ɻ e w	0.0			5 7 6	AXN	REW	2	2.R.C 2.E.V 2.W.c	2.0 1.5 0.8	ɻew	0			tn
185	Spanish	Indo-European	WE	nosotros	nosotros	n o s o t ɾ o s				4 7 3 7 1 5 7 3	AXBYBCYN	NUSUTRUS	5	5.N.C 5.U.V 5.S.C 5.U.V 5.T.C 5.R.C 5.U.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nosotɾos	0			
186	Spanish	Indo-European	WE	nosotras	nosotras	n o s o t ɾ a s				4 7 3 7 1 5 7 3	AXBYBCYN	NUSUTRAS	5	5.N.C 5.U.V 5.S.C 5.U.V 5.T.C 5.R.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nosotɾas	0			
1933	Yaqui	Uto-Aztecan	WE	itepo	itepo	i t e p o	0.0			7 1 7 1 7	XBYBZ	ITEPU	7	7.I.V 7.T.C 7.E.V 7.P.C 7.U.V	1.5 1.75 1.3 1.75 0.8	itepo	0			tn
4638	Qeqchi	Mayan	WE	laa’o, aa’o, ha’o	laa’o	l aː ʔ o	0.0			5 7 1 7	AXBZ	LAHU	4	4.L.C 4.A.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	laːʔo	0			tn
6444	Otomi	Otomanguean	WE	nugahu	nugahu	n u g a h u	0.0			4 7 1 7 3 7	AXBYBZ	NYKAHY	3	3.N.C 3.Y.V 3.K.C 3.A.V 3.H.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	nugahu	0			tn
8612	ImbaburaQuechua	Quechuan	WE	ñukanchik	ñukanchik	ɲ u k a n dʒ i k	0.0			4 7 1 7 4 1 7 1	AXBYMBYN	NYKANTIK	1	1.N.C 1.Y.V 1.K.C 1.A.V 1.N.c 1.T.C 1.I.V 1.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɲukandʒik	0			tn
11051	Mapudungun	Araucanian	WE	iñchiñ	iñchiñ	i ɲ tʃ i ɲ	0.0			7 4 1 7 4	XMBYN	INTIN	2	2.I.V 2.N.c 2.T.C 2.I.V 2.N.c	1.5 1.1 1.75 1.3 0.8	iɲtʃiɲ	0			tn
11052	Mapudungun	Araucanian	WE	iñchiw	iñchiw	i ɲ tʃ i w	0.0			7 4 1 7 6	XMBYN	INTIW	2	2.I.V 2.N.c 2.T.C 2.I.V 2.W.c	1.5 1.1 1.75 1.3 0.8	iɲtʃiw	0			tn
189	Spanish	Indo-European	WE (EXCLUSIVE)	nosotros	nosotros	n o s o t ɾ o s				4 7 3 7 1 5 7 3	AXBYBCYN	NUSUTRUS	5	5.N.C 5.U.V 5.S.C 5.U.V 5.T.C 5.R.C 5.U.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nosotɾos	1			
190	Spanish	Indo-European	WE (EXCLUSIVE)	nosotras	nosotras	n o s o t ɾ a s				4 7 3 7 1 5 7 3	AXBYBCYN	NUSUTRAS	5	5.N.C 5.U.V 5.S.C 5.U.V 5.T.C 5.R.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nosotɾas	1			
1935	Yaqui	Uto-Aztecan	WE (EXCLUSIVE)	itepo	itepo	i t e p o	0.0			7 1 7 1 7	XBYBZ	ITEPU	7	7.I.V 7.T.C 7.E.V 7.P.C 7.U.V	1.5 1.75 1.3 1.75 0.8	itepo	1			tn
3348	ZinacantanTzotzil	Mayan	WE (EXCLUSIVE)	vo7otikotik	vo7otikotik	v o ʔ o t i k o t i k	0.0			3 7 1 7 1 7 1 7 1 7 1	AXBYBYBYBYN	BUHUTIKUTIK	8	8.B.C 8.U.V 8.H.C 8.U.V 8.T.C 8.I.V 8.K.C 8.U.V 8.T.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	voʔotikotik	0			tn
4641	Qeqchi	Mayan	WE (EXCLUSIVE)	ka’ajwi’ laa’o	ka’ajwi’_laa’o	k a ʔ a xʷ i ʔ + l aː ʔ o	0.0			1 7 1 7 3 7 1 9 5 7 1 7	AXBYBYN_AXBZ	KAHAGIH_LAHU	4	4.K.C 4.A.V 4.H.C 4.A.V 4.G.C 4.I.V 4.H.c 4._._ 4.L.C 4.A.V 4.H.C 4.U.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	kaʔaxʷiʔ+laːʔo	0			tn
6453	Otomi	Otomanguean	WE (EXCLUSIVE)	nuga'be	nuga'be	n u g a ˀb e	0.0			4 7 1 7 1 7	AXBYBZ	NYKAPE	3	3.N.C 3.Y.V 3.K.C 3.A.V 3.P.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	nugaˀbe	0			tn
6454	Otomi	Otomanguean	WE (EXCLUSIVE)	nuga̲'be	nuga̲'be	n u g ɔ ˀb e	0.0			4 7 1 7 1 7	AXBYBZ	NYKUPE	3	3.N.C 3.Y.V 3.K.C 3.U.V 3.P.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	nugɔˀbe	0			tn
6455	Otomi	Otomanguean	WE (EXCLUSIVE)	gek'be	gek'be	g e kʼ b e	0.0			1 7 1 1 7	AXMBZ	KEKPE	3	3.K.C 3.E.V 3.K.c 3.P.C 3.E.V	2.0 1.5 1.1 1.75 0.8	gekʼbe	0			tn
6456	Otomi	Otomanguean	WE (EXCLUSIVE)	geku̲'be	geku̲'be	g e k u ˀb e	0.0			1 7 1 7 1 7	AXBYBZ	KEKYPE	3	3.K.C 3.E.V 3.K.C 3.Y.V 3.P.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	gekuˀbe	0			tn
6457	Otomi	Otomanguean	WE (EXCLUSIVE)	geka̲'be	geka̲'be	g e k ɔ ˀb e	0.0			1 7 1 7 1 7	AXBYBZ	KEKUPE	3	3.K.C 3.E.V 3.K.C 3.U.V 3.P.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	gekɔˀbe	0			tn
6458	Otomi	Otomanguean	WE (EXCLUSIVE)	nughe	nughe	n u gʰ e	0.0			4 7 1 7	AXBZ	NYKE	3	3.N.C 3.Y.V 3.K.C 3.E.V	2.0 1.5 1.75 0.8	nugʰe	0			tn
6459	Otomi	Otomanguean	WE (EXCLUSIVE)	nugu̲he	nugu̲he	n u g u h e	0.0			4 7 1 7 3 7	AXBYBZ	NYKYHE	3	3.N.C 3.Y.V 3.K.C 3.Y.V 3.H.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	nuguhe	0			tn
6460	Otomi	Otomanguean	WE (EXCLUSIVE)	nuga̲he	nuga̲he	n u g ɔ h e	0.0			4 7 1 7 3 7	AXBYBZ	NYKUHE	3	3.N.C 3.Y.V 3.K.C 3.U.V 3.H.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	nugɔhe	0			tn
6461	Otomi	Otomanguean	WE (EXCLUSIVE)	geje	geje	g e x e	0.0			1 7 3 7	AXBZ	KEGE	3	3.K.C 3.E.V 3.G.C 3.E.V	2.0 1.5 1.75 0.8	gexe	0			tn
6462	Otomi	Otomanguean	WE (EXCLUSIVE)	geka̲he	geka̲he	g e k ɔ h e	0.0			1 7 1 7 3 7	AXBYBZ	KEKUHE	3	3.K.C 3.E.V 3.K.C 3.U.V 3.H.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	gekɔhe	0			tn
9764	Wichi	Matacoan	WE (EXCLUSIVE)	tolhamilh	tolhamilh	t o lˠ a m i l̥	0.0			1 7 5 7 4 7 5	AXBYBYN	TULAMIL	6	6.T.C 6.U.V 6.L.C 6.A.V 6.M.C 6.I.V 6.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tolˠamil̥	0			tn
187	Spanish	Indo-European	WE (INCLUSIVE)	nosotros	nosotros	n o s o t ɾ o s				4 7 3 7 1 5 7 3	AXBYBCYN	NUSUTRUS	5	5.N.C 5.U.V 5.S.C 5.U.V 5.T.C 5.R.C 5.U.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nosotɾos	1			
188	Spanish	Indo-European	WE (INCLUSIVE)	nosotras	nosotras	n o s o t ɾ a s				4 7 3 7 1 5 7 3	AXBYBCYN	NUSUTRAS	5	5.N.C 5.U.V 5.S.C 5.U.V 5.T.C 5.R.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nosotɾas	1			
1934	Yaqui	Uto-Aztecan	WE (INCLUSIVE)	itepo	itepo	i t e p o	0.0			7 1 7 1 7	XBYBZ	ITEPU	7	7.I.V 7.T.C 7.E.V 7.P.C 7.U.V	1.5 1.75 1.3 1.75 0.8	itepo	1			tn
3347	ZinacantanTzotzil	Mayan	WE (INCLUSIVE)	vo7otik	vo7otik	v o ʔ o t i k	0.0			3 7 1 7 1 7 1	AXBYBYN	BUHUTIK	8	8.B.C 8.U.V 8.H.C 8.U.V 8.T.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	voʔotik	0			tn
4639	Qeqchi	Mayan	WE (INCLUSIVE)	laa’o, aa’o, ha’o	laa’o	l aː ʔ o	0.0			5 7 1 7	AXBZ	LAHU	4	4.L.C 4.A.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	laːʔo	1			tn
4640	Qeqchi	Mayan	WE (INCLUSIVE)	haa’o	haa’o	h aː ʔ o	0.0			3 7 1 7	AXBZ	HAHU	4	4.H.C 4.A.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	haːʔo	0			tn
6445	Otomi	Otomanguean	WE (INCLUSIVE)	nugawi	nugawi	n u g a w i	0.0			4 7 1 7 6 7	AXBYBZ	NYKAWI	3	3.N.C 3.Y.V 3.K.C 3.A.V 3.W.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nugawi	0			tn
