ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
10075	Otomi	SHOOT	ät’i	ät’i	ɐ t̪ʼ i				
10076	Otomi	SHOOT	he̲gi	he̲gi	h æ g i				
11276	ImbaburaQuechua	SHOOT	shitana (2)	shitana	ʃ i t a n a				
12508	Wichi	SHOOT	tiyoj	tiyoj	t i j o x				
13759	Mapudungun	SHOOT	tralkatun	tralkatun	ʈʂ a l k a t u n				
19	Portuguese	SHORE	margem	margem	m a ʁ ʒ ẽĩ				
20	Portuguese	SHORE	costa	costa	k ɔ ʃ t ɐ				
21	Portuguese	SHORE	praia	praia	p ɾ ai ɐ				
1702	Spanish	SHORE	ribera	ribera	r i β ɛ ɾ a				
1703	Spanish	SHORE	playa	playa	p l a ʝ a				
1704	Spanish	SHORE	costa	costa	k o s t a				
3466	Yaqui	SHORE	bawe mayoa	bawe_mayoa	b a w e + m a j o a				
4903	ZinacantanTzotzil	SHORE	ti' _________	ti'__________	t i				
6166	Qeqchi	SHORE	chi re ha’	chi_re_ha’	tʃ i + ɾ e + h a ʔ				
7942	Otomi	SHORE	ñänthe	ñänthe	ɲ ɐ n θ e				
7943	Otomi	SHORE	nenthe	nenthe	n e n θ e				
7944	Otomi	SHORE	ñäni (2)	ñäni	ɲ ɐ n i				
7945	Otomi	SHORE	nengi	nengi	n e n g i				
10177	ImbaburaQuechua	SHORE	manya (2)	manya	m a n j a				
11335	Wichi	SHORE	tewuk lhip	tewuk_lhip	t e w u k + lˠ i p				
12560	Mapudungun	SHORE	inaltu	inaltu	i n a l t u				
1135	Portuguese	SHORT	curto	curto	k u ʁ t u				
2868	Spanish	SHORT	corto	corto	k o ɾ t o				
4423	Yaqui	SHORT	pochilai	pochilai	p o tʃ i l a i				
5770	ZinacantanTzotzil	SHORT	tzapo	tzapo	tsʰ a p o	Tojolabal			
7334	Qeqchi	SHORT	tupus roq	tupus_roq	t u p u s + ɾ o qʰ				
7335	Qeqchi	SHORT	kach'in xteram	kach'in_xteram	k a tʃʼ i n + ʃ t e ɾ a m				
7336	Qeqchi	SHORT	kach'in roq	kach'in_roq	k a tʃʼ i n + ɾ o qʰ				
7337	Qeqchi	SHORT	ch'ot	ch'ot	tʃʼ o tʰ				
9360	Otomi	SHORT	hingi ma	hingi_ma	h i n g i + m a				
9361	Otomi	SHORT	ar dozu	ar_dozu	a r + d o z u				
9362	Otomi	SHORT	ta txu̲tx'u̲lo	ta_txu̲tx'u̲lo	t̪ a + t̪ x u t̪ x ʔ u l o				
9363	Otomi	SHORT	xi tx'u̲ki	xi_tx'u̲ki	x i + t̪ x ʔ u k i				
9364	Otomi	SHORT	nkohi	nkohi	n k o h i				
10941	ImbaburaQuechua	SHORT	uchilla	uchilla	u tʃ i ʒ a				
12156	Wichi	SHORT	niptaja	niptaja	n i p t a x a				
13425	Mapudungun	SHORT	pichituw	pichituw	p i tʃ i t u w				
364	Portuguese	SHOULDER	ombro	ombro	õ b ɾ u				
2059	Spanish	SHOULDER	hombro	hombro	o m b ɾ o				
3770	Yaqui	SHOULDER	jenom	jenom	j e n o m				
5186	ZinacantanTzotzil	SHOULDER	nekebal	nekebal	n e k e ɓ a l				
6508	Qeqchi	SHOULDER	xb’een tel	xb’een_tel	ʃ ɓ eː n + t e l				
8361	Otomi	SHOULDER	xi'xi	xi'xi	x i ˀx i				
10424	ImbaburaQuechua	SHOULDER	umbru	umbru	u m b ɾ u	Spanish			
11604	Wichi	SHOULDER	tofwapu	tofwapu	t o fʷ a p u				
12877	Mapudungun	SHOULDER	llangka foro	llangka_foro	ʎ a ŋ k a + f o ɻ o				
12878	Mapudungun	SHOULDER	falke	falke	f a l k e				
365	Portuguese	SHOULDERBLADE	omoplata	omoplata	o m o p l a t ɐ		Spanish	o m o p l a t o	2061
2060	Spanish	SHOULDERBLADE	escápula	escápula	ɛ s k a p u l a				
2061	Spanish	SHOULDERBLADE	omóplato	omóplato	o m o p l a t o				
3771	Yaqui	SHOULDERBLADE	omooplato	omooplato	o m oː p l a t o	Spanish	Spanish	o m o p l a t o	2061
3772	Yaqui	SHOULDERBLADE	paleetam	paleetam	p a l eː t a m	Spanish			
6509	Qeqchi	SHOULDERBLADE	b'aqel xb'een tel	b'aqel_xb'een_tel	ɓ a q e l + ʃ ɓ eː n + t e l				
8362	Otomi	SHOULDERBLADE	nxi'ñe	nxi'ñe	n x i ˀɲ e				
10425	ImbaburaQuechua	SHOULDERBLADE	pillischaka	pillischaka	p i ʒ i s tʃ a k a				
11605	Wichi	SHOULDERBLADE	tofwapu lhile	tofwapu_lhile	t o fʷ a p u + lˠ i l e				
1471	Portuguese	SHOUT	gritar	gritar	ɡ ɾ i t a ʁ				
3229	Spanish	SHOUT	gritar	gritar	g ɾ i t a ɾ				
4722	Yaqui	SHOUT	chaae	chaae	tʃ aː e				
6029	ZinacantanTzotzil	SHOUT	7avan	7avan	ʔ a v a n				
7727	Qeqchi	SHOUT	q'ichok e	q'ichok_e	qʼ i tʃ o k + e	Q’anjob’alan			
7728	Qeqchi	SHOUT	chajok e	chajok_e	tʃ a x o k + e				
9848	Otomi	SHOUT	mafi	mafi	m a f i				
9849	Otomi	SHOUT	mahni	mahni	m a h n i				
9850	Otomi	SHOUT	mat'i	mat'i	m a t̪ʼ i				
9851	Otomi	SHOUT	nwe̲t'i	nwe̲t'i	nʷ æ t̪ʼ i				
11192	ImbaburaQuechua	SHOUT	kaparina	kaparina	k a p a ɾ i n a				
12411	Wichi	SHOUT	t’on	t’on	t ʔ o n				
13681	Mapudungun	SHOUT	wirarün	wirarün	w i ɻ a ɻ ɨ n				
750	Portuguese	SHOVEL	pá	pá	p a				
2444	Spanish	SHOVEL	pala	pala	p a l a				
4099	Yaqui	SHOVEL	paalam	paalam	p aː l a m	Spanish			
5489	ZinacantanTzotzil	SHOVEL	pala	pala	pʰ a l a	Spanish			
6895	Qeqchi	SHOVEL	paal	paal	p aː l	Spanish			
8804	Otomi	SHOVEL	pala	pala	p a l a	Spanish	Spanish	p a l a	2444
10682	ImbaburaQuechua	SHOVEL	pala	pala	p a l a	Spanish	Spanish	p a l a	2444
11873	Wichi	SHOVEL	pala	pala	p a l a	Spanish	Spanish	p a l a	2444
13151	Mapudungun	SHOVEL	pala	pala	p a l a	Spanish	Spanish	p a l a	2444
1304	Portuguese	SHOW	mostrar	mostrar	m o ʃ t ɾ a ʁ				
3044	Spanish	SHOW	mostrar	mostrar	m o s t ɾ a ɾ				
3045	Spanish	SHOW	seɲalar	seɲalar	s e ɲ a l a ɾ				
4583	Yaqui	SHOW	bittua	bittua	b i t t u a				
5898	ZinacantanTzotzil	SHOW	7ak’ ta k’elel	7ak’_ta_k’elel	ʔ a kʼ + t a + kʼ e l e l				
5899	ZinacantanTzotzil	SHOW	ye7	ye7	j e ʔ				
7541	Qeqchi	SHOW	k'utuk	k'utuk	k ʔ u t u kʰ				
9594	Otomi	SHOW	udi	udi	u d i				
9595	Otomi	SHOW	uti	uti	u t̪ i				
11065	ImbaburaQuechua	SHOW	rikuchina	rikuchina	ʐ i k u tʃ i n a				
12279	Wichi	SHOW	ipoyna	ipoyna	i p o j n a				
13550	Mapudungun	SHOW	pengelün	pengelün	p e ŋ e l ɨ n				
1475	Portuguese	SHRIEK	guinchar	guinchar	ɡ ĩ ʃ a ʁ				
3235	Spanish	SHRIEK	chillar	chillar	tʃ i ʝ a ɾ				
4726	Yaqui	SHRIEK	bwaana	bwaana	bʷ aː n a				
7733	Qeqchi	SHRIEK	yaab'ak	yaab'ak	j aː ɓ a kʰ				
9857	Otomi	SHRIEK	mafi	mafi	m a f i				
9858	Otomi	SHRIEK	nts'ihni	nts'ihni	n tsʼ i h n i				
11196	ImbaburaQuechua	SHRIEK	kaparina	kaparina	k a p a ɾ i n a				
1098	Portuguese	SHUT	fechar	fechar	f e ʃ a ʁ				
2831	Spanish	SHUT	cerrar	cerrar	s ɛ r a ɾ				
4391	Yaqui	SHUT	eta	eta	e t a				
5737	ZinacantanTzotzil	SHUT	nup' ba	nup'_ba	n u p ɓ a				
7286	Qeqchi	SHUT	tz'apok	tz'apok	tsʼ a p o kʰ				
9321	Otomi	SHUT	kot'i	kot'i	k o t̪ʼ i				
10915	ImbaburaQuechua	SHUT	bichkana	bichkana	b i tʃ k a n a				
12130	Wichi	SHUT	hipuhi	hipuhi	h i p u h i				
13398	Mapudungun	SHUT	nürüfün	nürüfün	n ɨ ɻ ɨ f ɨ n				
13399	Mapudungun	SHUT	seran	seran	s e ɻ a n	Spanish			
140	Portuguese	SIBLING	irmão	irmão	i ʁ m ɐ̃ũ				
141	Portuguese	SIBLING	irmã	irmã	i ʁ m ɐ̃				
1817	Spanish	SIBLING	hermano	hermano	ɛ ɾ m a n o				
1818	Spanish	SIBLING	hermana	hermana	ɛ ɾ m a n a				
4998	ZinacantanTzotzil	SIBLING	chi7ilil	chi7ilil	tʃʰ i ʔ i l i l	Quiche			
6273	Qeqchi	SIBLING	anab’	anab’	a n a ɓ				
8064	Otomi	SIBLING	ku	ku	k u				
12674	Mapudungun	SIBLING	lamngenwen	lamngenwen	l a m ŋ e n w e n				
464	Portuguese	SICK	doente	doente	d o ẽ tʃ i				
465	Portuguese	SICK	doença	doença	d o ẽ s ɐ				
2159	Spanish	SICK	enfermo	enfermo	e m f ɛ ɾ m o				
2160	Spanish	SICK	enfermedad	enfermedad	e m f ɛ ɾ m e ð a ð				
3855	Yaqui	SICK	ko’okoe	ko’okoe	k o ʔ o k o e				
5275	ZinacantanTzotzil	SICK	7ip	7ip	ʔ i p				
6609	Qeqchi	SICK	yaj	yaj	j a x				
8458	Otomi	SICK	da̲thi	da̲thi	d ɔ θ i				
10494	ImbaburaQuechua	SICK	unkushka	unkushka	u ŋ g u ʃ k a				
11677	Wichi	SICK	lawit’oy ihi	lawit’oy_ihi	l a w i t ʔ o j + i h i				
12950	Mapudungun	SICK	kutran	kutran	k u ʈʂ a n				
759	Portuguese	SICKLE OR SCYTHE	foice	foice	f oi s i				
760	Portuguese	SICKLE OR SCYTHE	gadanha	gadanha	ɡ a d ɐ ɲ ɐ				
2455	Spanish	SICKLE OR SCYTHE	hoz	hoz	o s				
2456	Spanish	SICKLE OR SCYTHE	guadaɲa	guadaɲa	g w a ð a ɲ a				
4107	Yaqui	SICKLE OR SCYTHE	oosam	oosam	oː s a m	Spanish			
5494	ZinacantanTzotzil	SICKLE OR SCYTHE	hos (2)	hos	h o s	Spanish			
6904	Qeqchi	SICKLE OR SCYTHE	k'onk'ookil ch'iich'	k'onk'ookil_ch'iich'	k ʔ o n kʼ oː k i l + tʃʼ iː tʃʼ				
8813	Otomi	SICKLE OR SCYTHE	t'e̲xu̲	t'e̲xu̲	t̪ʼ æ x u				
10688	ImbaburaQuechua	SICKLE OR SCYTHE	usis	usis	u s i s	Spanish			
11880	Wichi	SICKLE OR SCYTHE	matsetaj	matsetaj	m a ts e t a x	Spanish			
13161	Mapudungun	SICKLE OR SCYTHE	wazaña	wazaña	w a z a ɲ a	Spanish			
13162	Mapudungun	SICKLE OR SCYTHE	ichona	ichona	i tʃ o n a	Quechua			
1114	Portuguese	SIDE	lado	lado	l a d u				
2845	Spanish	SIDE	lado	lado	l a ð o				
2846	Spanish	SIDE	costado	costado	k o s t a ð o				
4402	Yaqui	SIDE	chaka’aria	chaka’aria	tʃ a k a ʔ a r i a				
5747	ZinacantanTzotzil	SIDE	7ibel	7ibel	ʔ i ɓ e l				
5748	ZinacantanTzotzil	SIDE	shokon	shokon	ʃ o k o n				
7301	Qeqchi	SIDE	pak'al	pak'al	p a kʼ a l				
7302	Qeqchi	SIDE	k'atq sa'	k'atq_sa'	k ʔ a t q + s a ʔ				
9338	Otomi	SIDE	hyo	hyo	h j o				
10925	ImbaburaQuechua	SIDE	manya	manya	m a n j a				
12140	Wichi	SIDE	lhip	lhip	lˠ i p				
13409	Mapudungun	SIDE	afkazi	afkazi	a f k a z i				
552	Portuguese	SIEVE OR STRAIN	peneira	peneira	p e n ei ɾ ɐ				
553	Portuguese	SIEVE OR STRAIN	coador	coador	k o a d o ʁ				
554	Portuguese	SIEVE OR STRAIN	coar	coar	k o a ʁ				
2247	Spanish	SIEVE OR STRAIN	cribar	cribar	k ɾ i β a ɾ				
2248	Spanish	SIEVE OR STRAIN	colar	colar	k o l a ɾ				
2249	Spanish	SIEVE OR STRAIN	cerner	cerner	s ɛ ɾ n ɛ ɾ				
3931	Yaqui	SIEVE OR STRAIN	kolaroa	kolaroa	k o l a r o a	Spanish			
5346	ZinacantanTzotzil	SIEVE OR STRAIN	chih	chih	tʃʰ i h				
5347	ZinacantanTzotzil	SIEVE OR STRAIN	chichin	chichin	tʃʰ i tʃʰ i n				
6709	Qeqchi	SIEVE OR STRAIN	tz'ilok	tz'ilok	tsʼ i l o kʰ	Mopan			
8572	Otomi	SIEVE OR STRAIN	fats'i	fats'i	f a tsʼ i				
8573	Otomi	SIEVE OR STRAIN	faki	faki	f a k i				
10554	ImbaburaQuechua	SIEVE OR STRAIN	shushuna	shushuna	ʃ u ʃ u n a				
11739	Wichi	SIEVE OR STRAIN	isaphi	isaphi	i s a pʰ i				
13018	Mapudungun	SIEVE OR STRAIN	chaytun	chaytun	tʃ a y t u n				
1300	Portuguese	SILENCE	quieto	quieto	k i ɛ t u				
3039	Spanish	SILENCE	silencio	silencio	s i l e n s j o				
3040	Spanish	SILENCE	tranquilo	tranquilo	t ɾ a n k i l o				
612	Portuguese	SILK	seda	seda	s ɛ d ɐ				
2303	Spanish	SILK	seda	seda	s e ð a				
3984	Yaqui	SILK	seeda	seeda	s eː d a	Spanish			
5401	ZinacantanTzotzil	SILK	sat xela	sat_xela	s a t + ʃ e l a				
6767	Qeqchi	SILK	seda	seda	s e d a	Spanish			
8636	Otomi	SILK	seda	seda	s e d a	Spanish			
10598	ImbaburaQuechua	SILK	seda	seda	s e d a	Spanish			
11783	Wichi	SILK	seda	seda	s e d a	Spanish			
13057	Mapudungun	SILK	seza	seza	s e z a	Spanish			
879	Portuguese	SILVER	prata	prata	p ɾ a t ɐ				
2589	Spanish	SILVER	plata	plata	p l a t a				
4203	Yaqui	SILVER	laata ~ plaata	laata	l aː t a	Spanish			
7040	Qeqchi	SILVER	plaat	plaat	p l aː tʰ	Spanish			
7041	Qeqchi	SILVER	saqi ch’iich’	saqi_ch’iich’	s a q i + tʃʼ iː tʃʼ				
9012	Otomi	SILVER	t'axi (2)	t'axi	t̪ʼ a x i				
10769	ImbaburaQuechua	SILVER	kulqui	kulqui	k u l q u i				
11961	Wichi	SILVER	plata	plata	p l a t a	Spanish	Spanish	p l a t a	2589
13242	Mapudungun	SILVER	liqen	liqen	l i ɣ e n				
13243	Mapudungun	SILVER	pulata	pulata	p u l a t a	Spanish	Spanish	p l a t a	2589
1162	Portuguese	SIMILAR	parecido	parecido	p a ɾ e s i d u				
2895	Spanish	SIMILAR	semejante	semejante	s e m e x a n t e				
2896	Spanish	SIMILAR	parecido	parecido	p a ɾ e s i ð o				
4443	Yaqui	SIMILAR	nana’ana	nana’ana	n a n a ʔ a n a				
5792	ZinacantanTzotzil	SIMILAR	ko7ol	ko7ol	k o ʔ o l				
5793	ZinacantanTzotzil	SIMILAR	pareho	pareho	pʰ a ɾ e h o	Spanish			
7379	Qeqchi	SIMILAR	chanchan	chanchan	tʃ a n tʃ a n				
7380	Qeqchi	SIMILAR	jo'	jo'	x o ʔ				
7381	Qeqchi	SIMILAR	ru	ru	r u				
9401	Otomi	SIMILAR	hñe̲he̲	hñe̲he̲	h ɲ æ h æ				
9402	Otomi	SIMILAR	'rangu (2)	'rangu	ˀr a n g u				
9403	Otomi	SIMILAR	nthe̲	nthe̲	n θ æ				
9404	Otomi	SIMILAR	mahye̲gi	mahye̲gi	m a h j æ g i				
9405	Otomi	SIMILAR	mahye̲tho	mahye̲tho	m a h j æ θ o				
10960	ImbaburaQuechua	SIMILAR	chayshina	chayshina	tʃ a j ʃ i n a				
12177	Wichi	SIMILAR	nichotche	nichotche	n i tʃ o t tʃ e				
1470	Portuguese	SING	cantar	cantar	k ɐ̃ t a ʁ				
3228	Spanish	SING	cantar	cantar	k a n t a ɾ				
4721	Yaqui	SING	bwiika	bwiika	bʷ iː k a				
6028	ZinacantanTzotzil	SING	k’evuhin	k’evuhin	kʼ e v u h i n				
7726	Qeqchi	SING	b'ichank	b'ichank	ɓ i tʃ a n kʰ				
9847	Otomi	SING	tuhu	tuhu	t̪ u h u				
11191	ImbaburaQuechua	SING	takina	takina	t a k i n a				
12410	Wichi	SING	t’ich’uylhi	t’ich’uylhi	t ʔ i tʃ ʔ u j lˠ i				
13680	Mapudungun	SING	üḻkantun	üḻkantun	ɨ l̪ k a n t u n				
929	Portuguese	SINK (DESCEND)	afundar	afundar	a f ũ d a ʁ				
2645	Spanish	SINK (DESCEND)	hundir	hundir	u n d i ɾ				
4239	Yaqui	SINK (DESCEND)	ba’apo kom siime	ba’apo_kom_siime	b a ʔ a p o + k o m + s iː m e				
4240	Yaqui	SINK (DESCEND)	ba’a kom simtua	ba’a_kom_simtua	b a ʔ a + k o m + s i m t u a				
5620	ZinacantanTzotzil	SINK (DESCEND)	muk	muk	m u k				
7096	Qeqchi	SINK (DESCEND)	muqunk	muqunk	m u q u n kʰ				
7097	Qeqchi	SINK (DESCEND)	nuq'unk	nuq'unk	n u qʼ u n kʰ				
7098	Qeqchi	SINK (DESCEND)	sob'e'k	sob'e'k	s o ɓ e ʔ kʰ				
7099	Qeqchi	SINK (DESCEND)	sub'e'k	sub'e'k	s u ɓ e ʔ kʰ	Ch’olan			
9084	Otomi	SINK (DESCEND)	ku̲i	ku̲i	k u i				
9085	Otomi	SINK (DESCEND)	ñunt'i	ñunt'i	ɲ u n t̪ʼ i				
10799	ImbaburaQuechua	SINK (DESCEND)	washajuna	washajuna	w a ʃ a x u n a				
11991	Wichi	SINK (DESCEND)	yeycho’	yeycho’	y e j tʃ o ʔ				
13274	Mapudungun	SINK (DESCEND)	ñamkonün	ñamkonün	ɲ a m k o n ɨ n				
137	Portuguese	SISTER	irmã	irmã	i ʁ m ɐ̃				
1814	Spanish	SISTER	hermana	hermana	ɛ ɾ m a n a				
3559	Yaqui	SISTER	ako	ako	a k o				
6270	Qeqchi	SISTER	anab’	anab’	a n a ɓ				
8058	Otomi	SISTER	nju	nju	n x u				
8059	Otomi	SISTER	jujwe̲	jujwe̲	x u xʷ æ				
10254	ImbaburaQuechua	SISTER	ñaña	ñaña	ɲ a ɲ a				
12667	Mapudungun	SISTER	lamngen	lamngen	l a m ŋ e n				
12668	Mapudungun	SISTER	zomo lamngen	zomo_lamngen	z o m o + l a m ŋ e n				
12669	Mapudungun	SISTER	ñaña	ñaña	ɲ a ɲ a	Quechua			
1082	Portuguese	SIT	sentar-se	sentar-se	s ẽ t a ʁ s i				
2814	Spanish	SIT	sentar	sentar	s e n t a ɾ				
4376	Yaqui	SIT	yejte	yejte	j e j t e				
4377	Yaqui	SIT	joote	joote	j oː t e				
5727	ZinacantanTzotzil	SIT	tzuni	tzuni	tsʰ u n i				
7266	Qeqchi	SIT	chunlaak	chunlaak	tʃ u n l aː kʰ	Ch’olan			
7267	Qeqchi	SIT	woq'laak	woq'laak	w o qʼ l aː kʰ				
9295	Otomi	SIT	hudi	hudi	h u d i				
10903	ImbaburaQuechua	SIT	tiyarina (1)	tiyarina	t i j a ɾ i n a				
12114	Wichi	SIT	tataypho	tataypho	t a t a j pʰ o				
13384	Mapudungun	SIT	anün	anün	a n ɨ n				
1173	Portuguese	SIX	seis	seis	s ei ʃ				
2906	Spanish	SIX	seis	seis	s e i s				
4455	Yaqui	SIX	busani	busani	b u s a n i				
4456	Yaqui	SIX	seis	seis	s e i s	Spanish	Spanish	s e i s	2906
5800	ZinacantanTzotzil	SIX	vak	vak	v a k				
7388	Qeqchi	SIX	waqib'	waqib'	w a q i ɓ				
9413	Otomi	SIX	‘rato	‘rato	ˀr a t̪ o				
10967	ImbaburaQuechua	SIX	sukta	sukta	s u k t a				
12184	Wichi	SIX	seis	seis	s e i s	Spanish	Spanish	s e i s	2906
13452	Mapudungun	SIX	kayu	kayu	k a y u				
308	Portuguese	SKIN	pele	pele	p ɛ l i				
309	Portuguese	SKIN	couro	couro	k o ɾ u				
2004	Spanish	SKIN	piel	piel	p j ɛ l				
2005	Spanish	SKIN	cutis	cutis	k u t i s				
2006	Spanish	SKIN	pellejo	pellejo	p e ʝ e x o				
3722	Yaqui	SKIN	beea	beea	b eː a				
5133	ZinacantanTzotzil	SKIN	nukul	nukul	n u k u l				
5134	ZinacantanTzotzil	SKIN	nukulal	nukulal	n u k u l a l				
6454	Qeqchi	SKIN	tz’uumal	tz’uumal	tsʼ uː m a l				
6455	Qeqchi	SKIN	rix xul	rix_xul	r i ʃ + ʃ u l				
8308	Otomi	SKIN	xifni	xifni	x i f n i				
10380	ImbaburaQuechua	SKIN	kara	kara	k a ɾ a				
11559	Wichi	SKIN	tot’oj	tot’oj	t o t ʔ o x				
12830	Mapudungun	SKIN	trawa	trawa	ʈʂ a w a				
635	Portuguese	SKIRT	saia	saia	s ai ɐ				
2326	Spanish	SKIRT	falda	falda	f a l d a				
4009	Yaqui	SKIRT	ko’arim	ko’arim	k o ʔ a r i m				
5421	ZinacantanTzotzil	SKIRT	tzekil	tzekil	tsʰ e k i l				
6790	Qeqchi	SKIRT	uuq	uuq	uː qʰ				
8666	Otomi	SKIRT	ngo̲de	ngo̲de	n g ə d e				
10616	ImbaburaQuechua	SKIRT	anaku (2)	anaku	a n a k u				
11800	Wichi	SKIRT	westilu	westilu	w e s t i l u	Spanish			
13076	Mapudungun	SKIRT	pollera	pollera	p o ʎ e ɻ a	Spanish			
331	Portuguese	SKULL	crânio	crânio	k ɾ ɐ n j u				
332	Portuguese	SKULL	caveira	caveira	k a v ei ɾ ɐ				
2026	Spanish	SKULL	cráneo	cráneo	k ɾ a n e o				
2027	Spanish	SKULL	calavera	calavera	k a l a β ɛ ɾ a				
3740	Yaqui	SKULL	koba ota	koba_ota	k o b a + o t a				
5156	ZinacantanTzotzil	SKULL	hol 7anima	hol_7anima	h o l + ʔ a n i m a	Spanish			
5157	ZinacantanTzotzil	SKULL	bakel hol 7anima	bakel_hol_7anima	ɓ a k e l + h o l + ʔ a n i m a	Spanish			
6473	Qeqchi	SKULL	b'aqel jolom	b'aqel_jolom	ɓ a q e l + x o l o m				
8326	Otomi	SKULL	doxu̲mo	doxu̲mo	d o x u m o				
8327	Otomi	SKULL	nju̲nu̲ndo'yo	nju̲nu̲ndo'yo	n x u n u n d o ˀj o				
10396	ImbaburaQuechua	SKULL	uma tullu	uma_tullu	u m a + t u ʒ u				
11576	Wichi	SKULL	tolhetek lhile	tolhetek_lhile	t o lˠ e t e k + lˠ i l e				
12848	Mapudungun	SKULL	lengleng	lengleng	l e ŋ l e ŋ				
63	Portuguese	SKY	céu	céu	s ɛu				
1742	Spanish	SKY	cielo	cielo	s j e l o				
3494	Yaqui	SKY	teeka	teeka	t eː k a				
4924	ZinacantanTzotzil	SKY	vinahel	vinahel	v i n a h e l				
6192	Qeqchi	SKY	choxa, choxaal	choxa	tʃ o ʃ a				
7977	Otomi	SKY	mahets'i	mahets'i	m a h e tsʼ i				
10196	ImbaburaQuechua	SKY	jawa pacha	jawa_pacha	x a w a + p a tʃ a				
11354	Wichi	SKY	pele	pele	p e l e				
12588	Mapudungun	SKY	wenu mapu	wenu_mapu	w e n u + m a p u				
12589	Mapudungun	SKY	wenu	wenu	w e n u				
1538	Portuguese	SLAVE	escravo	escravo	i ʃ k ɾ a v u				
3305	Spanish	SLAVE	esclavo	esclavo	ɛ s k l a β o				
7788	Qeqchi	SLAVE	aj k’anjel	aj_k’anjel	a x + kʼ a n x e l				
7789	Qeqchi	SLAVE	moos	moos	m oː s	Spanish			
9956	Otomi	SLAVE	pe̲fi me̲ti	pe̲fi_me̲ti	p æ f i + m æ t̪ i				
9957	Otomi	SLAVE	pe̲fi hingi tsa̲ya̲	pe̲fi_hingi_tsa̲ya̲	p æ f i + h i n g i + ts ɔ j ɔ				
12464	Wichi	SLAVE	tokwenek	tokwenek	t o kʷ e n e k				
427	Portuguese	SLEEP	dormir	dormir	d o ʁ m i ʁ				
2123	Spanish	SLEEP	dormir	dormir	d o ɾ m i ɾ				
3831	Yaqui	SLEEP	koche	koche	k o tʃ e				
5250	ZinacantanTzotzil	SLEEP	vay	vay	v a j				
5251	ZinacantanTzotzil	SLEEP	bat ch’ulel	bat_ch’ulel	ɓ a t + tʃʼ u l e l				
6579	Qeqchi	SLEEP	wark	wark	w a ɾ kʰ				
8428	Otomi	SLEEP	ähä	ähä	ɐ h ɐ				
10474	ImbaburaQuechua	SLEEP	puñuna	puñuna	p u ɲ u n a				
11655	Wichi	SLEEP	imo	imo	i m o				
12927	Mapudungun	SLEEP	umawtun	umawtun	u m a w t u n				
1578	Portuguese	SLING	funda	funda	f ũ d ɐ				
1579	Portuguese	SLING	estilingue	estilingue	i ʃ tʃ i l ĩ ɡ i				
3346	Spanish	SLING	honda	honda	o n d a				
4806	Yaqui	SLING	wicha’arakiam	wicha’arakiam	w i tʃ a ʔ a r a k i a m				
6095	ZinacantanTzotzil	SLING	himich	himich	h i m i tʃʰ				
7820	Qeqchi	SLING	ont	ont	o n tʰ	Spanish			
7821	Qeqchi	SLING	jok'	jok'	x o kʼ				
7822	Qeqchi	SLING	rant'in	rant'in	r a n tʼ i n				
10014	Otomi	SLING	nt'e̲ndo	nt'e̲ndo	n t̪ʼ æ n d o				
11263	ImbaburaQuechua	SLING	waraka	waraka	w a ɾ a k a				
12488	Wichi	SLING	tofwumti	tofwumti	t o fʷ u m t i				
12489	Wichi	SLING	tokawuma	tokawuma	t o k a w u m a	Spanish			
13743	Mapudungun	SLING	witruwe	witruwe	w i ʈʂ u w e				
941	Portuguese	SLIP	escorregar	escorregar	i ʃ k o ʁ e ɡ a ʁ				
942	Portuguese	SLIP	resvalar	resvalar	ʁ e ʒ v a l a ʁ				
2657	Spanish	SLIP	resbalar	resbalar	r ɛ s β a l a ɾ				
4254	Yaqui	SLIP	suulu	suulu	s uː l u				
5627	ZinacantanTzotzil	SLIP	tzul	tzul	tsʰ u l				
5628	ZinacantanTzotzil	SLIP	hashk’un	hashk’un	h a ʃ kʼ u n				
5629	ZinacantanTzotzil	SLIP	bilk’uh	bilk’uh	ɓ i l kʼ u h				
7113	Qeqchi	SLIP	jole’k	jole’k	x o l e ʔ kʰ				
7114	Qeqchi	SLIP	yole'k	yole'k	j o l e ʔ kʰ				
7115	Qeqchi	SLIP	b’alok	b’alok	ɓ a l o kʰ				
9102	Otomi	SLIP	ya̲xt'i	ya̲xt'i	j ɔ x t̪ʼ i				
10808	ImbaburaQuechua	SLIP	lluchijana	lluchijana	ʒ u tʃ i x a n a				
12001	Wichi	SLIP	hip’etaj	hip’etaj	h i p ʔ e t a x				
13284	Mapudungun	SLIP	meyuzün	meyuzün	m e y u z ɨ n				
1224	Portuguese	SLOW	vagaroso	vagaroso	v a ɡ a ɾ ɔ z u				
1225	Portuguese	SLOW	devagar	devagar	d e v a ɡ a ʁ				
2956	Spanish	SLOW	despacio	despacio	d ɛ s p a s j o				
2957	Spanish	SLOW	lentamente	lentamente	l e n t a m e n t e				
4509	Yaqui	SLOW	laautia	laautia	l aː u t i a				
5838	ZinacantanTzotzil	SLOW	k’un	k’un	kʼ u n				
7461	Qeqchi	SLOW	elajik	elajik	e l a x i kʰ				
7462	Qeqchi	SLOW	timil	timil	t i m i l				
7463	Qeqchi	SLOW	riil	riil	r iː l				
9488	Otomi	SLOW	njante	njante	n x a n t̪ e				
